r_id,r_pass_id,r_d_id,r_booked_time,r_status,r_start_time,r_pickup_location,r_drop_location,dist_covered_km,r_drop_location_changed,r_drop_location_changed_to,extra_dist_covered_km,total_dist_covered_km,r_drop_time,ride_fare,ride_tip,ride_cancelled_by_whom,cancellation_reason,penalty,payment_mode,payment_method,payment_mode_changed,payment_mode_changed_to,payment_status,driver_rating,r_v_id,r_shift,ride_surge_charge,coupons_alloted,coupon_used,ride_coupon_id,coupon_discount,coupon_amount,final_amount
R0739,P0149,D0004,2020-05-05 03:41:54,1,2020-05-05 04:06:59,Vijay Nagar,Palasia,20,Y,Bicholi Mardana],14,34,2020-05-05 05:01:03,170,10,NA,NA,0,cash,cash,N,same mode,completed,3.7,V0135,Mid Night,42.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,222.5
R0740,P0845,D0270,2020-05-22 07:43:35,1,2020-05-22 08:10:49,Nipania,Rau,19,Y,Geeta Bhawan,16,35,2020-05-22 08:34:36,175,20,NA,NA,0,online,wallet,N,same mode,completed,3.7,V0499,Early Morning,43.75,['C0463'],N,No coupon_used,0.0,0.0,238.75
R0741,P0477,D0040,2020-08-31 09:18:25,1,2020-08-31 09:34:28,Navlakha,New Palasia,3,N,location not changed,0,3,2020-08-31 10:02:23,15,20,NA,NA,0,online,credit card,N,same mode,completed,2.5,V0703,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,35.0
R0742,P0592,D0434,2020-04-19 07:54:35,1,2020-04-19 08:22:19,Silicon City (Rau),South Tukoganj,14,N,location not changed,0,14,2020-04-19 09:11:42,70,10,NA,NA,0,cash,cash,Y,online,completed,3.4,V0845,Early Morning,17.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,97.5
R0743,P0239,D0069,2020-12-12 04:02:24,1,2020-12-12 04:18:10,Bicholi Mardana],Sudama Nagar,11,N,location not changed,0,11,2020-12-12 04:41:04,55,20,NA,NA,0,online,wallet,N,same mode,completed,1.3,V0173,Early Morning,13.75,['C0389'],Y,C0389,15.0,8.25,80.5
R0744,P0164,D0043,2020-04-11 20:17:56,1,2020-04-11 20:38:18,Rajendra Nagar,Geeta Bhawan,4,N,location not changed,0,4,2020-04-11 20:58:31,20,20,NA,NA,0,cash,cash,N,same mode,completed,3.3,V0761,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,40.0
R0745,P0074,D0766,2020-05-01 02:04:08,0,NA,Rajendra Nagar,Navlakha,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V0224,Mid Night,0.0,['C0454'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0746,P0558,D0684,2020-11-12 20:12:50,0,NA,Rau,Navlakha,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V0280,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0747,P0700,D0549,2020-01-14 16:28:19,0,NA,South Tukoganj,Palasia,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V0384,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0748,P0089,D0351,2020-06-13 03:26:34,1,2020-06-13 03:42:16,Bicholi Mardana],Old Palasia,20,Y,AB Road (Agra Bombay Road),16,36,2020-06-13 04:07:35,180,20,NA,NA,0,cash,cash,N,same mode,completed,1.7,V0644,Mid Night,45.0,['C0243'],Y,C0243,15.0,27.0,218.0
R0749,P0730,D0599,2020-06-24 00:12:06,1,2020-06-24 00:28:30,Scheme No. 54,Geeta Bhawan,15,N,location not changed,0,15,2020-06-24 01:03:07,75,20,NA,NA,0,online,upi,N,same mode,completed,4.0,V0410,Mid Night,18.75,['C0076'],Y,C0076,15.0,11.25,102.5
R0750,P0458,D0083,2020-03-04 00:24:53,0,NA,Bicholi Mardana],Nipania,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0097,Mid Night,0.0,['C0216'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0751,P0317,D0808,2020-11-11 10:15:00,0,NA,AB Road (Agra Bombay Road),Vijay Nagar,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V0651,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0752,P0261,D0411,2020-02-04 20:39:20,1,2020-02-04 21:07:05,AB Road (Agra Bombay Road),Silicon City (Rau),9,Y,New Palasia,13,22,2020-02-04 21:39:53,110,0,NA,NA,0,cash,cash,N,same mode,completed,4.4,V0071,Night,0.0,['C0480'],N,No coupon_used,0.0,0.0,110.0
R0753,P0322,D0594,2020-04-21 19:32:52,1,2020-04-21 19:59:51,Palasia,Silicon City (Rau),20,N,location not changed,0,20,2020-04-21 20:31:20,100,50,NA,NA,0,cash,cash,N,same mode,completed,3.9,V0714,Evening,0.0,['C0050'],N,No coupon_used,0.0,0.0,150.0
R0754,P0998,D0620,2020-08-10 01:18:07,1,2020-08-10 01:41:01,Old Palasia,AB Road (Agra Bombay Road),16,N,location not changed,0,16,2020-08-10 02:32:27,80,20,NA,NA,0,cash,cash,N,same mode,completed,4.7,V0673,Mid Night,20.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,120.0
R0755,P0234,D0801,2020-08-18 11:39:23,1,2020-08-18 12:05:48,Rau,South Tukoganj,20,Y,Rajendra Nagar,16,36,2020-08-18 12:51:33,180,50,NA,NA,0,cash,cash,N,same mode,completed,4.4,V0121,Morning,0.0,"['C0392', 'C0538']",Y,C0538,20.0,36.0,194.0
R0756,P0695,D0496,2020-05-02 22:49:50,1,2020-05-02 23:11:31,Scheme No. 54,AB Road (Agra Bombay Road),3,Y,Navlakha,20,23,2020-05-03 00:03:25,115,50,NA,NA,0,online,credit card,N,same mode,completed,4.6,V0560,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,165.0
R0757,P0505,D0679,2020-07-29 13:59:22,0,NA,Manorama Ganj,Sudama Nagar,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0523,Noon,0.0,"['C0220', 'C0376']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R0758,P0177,D0809,2020-05-27 19:53:34,1,2020-05-27 20:22:15,Rau,Navlakha,16,N,location not changed,0,16,2020-05-27 20:36:23,80,50,NA,NA,0,online,credit card,N,same mode,completed,2.3,V0377,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,130.0
R0759,P0425,D0396,2020-07-20 00:15:00,0,NA,Scheme No. 54,Khandwa Road,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0414,Mid Night,0.0,['C0326'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0760,P0595,D0604,2020-11-21 00:37:47,1,2020-11-21 01:01:45,Annapurna Road,Khandwa Road,20,Y,New Palasia,16,36,2020-11-21 01:43:44,180,10,NA,NA,0,online,credit card,N,same mode,completed,3.3,V0701,Mid Night,45.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,235.0
R0761,P0937,D0341,2020-10-08 16:53:32,1,2020-10-08 17:18:31,Bengali Square,Vijay Nagar,5,N,location not changed,0,5,2020-10-08 17:49:22,25,0,NA,NA,0,online,upi,Y,cash,completed,1.5,V0811,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,25.0
R0762,P0302,D0379,2020-10-16 16:12:17,0,NA,Rajendra Nagar,AB Road (Agra Bombay Road),0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V0322,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0763,P0642,D0193,2020-02-01 08:34:10,1,2020-02-01 08:50:27,Rau,Bicholi Mardana],9,Y,Rau,8,17,2020-02-01 09:38:34,85,10,NA,NA,0,cash,cash,N,same mode,completed,4.8,V0284,Morning,0.0,"['C0231', 'C0365']",N,No coupon_used,0.0,0.0,95.0
R0764,P0895,D0717,2020-03-27 04:43:35,0,NA,New Palasia,Rau,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0798,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0765,P0423,D0638,2020-02-14 20:41:23,1,2020-02-14 21:08:07,Geeta Bhawan,Vijay Nagar,14,Y,Bengali Square,7,21,2020-02-14 21:56:09,105,10,NA,NA,0,online,debit card,N,same mode,pending,3.8,V0365,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,115.0
R0766,P0257,D0063,2020-02-25 10:49:58,1,2020-02-25 11:17:07,New Palasia,Bengali Square,19,N,location not changed,0,19,2020-02-25 12:11:43,95,10,NA,NA,0,cash,cash,N,same mode,completed,2.4,V0246,Morning,0.0,['C0001'],Y,C0001,5.0,4.75,100.25
R0767,P0574,D0390,2020-02-24 19:04:02,1,2020-02-24 19:22:06,Navlakha,Khandwa Road,8,Y,Bicholi Mardana],14,22,2020-02-24 19:59:48,110,20,NA,NA,0,online,upi,N,same mode,completed,2.7,V0485,Evening,0.0,['C0187'],Y,C0187,20.0,22.0,108.0
R0768,P0275,D0774,2020-06-09 00:06:46,1,2020-06-09 00:35:03,Vijay Nagar,Annapurna Road,6,Y,Silicon City (Rau),3,9,2020-06-09 01:31:01,45,50,NA,NA,0,online,credit card,N,same mode,completed,3.7,V0750,Mid Night,11.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,106.25
R0769,P0636,D0540,2020-04-05 02:30:56,1,2020-04-05 02:57:49,Sudama Nagar,Bicholi Mardana],3,N,location not changed,0,3,2020-04-05 03:56:51,15,50,NA,NA,0,online,credit card,Y,cash,completed,3.6,V0809,Mid Night,3.75,['C0113'],Y,C0113,15.0,2.25,66.5
R0770,P0313,D0679,2020-11-02 14:54:49,1,2020-11-02 15:14:46,Geeta Bhawan,Khandwa Road,16,Y,Rau,5,21,2020-11-02 15:37:03,105,50,NA,NA,0,cash,cash,N,same mode,completed,4.2,V0523,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,155.0
R0771,P0126,D0475,2020-07-15 15:10:35,1,2020-07-15 15:29:06,Vijay Nagar,Rau,8,Y,Bengali Square,13,21,2020-07-15 15:52:14,105,0,NA,NA,0,online,wallet,N,same mode,completed,4.3,V0374,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,105.0
R0772,P0925,D0239,2020-10-10 06:57:42,0,NA,Bengali Square,Bhawarkuan,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0313,Early Morning,0.0,"['C0081', 'C0085']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R0773,P0702,D0730,2020-12-12 22:56:13,1,2020-12-12 23:15:08,Annapurna Road,Nipania,10,N,location not changed,0,10,2020-12-12 23:41:07,50,50,NA,NA,0,cash,cash,N,same mode,completed,1.5,V0380,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,100.0
R0774,P0981,D0456,2020-10-11 19:08:38,1,2020-10-11 19:25:06,AB Road (Agra Bombay Road),Geeta Bhawan,13,N,location not changed,0,13,2020-10-11 19:39:49,65,50,NA,NA,0,online,wallet,N,same mode,completed,2.1,V0255,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,115.0
R0775,P0549,D0260,2020-04-20 14:00:49,1,2020-04-20 14:18:19,Manorama Ganj,Silicon City (Rau),8,Y,Geeta Bhawan,8,16,2020-04-20 14:49:41,80,0,NA,NA,0,online,debit card,N,same mode,completed,3.5,V0298,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,80.0
R0776,P0724,D0740,2020-03-16 09:19:34,0,NA,Nipania,Old Palasia,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0730,Morning,0.0,['C0302'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0777,P0423,D0564,2020-05-31 04:39:33,1,2020-05-31 05:04:39,Sudama Nagar,Silicon City (Rau),20,N,location not changed,0,20,2020-05-31 05:33:04,100,20,NA,NA,0,online,credit card,N,same mode,completed,4.2,V0425,Early Morning,25.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,145.0
R0778,P0483,D0533,2020-02-10 23:11:08,1,2020-02-10 23:37:49,Bicholi Mardana],Rau,5,N,location not changed,0,5,2020-02-11 00:04:36,25,0,NA,NA,0,online,upi,N,same mode,completed,4.0,V0282,Night,0.0,['C0398'],Y,C0398,15.0,3.75,21.25
R0779,P0285,D0658,2020-05-24 01:02:38,1,2020-05-24 01:18:11,Bhawarkuan,Navlakha,18,Y,Palasia,20,38,2020-05-24 01:40:53,190,10,NA,NA,0,cash,cash,N,same mode,completed,1.2,V0219,Mid Night,47.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,247.5
R0780,P0030,D0059,2020-08-10 14:08:23,1,2020-08-10 14:31:34,Navlakha,Vijay Nagar,9,Y,Rau,3,12,2020-08-10 14:43:23,60,20,NA,NA,0,cash,cash,N,same mode,completed,4.6,V0742,Noon,0.0,['C0567'],Y,C0567,5.0,3.0,77.0
R0781,P0327,D0552,2020-11-19 03:25:46,1,2020-11-19 03:49:01,Rau,Palasia,12,N,location not changed,0,12,2020-11-19 04:35:17,60,10,NA,NA,0,cash,cash,N,same mode,completed,2.9,V0015,Mid Night,15.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,85.0
R0782,P0417,D0163,2020-09-26 04:18:25,1,2020-09-26 04:41:44,Geeta Bhawan,Rajendra Nagar,15,N,location not changed,0,15,2020-09-26 05:08:54,75,20,NA,NA,0,online,upi,N,same mode,failed,2.3,V0622,Early Morning,18.75,['C0528'],N,No coupon_used,0.0,0.0,113.75
R0783,P0388,D0743,2020-11-20 07:28:48,1,2020-11-20 07:52:38,Silicon City (Rau),Rau,4,N,location not changed,0,4,2020-11-20 08:51:03,20,20,NA,NA,0,cash,cash,N,same mode,completed,4.1,V0330,Early Morning,5.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,45.0
R0784,P0178,D0475,2020-03-06 06:59:15,1,2020-03-06 07:22:06,Silicon City (Rau),Old Palasia,13,N,location not changed,0,13,2020-03-06 08:16:57,65,0,NA,NA,0,online,credit card,N,same mode,pending,4.1,V0374,Early Morning,16.25,['C0341'],Y,C0341,5.0,3.25,78.0
R0785,P0768,D0383,2020-12-01 03:40:16,1,2020-12-01 04:03:14,Palasia,Rau,9,N,location not changed,0,9,2020-12-01 04:25:46,45,0,NA,NA,0,online,upi,N,same mode,completed,3.6,V0203,Mid Night,11.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,56.25
R0786,P0062,D0848,2020-03-11 16:24:00,0,NA,Khandwa Road,Navlakha,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V0691,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0787,P0084,D0638,2020-02-22 03:35:37,1,2020-02-22 03:56:53,Palasia,Bengali Square,16,N,location not changed,0,16,2020-02-22 04:39:10,80,0,NA,NA,0,cash,cash,N,same mode,completed,4.1,V0365,Mid Night,20.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,100.0
R0788,P0107,D0776,2020-09-11 09:54:17,1,2020-09-11 10:15:19,Bhawarkuan,Vijay Nagar,5,N,location not changed,0,5,2020-09-11 10:47:16,25,0,NA,NA,0,cash,cash,N,same mode,completed,4.8,V0711,Morning,0.0,['C0526'],N,No coupon_used,0.0,0.0,25.0
R0789,P0048,D0847,2020-05-28 18:52:54,1,2020-05-28 19:09:07,Rau,AB Road (Agra Bombay Road),17,N,location not changed,0,17,2020-05-28 19:47:25,85,50,NA,NA,0,online,credit card,N,same mode,pending,3.9,V0027,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,135.0
R0790,P0136,D0120,2020-03-22 17:46:41,0,NA,New Palasia,Sudama Nagar,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0099,Evening,0.0,['C0434'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0791,P0182,D0044,2020-08-25 22:28:06,1,2020-08-25 22:43:23,Rau,New Palasia,17,N,location not changed,0,17,2020-08-25 23:30:55,85,0,NA,NA,0,cash,cash,N,same mode,completed,3.6,V0315,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,85.0
R0792,P0274,D0341,2020-07-01 20:37:49,0,NA,Palasia,Annapurna Road,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V0811,Night,0.0,"['C0035', 'C0123']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R0793,P0073,D0279,2020-08-26 09:58:15,1,2020-08-26 10:17:35,Scheme No. 54,Geeta Bhawan,6,N,location not changed,0,6,2020-08-26 11:04:06,30,0,NA,NA,0,cash,cash,N,same mode,completed,2.9,V0716,Morning,0.0,['C0135'],N,No coupon_used,0.0,0.0,30.0
R0794,P0314,D0826,2020-03-08 09:35:01,0,NA,Geeta Bhawan,Bengali Square,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V0779,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0795,P0167,D0412,2020-09-10 04:58:22,1,2020-09-10 05:20:31,South Tukoganj,Geeta Bhawan,6,N,location not changed,0,6,2020-09-10 05:36:19,30,0,NA,NA,0,cash,cash,N,same mode,completed,4.7,V0834,Early Morning,7.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,37.5
R0796,P0272,D0366,2020-10-25 11:07:21,1,2020-10-25 11:34:42,Navlakha,Nipania,7,N,location not changed,0,7,2020-10-25 12:32:25,35,20,NA,NA,0,online,upi,N,same mode,completed,4.8,V0128,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,55.0
R0797,P0729,D0661,2020-02-19 08:38:20,1,2020-02-19 09:06:21,Rajendra Nagar,Bicholi Mardana],13,Y,South Tukoganj,8,21,2020-02-19 09:58:19,105,20,NA,NA,0,cash,cash,N,same mode,completed,1.6,V0670,Morning,0.0,['C0097'],Y,C0097,20.0,21.0,104.0
R0798,P0950,D0641,2020-03-24 04:54:17,0,NA,Annapurna Road,Rajendra Nagar,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0731,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0799,P0826,D0429,2020-04-27 06:12:04,1,2020-04-27 06:35:28,Palasia,Old Palasia,16,Y,Bicholi Mardana],17,33,2020-04-27 07:17:44,165,0,NA,NA,0,cash,cash,N,same mode,completed,1.9,V0775,Early Morning,41.25,['C0353'],Y,C0353,20.0,33.0,173.25
R0800,P0174,D0184,2020-02-28 08:06:49,1,2020-02-28 08:30:16,Bicholi Mardana],Geeta Bhawan,14,Y,Annapurna Road,17,31,2020-02-28 09:23:16,155,0,NA,NA,0,online,upi,N,same mode,completed,3.3,V0055,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,155.0
R0801,P0834,D0714,2020-10-04 19:49:27,1,2020-10-04 20:10:39,South Tukoganj,Navlakha,20,N,location not changed,0,20,2020-10-04 21:06:09,100,0,NA,NA,0,cash,cash,N,same mode,completed,3.5,V0190,Evening,0.0,"['C0060', 'C0510']",N,No coupon_used,0.0,0.0,100.0
R0802,P0912,D0114,2020-08-01 15:25:06,1,2020-08-01 15:54:32,South Tukoganj,Silicon City (Rau),14,N,location not changed,0,14,2020-08-01 16:45:28,70,20,NA,NA,0,online,credit card,N,same mode,completed,3.7,V0723,Noon,0.0,['C0468'],Y,C0468,20.0,14.0,76.0
R0803,P0754,D0116,2020-04-08 14:54:10,0,NA,Vijay Nagar,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V0629,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0804,P0668,D0682,2020-04-02 08:22:53,1,2020-04-02 08:39:40,Bhawarkuan,South Tukoganj,19,Y,Nipania,16,35,2020-04-02 09:06:52,175,10,NA,NA,0,cash,cash,N,same mode,completed,3.1,V0469,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,185.0
R0805,P0065,D0824,2020-12-17 17:01:17,1,2020-12-17 17:21:01,Bhawarkuan,Palasia,10,Y,Nipania,16,26,2020-12-17 17:33:01,130,10,NA,NA,0,online,debit card,N,same mode,completed,2.3,V0119,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,140.0
R0806,P0857,D0657,2020-09-27 07:22:11,1,2020-09-27 07:47:20,Manorama Ganj,Rau,2,N,location not changed,0,2,2020-09-27 08:47:01,10,0,NA,NA,0,cash,cash,N,same mode,completed,1.5,V0661,Early Morning,2.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,12.5
R0807,P0275,D0520,2020-03-27 07:46:44,1,2020-03-27 08:16:31,Navlakha,Sudama Nagar,12,N,location not changed,0,12,2020-03-27 08:37:08,60,10,NA,NA,0,online,credit card,N,same mode,completed,3.3,V0833,Early Morning,15.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,85.0
R0808,P0039,D0558,2020-09-29 06:44:40,1,2020-09-29 07:01:38,AB Road (Agra Bombay Road),Nipania,11,N,location not changed,0,11,2020-09-29 07:56:25,55,10,NA,NA,0,cash,cash,N,same mode,completed,4.7,V0075,Early Morning,13.75,['C0339'],Y,C0339,20.0,11.0,67.75
R0809,P0778,D0119,2020-10-13 19:30:26,1,2020-10-13 19:59:36,Silicon City (Rau),Bhawarkuan,20,Y,Bicholi Mardana],18,38,2020-10-13 20:57:03,190,20,NA,NA,0,online,credit card,N,same mode,failed,4.7,V0081,Evening,0.0,['C0563'],N,No coupon_used,0.0,0.0,210.0
R0810,P0177,D0120,2020-04-09 07:46:26,1,2020-04-09 08:08:34,Bhawarkuan,Old Palasia,19,N,location not changed,0,19,2020-04-09 08:57:34,95,0,NA,NA,0,online,wallet,Y,cash,pending,1.8,V0099,Early Morning,23.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,118.75
R0811,P0720,D0319,2020-12-28 11:25:45,1,2020-12-28 11:50:20,Nipania,Bicholi Mardana],6,N,location not changed,0,6,2020-12-28 12:03:44,30,50,NA,NA,0,cash,cash,N,same mode,completed,3.0,V0047,Morning,0.0,"['C0024', 'C0274']",N,No coupon_used,0.0,0.0,80.0
R0812,P0749,D0107,2020-03-30 03:31:41,1,2020-03-30 03:49:33,Old Palasia,Manorama Ganj,10,N,location not changed,0,10,2020-03-30 04:17:04,50,20,NA,NA,0,cash,cash,N,same mode,completed,2.1,V0067,Mid Night,12.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,82.5
R0813,P0527,D0697,2020-04-06 02:37:58,0,NA,Annapurna Road,Nipania,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0778,Mid Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0814,P0107,D0256,2020-05-09 03:23:04,0,NA,Navlakha,Old Palasia,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0389,Mid Night,0.0,['C0526'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0815,P0286,D0004,2020-05-01 15:12:49,1,2020-05-01 15:41:40,New Palasia,Bicholi Mardana],12,Y,Khandwa Road,7,19,2020-05-01 16:09:18,95,20,NA,NA,0,online,wallet,N,same mode,completed,3.3,V0135,Noon,0.0,['C0598'],Y,C0598,15.0,14.25,100.75
R0816,P0522,D0090,2020-05-13 14:23:20,1,2020-05-13 14:50:00,AB Road (Agra Bombay Road),Palasia,5,Y,Manorama Ganj,4,9,2020-05-13 15:03:59,45,50,NA,NA,0,cash,cash,N,same mode,completed,3.6,V0244,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,95.0
R0817,P0675,D0580,2020-01-09 20:01:06,0,NA,Navlakha,South Tukoganj,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0137,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0818,P0712,D0606,2020-04-23 21:36:31,0,NA,Geeta Bhawan,Rau,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0363,Night,0.0,['C0010'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0819,P0053,D0482,2020-11-15 12:13:24,1,2020-11-15 12:42:37,Silicon City (Rau),Khandwa Road,3,N,location not changed,0,3,2020-11-15 13:14:49,15,0,NA,NA,0,cash,cash,N,same mode,completed,2.2,V0002,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,15.0
R0820,P0563,D0234,2020-11-08 13:01:40,0,NA,Sudama Nagar,Scheme No. 54,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0354,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0821,P0617,D0832,2020-03-17 12:49:39,1,2020-03-17 13:09:05,Scheme No. 54,Rau,5,N,location not changed,0,5,2020-03-17 13:31:28,25,50,NA,NA,0,online,upi,N,same mode,completed,1.9,V0824,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,75.0
R0822,P0325,D0411,2020-03-21 21:36:09,0,NA,Silicon City (Rau),South Tukoganj,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V0071,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0823,P0841,D0094,2020-06-11 20:26:00,1,2020-06-11 20:44:36,Navlakha,Geeta Bhawan,14,Y,Rau,14,28,2020-06-11 21:39:10,140,0,NA,NA,0,cash,cash,Y,online,completed,1.1,V0733,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,140.0
R0824,P0785,D0353,2020-01-24 00:48:09,0,NA,Annapurna Road,Nipania,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V0230,Mid Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0825,P0773,D0501,2020-08-20 02:28:40,0,NA,Annapurna Road,Nipania,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V0392,Mid Night,0.0,"['C0134', 'C0478']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R0826,P0887,D0396,2020-02-22 22:16:43,0,NA,Navlakha,Old Palasia,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V0414,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0827,P0873,D0709,2020-08-26 04:57:44,1,2020-08-26 05:23:16,Sudama Nagar,Vijay Nagar,6,Y,Scheme No. 54,8,14,2020-08-26 05:55:05,70,50,NA,NA,0,online,wallet,N,same mode,completed,3.7,V0672,Early Morning,17.5,['C0227'],Y,C0227,5.0,3.5,134.0
R0828,P0663,D0546,2020-09-22 04:59:49,1,2020-09-22 05:21:49,South Tukoganj,Navlakha,16,N,location not changed,0,16,2020-09-22 05:52:36,80,20,NA,NA,0,cash,cash,N,same mode,completed,3.7,V0764,Early Morning,20.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,120.0
