r_id,r_pass_id,r_d_id,r_booked_time,r_status,r_start_time,r_pickup_location,r_drop_location,dist_covered_km,r_drop_location_changed,r_drop_location_changed_to,extra_dist_covered_km,total_dist_covered_km,r_drop_time,ride_fare,ride_tip,ride_cancelled_by_whom,cancellation_reason,penalty,payment_mode,payment_method,payment_mode_changed,payment_mode_changed_to,payment_status,driver_rating,r_v_id,r_shift,ride_surge_charge,coupons_alloted,coupon_used,ride_coupon_id,coupon_discount,coupon_amount,final_amount
R10096,P2857,D2709,2022-09-02 05:12:34,1,2022-09-02 05:36:48,Palasia,Bicholi Mardana],7,Y,Palasia,10,17,2022-09-02 06:23:29,85,20,NA,NA,0,online,credit card,N,same mode,completed,3.0,V2412,Early Morning,21.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,126.25
R10097,P3635,D2416,2022-09-03 20:58:51,0,NA,Navlakha,Bengali Square,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1887,Night,0.0,['C2033'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10098,P3257,D2649,2022-07-19 04:15:34,1,2022-07-19 04:33:41,Bicholi Mardana],Old Palasia,8,N,location not changed,0,8,2022-07-19 04:56:15,40,10,NA,NA,0,cash,cash,N,same mode,completed,4.7,V2124,Early Morning,10.0,['C2362'],Y,C2362,15.0,6.0,54.0
R10099,P3472,D2417,2022-11-19 00:04:00,1,2022-11-19 00:20:11,South Tukoganj,AB Road (Agra Bombay Road),19,Y,South Tukoganj,11,30,2022-11-19 00:41:49,150,10,NA,NA,0,cash,cash,N,same mode,completed,4.5,V1808,Mid Night,37.5,['C2302'],N,No coupon_used,0.0,0.0,197.5
R10100,P2330,D2729,2022-12-05 00:39:25,1,2022-12-05 01:04:07,South Tukoganj,Annapurna Road,18,N,location not changed,0,18,2022-12-05 01:43:36,90,20,NA,NA,0,online,upi,N,same mode,completed,2.8,V2642,Mid Night,22.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,132.5
R10101,P2501,D2577,2022-08-24 13:44:59,1,2022-08-24 14:11:59,Nipania,South Tukoganj,6,Y,Bengali Square,18,24,2022-08-24 15:06:48,120,10,NA,NA,0,cash,cash,N,same mode,completed,4.4,V2088,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,130.0
R10102,P2724,D2245,2022-11-05 22:20:09,0,NA,Bhawarkuan,Rajendra Nagar,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V2425,Night,0.0,"['C1917', 'C1919', 'C2208']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R10103,P2596,D1875,2022-06-24 03:23:45,1,2022-06-24 03:41:13,Navlakha,Scheme No. 54,20,N,location not changed,0,20,2022-06-24 04:32:51,100,50,NA,NA,0,cash,cash,N,same mode,completed,2.3,V2325,Mid Night,25.0,['C1810'],Y,C1810,20.0,20.0,155.0
R10104,P3596,D2073,2022-04-09 10:10:09,0,NA,Palasia,AB Road (Agra Bombay Road),0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V2246,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10105,P3073,D2358,2022-06-29 17:23:11,0,NA,South Tukoganj,Rajendra Nagar,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V2384,Evening,0.0,['C2262'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10106,P2941,D2170,2022-10-31 23:14:44,1,2022-10-31 23:38:54,Bhawarkuan,Bicholi Mardana],14,Y,Palasia,7,21,2022-11-01 00:13:27,105,10,NA,NA,0,online,wallet,N,same mode,completed,3.3,V2360,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,115.0
R10107,P3321,D2528,2022-04-09 00:21:39,0,NA,Bicholi Mardana],Rau,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V2408,Mid Night,0.0,"['C1622', 'C1999', 'C2105']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R10108,P2287,D2289,2022-11-12 02:29:07,1,2022-11-12 02:46:51,New Palasia,Annapurna Road,19,N,location not changed,0,19,2022-11-12 03:15:22,95,20,NA,NA,0,online,upi,N,same mode,failed,1.8,V2690,Mid Night,23.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,138.75
R10109,P3045,D2145,2022-01-20 11:53:31,0,NA,Bengali Square,New Palasia,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V2662,Morning,0.0,"['C1530', 'C2139']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R10110,P2231,D2285,2022-10-13 02:45:28,1,2022-10-13 03:07:45,AB Road (Agra Bombay Road),Scheme No. 54,19,Y,Old Palasia,6,25,2022-10-13 03:41:39,125,20,NA,NA,0,online,wallet,N,same mode,completed,2.4,V2054,Mid Night,31.25,"['C1829', 'C2347']",Y,C2347,5.0,6.25,170.0
R10111,P3435,D1991,2022-02-19 10:59:55,1,2022-02-19 11:20:42,South Tukoganj,Rau,14,Y,Nipania,3,17,2022-02-19 12:18:16,85,10,NA,NA,0,online,debit card,Y,cash,completed,3.3,V2626,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,95.0
R10112,P3085,D2058,2022-02-20 19:13:34,1,2022-02-20 19:29:07,New Palasia,Annapurna Road,6,N,location not changed,0,6,2022-02-20 20:18:00,30,0,NA,NA,0,online,credit card,Y,cash,completed,4.3,V2401,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,30.0
R10113,P3413,D2650,2022-07-22 04:47:18,1,2022-07-22 05:10:25,AB Road (Agra Bombay Road),Annapurna Road,2,Y,Bengali Square,7,9,2022-07-22 05:59:59,45,0,NA,NA,0,cash,cash,N,same mode,completed,2.0,V2224,Early Morning,11.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,56.25
R10114,P2811,D2637,2022-01-12 04:17:29,1,2022-01-12 04:34:22,Sudama Nagar,Bhawarkuan,8,N,location not changed,0,8,2022-01-12 04:45:28,40,20,NA,NA,0,online,wallet,N,same mode,completed,2.3,V2623,Early Morning,10.0,['C1879'],N,No coupon_used,0.0,0.0,70.0
R10115,P3634,D2513,2022-09-11 17:16:02,1,2022-09-11 17:33:34,Vijay Nagar,Old Palasia,15,N,location not changed,0,15,2022-09-11 18:23:54,75,10,NA,NA,0,online,debit card,N,same mode,failed,4.0,V2064,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,85.0
R10116,P2915,D2389,2022-10-10 02:07:33,1,2022-10-10 02:37:28,Silicon City (Rau),Geeta Bhawan,13,Y,Scheme No. 54,7,20,2022-10-10 03:07:48,100,0,NA,NA,0,cash,cash,Y,online,completed,1.6,V2313,Mid Night,25.0,['C2283'],N,No coupon_used,0.0,0.0,125.0
R10117,P3389,D2369,2022-09-03 20:40:01,1,2022-09-03 21:09:42,Geeta Bhawan,Palasia,18,N,location not changed,0,18,2022-09-03 21:59:25,90,0,NA,NA,0,cash,cash,Y,online,completed,1.3,V1831,Night,0.0,['C2113'],Y,C2113,5.0,4.5,85.5
R10118,P2786,D2686,2022-07-26 15:43:57,1,2022-07-26 16:08:22,Vijay Nagar,Bengali Square,5,Y,Scheme No. 54,12,17,2022-07-26 17:05:45,85,20,NA,NA,0,cash,cash,N,same mode,completed,3.7,V2305,Noon,0.0,['C1505'],Y,C1505,20.0,17.0,88.0
R10119,P2217,D2385,2022-10-11 10:06:49,1,2022-10-11 10:23:50,AB Road (Agra Bombay Road),Manorama Ganj,18,Y,Khandwa Road,15,33,2022-10-11 11:11:58,165,20,NA,NA,0,online,debit card,Y,cash,failed,2.6,V2135,Morning,0.0,['C1567'],N,No coupon_used,0.0,0.0,185.0
R10120,P3376,D2225,2022-02-13 17:06:43,0,NA,Sudama Nagar,Navlakha,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V2270,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10121,P3354,D1886,2022-08-14 17:43:17,1,2022-08-14 17:59:24,Sudama Nagar,Navlakha,17,N,location not changed,0,17,2022-08-14 18:13:21,85,10,NA,NA,0,online,upi,N,same mode,completed,2.2,V2131,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,95.0
R10122,P2820,D2661,2022-11-07 02:56:30,0,NA,Vijay Nagar,South Tukoganj,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V1784,Mid Night,0.0,['C1983'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10123,P3129,D2466,2022-03-07 05:55:45,1,2022-03-07 06:18:16,Geeta Bhawan,Bengali Square,10,N,location not changed,0,10,2022-03-07 06:58:48,50,0,NA,NA,0,cash,cash,N,same mode,completed,1.7,V2348,Early Morning,12.5,"['C1673', 'C1707']",Y,C1673,15.0,7.5,55.0
R10124,P3533,D2154,2022-07-14 14:56:25,1,2022-07-14 15:13:44,New Palasia,Geeta Bhawan,16,N,location not changed,0,16,2022-07-14 15:41:22,80,10,NA,NA,0,online,credit card,N,same mode,pending,4.0,V2378,Noon,0.0,"['C1714', 'C2192']",Y,C2192,15.0,12.0,78.0
R10125,P3418,D2041,2022-08-29 07:08:40,0,NA,Bengali Square,New Palasia,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1927,Early Morning,0.0,"['C1696', 'C1725']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R10126,P2939,D2692,2022-07-19 11:22:07,0,NA,Khandwa Road,AB Road (Agra Bombay Road),0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V1870,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10127,P3294,D2257,2022-07-10 21:09:34,1,2022-07-10 21:26:41,Khandwa Road,Silicon City (Rau),4,N,location not changed,0,4,2022-07-10 22:20:45,20,0,NA,NA,0,online,credit card,N,same mode,completed,3.4,V2312,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,20.0
R10128,P2660,D2103,2022-01-10 15:59:05,1,2022-01-10 16:26:07,South Tukoganj,Vijay Nagar,16,N,location not changed,0,16,2022-01-10 17:09:47,80,10,NA,NA,0,online,credit card,N,same mode,pending,3.1,V1914,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,90.0
R10129,P2595,D2456,2022-10-27 08:55:17,1,2022-10-27 09:20:01,Sudama Nagar,Bicholi Mardana],15,N,location not changed,0,15,2022-10-27 10:04:02,75,10,NA,NA,0,online,wallet,N,same mode,completed,4.5,V2359,Morning,0.0,"['C1860', 'C1906']",Y,C1906,5.0,3.75,81.25
R10130,P3432,D1915,2022-11-22 04:33:51,1,2022-11-22 04:56:43,Bhawarkuan,New Palasia,7,Y,Scheme No. 54,19,26,2022-11-22 05:53:01,130,0,NA,NA,0,online,debit card,N,same mode,completed,1.3,V2251,Early Morning,32.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,162.5
R10131,P2994,D1849,2022-08-21 00:35:06,1,2022-08-21 01:04:26,Nipania,AB Road (Agra Bombay Road),15,N,location not changed,0,15,2022-08-21 01:27:42,75,0,NA,NA,0,online,wallet,N,same mode,completed,3.5,V2606,Mid Night,18.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,93.75
R10132,P3406,D2488,2022-02-18 08:28:05,0,NA,Geeta Bhawan,Annapurna Road,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V2423,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10133,P3341,D1816,2022-06-23 14:44:59,1,2022-06-23 15:06:14,Silicon City (Rau),Rajendra Nagar,14,N,location not changed,0,14,2022-06-23 15:17:21,70,0,NA,NA,0,online,wallet,N,same mode,completed,4.8,V2231,Noon,0.0,"['C2160', 'C2291']",Y,C2291,15.0,10.5,59.5
R10134,P3041,D2299,2022-10-20 12:59:01,1,2022-10-20 13:21:57,Khandwa Road,Bengali Square,17,N,location not changed,0,17,2022-10-20 13:51:25,85,50,NA,NA,0,cash,cash,N,same mode,completed,4.7,V2432,Noon,0.0,"['C1818', 'C1933']",N,No coupon_used,0.0,0.0,135.0
R10135,P2796,D2043,2022-07-06 17:13:21,1,2022-07-06 17:41:23,AB Road (Agra Bombay Road),Sudama Nagar,11,N,location not changed,0,11,2022-07-06 17:56:00,55,10,NA,NA,0,online,debit card,N,same mode,completed,4.6,V2555,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,65.0
R10136,P2466,D2334,2022-03-18 08:34:39,1,2022-03-18 09:01:53,Sudama Nagar,Scheme No. 54,11,Y,Bicholi Mardana],12,23,2022-03-18 09:43:37,115,0,NA,NA,0,online,debit card,N,same mode,completed,1.0,V1819,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,115.0
R10137,P3043,D2168,2022-09-13 19:00:09,1,2022-09-13 19:27:37,New Palasia,Navlakha,16,Y,Scheme No. 54,13,29,2022-09-13 19:42:21,145,0,NA,NA,0,cash,cash,N,same mode,completed,1.4,V2230,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,145.0
R10138,P3124,D2708,2022-03-22 13:08:12,0,NA,Nipania,Palasia,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V1756,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10139,P2679,D2134,2022-06-29 06:13:47,1,2022-06-29 06:36:41,Bengali Square,Silicon City (Rau),5,N,location not changed,0,5,2022-06-29 06:47:02,25,10,NA,NA,0,cash,cash,N,same mode,completed,3.0,V2703,Early Morning,6.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,41.25
R10140,P3510,D1899,2022-10-12 21:40:54,1,2022-10-12 22:10:38,Silicon City (Rau),Geeta Bhawan,9,N,location not changed,0,9,2022-10-12 22:45:16,45,50,NA,NA,0,cash,cash,N,same mode,completed,1.2,V2025,Night,0.0,"['C2099', 'C2352']",Y,C2352,15.0,6.75,88.25
R10141,P3271,D2331,2022-05-10 09:37:19,1,2022-05-10 10:02:01,Bicholi Mardana],Old Palasia,16,N,location not changed,0,16,2022-05-10 10:49:20,80,20,NA,NA,0,cash,cash,N,same mode,completed,4.2,V2041,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,100.0
R10142,P3616,D2666,2022-01-07 18:38:31,1,2022-01-07 18:53:49,Geeta Bhawan,Annapurna Road,17,Y,Geeta Bhawan,13,30,2022-01-07 19:15:14,150,50,NA,NA,0,online,credit card,N,same mode,completed,2.5,V2128,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,200.0
R10143,P2284,D1943,2022-03-16 08:14:59,1,2022-03-16 08:40:55,Annapurna Road,South Tukoganj,7,Y,Annapurna Road,6,13,2022-03-16 09:22:13,65,50,NA,NA,0,online,credit card,N,same mode,completed,1.5,V1917,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,115.0
R10144,P3087,D1863,2022-11-23 20:32:42,1,2022-11-23 21:02:22,Palasia,Vijay Nagar,10,N,location not changed,0,10,2022-11-23 21:30:48,50,10,NA,NA,0,online,wallet,N,same mode,completed,4.7,V2102,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,60.0
R10145,P3011,D2575,2022-04-16 10:47:51,0,NA,Nipania,Palasia,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1893,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10146,P2252,D2088,2022-08-13 12:03:21,1,2022-08-13 12:27:35,Geeta Bhawan,Bhawarkuan,17,N,location not changed,0,17,2022-08-13 12:47:49,85,10,NA,NA,0,online,wallet,N,same mode,pending,3.6,V2496,Noon,0.0,"['C2096', 'C2395']",N,No coupon_used,0.0,0.0,95.0
R10147,P3193,D1850,2022-12-27 21:43:17,1,2022-12-27 21:58:38,Palasia,Rajendra Nagar,15,Y,Geeta Bhawan,14,29,2022-12-27 22:57:20,145,0,NA,NA,0,cash,cash,N,same mode,completed,4.7,V1758,Night,0.0,"['C1504', 'C2236']",N,No coupon_used,0.0,0.0,145.0
R10148,P3028,D2485,2022-10-25 04:16:07,1,2022-10-25 04:43:51,Rau,Annapurna Road,7,N,location not changed,0,7,2022-10-25 05:14:10,35,50,NA,NA,0,cash,cash,N,same mode,completed,4.0,V2286,Early Morning,8.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,93.75
R10149,P2805,D2519,2022-12-11 16:36:45,0,NA,Geeta Bhawan,Bhawarkuan,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V2275,Evening,0.0,['C1995'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10150,P3038,D1930,2022-05-23 01:34:06,0,NA,Bengali Square,Khandwa Road,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V2326,Mid Night,0.0,['C1960'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10151,P3394,D1991,2022-02-17 14:19:30,0,NA,Nipania,Geeta Bhawan,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V2626,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10152,P3182,D2582,2022-05-08 11:17:45,1,2022-05-08 11:39:29,Geeta Bhawan,Rau,11,N,location not changed,0,11,2022-05-08 12:14:17,55,0,NA,NA,0,online,wallet,N,same mode,completed,1.9,V1765,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,55.0
R10153,P2575,D1764,2022-06-03 12:56:13,1,2022-06-03 13:12:13,Annapurna Road,Manorama Ganj,17,N,location not changed,0,17,2022-06-03 13:53:16,85,20,NA,NA,0,online,debit card,N,same mode,completed,4.6,V2350,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,105.0
R10154,P2924,D2379,2022-11-12 15:30:37,1,2022-11-12 15:56:28,Manorama Ganj,AB Road (Agra Bombay Road),18,Y,Palasia,13,31,2022-11-12 16:46:27,155,20,NA,NA,0,cash,cash,N,same mode,completed,1.5,V2215,Noon,0.0,['C1698'],N,No coupon_used,0.0,0.0,175.0
R10155,P3444,D2681,2022-02-26 13:22:04,1,2022-02-26 13:42:11,Old Palasia,Vijay Nagar,6,Y,Nipania,16,22,2022-02-26 13:55:27,110,0,NA,NA,0,cash,cash,Y,online,completed,3.2,V2433,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R10156,P2766,D2290,2022-12-08 03:04:06,1,2022-12-08 03:27:19,AB Road (Agra Bombay Road),Scheme No. 54,19,N,location not changed,0,19,2022-12-08 04:14:51,95,10,NA,NA,0,cash,cash,N,same mode,completed,2.5,V2234,Mid Night,23.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,128.75
R10157,P3281,D2443,2022-10-28 01:07:55,1,2022-10-28 01:36:44,Old Palasia,Annapurna Road,14,N,location not changed,0,14,2022-10-28 02:20:42,70,10,NA,NA,0,cash,cash,N,same mode,completed,1.3,V2158,Mid Night,17.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,97.5
R10158,P3288,D2107,2022-02-05 22:18:40,1,2022-02-05 22:44:43,Nipania,Sudama Nagar,4,N,location not changed,0,4,2022-02-05 23:00:25,20,0,NA,NA,0,cash,cash,N,same mode,completed,2.5,V1891,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,20.0
R10159,P3030,D2315,2022-08-11 20:55:15,1,2022-08-11 21:23:55,Silicon City (Rau),Bengali Square,5,N,location not changed,0,5,2022-08-11 21:41:12,25,10,NA,NA,0,online,wallet,N,same mode,completed,5.0,V2647,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,35.0
R10160,P2275,D1930,2022-10-01 21:05:34,1,2022-10-01 21:32:15,Khandwa Road,South Tukoganj,20,N,location not changed,0,20,2022-10-01 22:07:28,100,0,NA,NA,0,online,upi,N,same mode,completed,2.8,V2326,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,100.0
R10161,P3119,D2269,2022-03-28 20:08:10,1,2022-03-28 20:28:10,South Tukoganj,AB Road (Agra Bombay Road),7,N,location not changed,0,7,2022-03-28 20:44:44,35,0,NA,NA,0,cash,cash,N,same mode,completed,1.0,V2096,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,35.0
R10162,P3158,D1949,2022-10-05 03:09:30,0,NA,Old Palasia,Geeta Bhawan,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1864,Mid Night,0.0,['C1560'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10163,P2571,D2494,2022-12-28 07:52:52,0,NA,South Tukoganj,Khandwa Road,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V2523,Early Morning,0.0,['C1561'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10164,P3274,D1909,2022-11-08 22:13:05,1,2022-11-08 22:31:03,Scheme No. 54,South Tukoganj,8,Y,Silicon City (Rau),9,17,2022-11-08 23:07:37,85,20,NA,NA,0,cash,cash,N,same mode,completed,2.8,V2012,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,105.0
R10165,P3464,D2635,2022-03-31 16:39:37,1,2022-03-31 17:04:13,Navlakha,Palasia,20,N,location not changed,0,20,2022-03-31 18:01:52,100,0,NA,NA,0,online,wallet,N,same mode,completed,3.9,V2632,Evening,0.0,"['C1431', 'C2292']",N,No coupon_used,0.0,0.0,100.0
R10166,P2536,D2333,2022-09-11 03:33:24,0,NA,Silicon City (Rau),Bicholi Mardana],0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V2252,Mid Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10167,P3600,D1946,2022-09-23 03:44:20,1,2022-09-23 04:04:10,AB Road (Agra Bombay Road),Scheme No. 54,16,N,location not changed,0,16,2022-09-23 04:55:22,80,50,NA,NA,0,online,upi,N,same mode,completed,2.0,V2688,Mid Night,20.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,150.0
R10168,P3067,D1827,2022-12-28 17:29:49,1,2022-12-28 17:46:33,Rau,Manorama Ganj,10,N,location not changed,0,10,2022-12-28 18:16:21,50,50,NA,NA,0,cash,cash,N,same mode,completed,3.0,V2633,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,100.0
R10169,P2668,D2205,2022-03-07 23:34:44,1,2022-03-07 23:50:29,Scheme No. 54,Old Palasia,17,Y,Bicholi Mardana],2,19,2022-03-08 00:41:43,95,0,NA,NA,0,cash,cash,N,same mode,completed,2.3,V2370,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,95.0
R10170,P2372,D1913,2022-07-27 03:44:07,1,2022-07-27 04:11:54,Bhawarkuan,Khandwa Road,5,N,location not changed,0,5,2022-07-27 04:28:10,25,20,NA,NA,0,online,debit card,N,same mode,completed,2.8,V1835,Mid Night,6.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,51.25
R10171,P2883,D2121,2022-06-24 09:58:14,1,2022-06-24 10:17:43,New Palasia,South Tukoganj,5,Y,Annapurna Road,10,15,2022-06-24 10:34:09,75,20,NA,NA,0,online,upi,Y,cash,completed,2.6,V2600,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,95.0
R10172,P2307,D2184,2022-01-07 18:49:15,0,NA,Bengali Square,Silicon City (Rau),0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V2749,Evening,0.0,['C2081'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10173,P2526,D2371,2022-10-15 12:27:39,1,2022-10-15 12:50:19,Navlakha,New Palasia,15,Y,Nipania,14,29,2022-10-15 13:41:51,145,20,NA,NA,0,cash,cash,N,same mode,completed,1.7,V2541,Noon,0.0,"['C1929', 'C1947', 'C2150']",N,No coupon_used,0.0,0.0,165.0
R10174,P2933,D2343,2022-01-13 23:49:01,1,2022-01-14 00:10:41,New Palasia,Manorama Ganj,11,N,location not changed,0,11,2022-01-14 00:47:41,55,20,NA,NA,0,cash,cash,N,same mode,completed,2.0,V2701,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,75.0
R10175,P2306,D2602,2022-03-29 17:36:27,1,2022-03-29 18:00:18,Nipania,Annapurna Road,11,N,location not changed,0,11,2022-03-29 18:46:32,55,20,NA,NA,0,online,credit card,Y,cash,pending,1.4,V2274,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,75.0
R10176,P3368,D2738,2022-01-16 08:17:47,0,NA,Rajendra Nagar,Navlakha,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V2573,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10177,P2942,D1944,2022-05-08 15:05:11,1,2022-05-08 15:25:54,Annapurna Road,Silicon City (Rau),15,N,location not changed,0,15,2022-05-08 16:11:18,75,0,NA,NA,0,cash,cash,N,same mode,completed,2.9,V2448,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,75.0
R10178,P3213,D2640,2022-07-02 15:26:57,1,2022-07-02 15:51:31,Annapurna Road,Rajendra Nagar,10,N,location not changed,0,10,2022-07-02 16:37:22,50,50,NA,NA,0,cash,cash,Y,online,completed,4.2,V2462,Noon,0.0,"['C1446', 'C1459', 'C1482']",N,No coupon_used,0.0,0.0,100.0
R10179,P2675,D2054,2022-01-19 11:00:14,1,2022-01-19 11:27:50,Old Palasia,Rajendra Nagar,17,N,location not changed,0,17,2022-01-19 12:16:47,85,10,NA,NA,0,cash,cash,N,same mode,completed,1.4,V1894,Morning,0.0,['C1500'],N,No coupon_used,0.0,0.0,95.0
R10180,P2267,D2650,2022-03-09 03:54:29,1,2022-03-09 04:14:32,Palasia,AB Road (Agra Bombay Road),7,N,location not changed,0,7,2022-03-09 04:36:56,35,0,NA,NA,0,cash,cash,N,same mode,completed,4.0,V2224,Mid Night,8.75,['C2167'],Y,C2167,15.0,5.25,38.5
R10181,P2816,D2635,2022-05-21 02:33:59,1,2022-05-21 02:58:40,Geeta Bhawan,South Tukoganj,16,N,location not changed,0,16,2022-05-21 03:23:29,80,50,NA,NA,0,online,upi,N,same mode,completed,3.2,V2632,Mid Night,20.0,"['C1563', 'C2344']",N,No coupon_used,0.0,0.0,150.0
R10182,P3216,D2715,2022-06-28 22:02:24,1,2022-06-28 22:25:59,Palasia,Scheme No. 54,15,Y,Vijay Nagar,12,27,2022-06-28 22:41:33,135,0,NA,NA,0,online,upi,N,same mode,completed,1.5,V2473,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,135.0
R10183,P2325,D2580,2022-11-29 11:17:33,0,NA,Bengali Square,Rajendra Nagar,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1754,Morning,0.0,['C2244'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R10184,P3331,D2459,2022-01-09 04:28:09,0,NA,New Palasia,Khandwa Road,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V2061,Early Morning,0.0,['C2374'],No coupon alloted,No coupon_used,0.0,0.0,0.0
