r_id,r_pass_id,r_d_id,r_booked_time,r_status,r_start_time,r_pickup_location,r_drop_location,dist_covered_km,r_drop_location_changed,r_drop_location_changed_to,extra_dist_covered_km,total_dist_covered_km,r_drop_time,ride_fare,ride_tip,ride_cancelled_by_whom,cancellation_reason,penalty,payment_mode,payment_method,payment_mode_changed,payment_mode_changed_to,payment_status,driver_rating,r_v_id,r_shift,ride_surge_charge,coupons_alloted,coupon_used,ride_coupon_id,coupon_discount,coupon_amount,final_amount
R3973,P2031,D0901,2021-03-23 00:32:22,1,2021-03-23 00:52:27,Nipania,Bicholi Mardana],9,Y,Silicon City (Rau),19,28,2021-03-23 01:23:22,140,50,NA,NA,0,cash,cash,N,same mode,completed,3.4,V0966,Mid Night,35.0,['C0659'],Y,C0659,20.0,28.0,197.0
R3974,P1467,D0953,2021-10-14 23:46:15,1,2021-10-15 00:04:58,Vijay Nagar,Bengali Square,10,N,location not changed,0,10,2021-10-15 00:54:37,50,0,NA,NA,0,cash,cash,N,same mode,completed,1.6,V1276,Night,0.0,"['C0626', 'C1181']",N,No coupon_used,0.0,0.0,50.0
R3975,P1907,D1660,2021-05-07 08:27:22,0,NA,Manorama Ganj,Old Palasia,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1528,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R3976,P1513,D1032,2021-10-10 18:59:48,0,NA,Silicon City (Rau),Navlakha,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1174,Evening,0.0,['C1078'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R3977,P1190,D0983,2021-11-24 15:56:47,1,2021-11-24 16:25:52,AB Road (Agra Bombay Road),Geeta Bhawan,20,N,location not changed,0,20,2021-11-24 17:19:45,100,20,NA,NA,0,cash,cash,N,same mode,completed,2.4,V1085,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,120.0
R3978,P2024,D1019,2021-07-20 06:13:50,1,2021-07-20 06:41:29,Old Palasia,Manorama Ganj,3,Y,South Tukoganj,2,5,2021-07-20 07:15:54,25,0,NA,NA,0,online,upi,N,same mode,completed,3.1,V1315,Early Morning,6.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,31.25
R3979,P1111,D1472,2021-09-24 01:38:26,1,2021-09-24 01:56:28,Rajendra Nagar,Silicon City (Rau),17,Y,Palasia,6,23,2021-09-24 02:45:19,115,0,NA,NA,0,online,upi,N,same mode,completed,3.9,V1443,Mid Night,28.75,['C0845'],Y,C0845,20.0,23.0,120.75
R3980,P1057,D1119,2021-03-07 10:00:36,1,2021-03-07 10:15:58,Old Palasia,Manorama Ganj,14,N,location not changed,0,14,2021-03-07 10:48:24,70,50,NA,NA,0,cash,cash,N,same mode,completed,3.0,V1459,Morning,0.0,"['C0682', 'C1262']",Y,C1262,15.0,10.5,109.5
R3981,P1941,D1098,2021-08-14 15:48:21,1,2021-08-14 16:06:31,Nipania,Annapurna Road,11,Y,Geeta Bhawan,19,30,2021-08-14 16:22:01,150,10,NA,NA,0,online,upi,N,same mode,completed,2.5,V1263,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,160.0
R3982,P1356,D1343,2021-11-11 04:40:02,0,NA,Rajendra Nagar,Vijay Nagar,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V1590,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R3983,P1303,D1111,2021-05-28 17:06:23,0,NA,Vijay Nagar,Bhawarkuan,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1350,Evening,0.0,['C1244'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R3984,P1803,D1603,2021-05-13 06:45:59,1,2021-05-13 07:07:21,Bhawarkuan,Bengali Square,2,N,location not changed,0,2,2021-05-13 07:36:58,10,10,NA,NA,0,online,debit card,N,same mode,completed,3.7,V1270,Early Morning,2.5,['C1091'],N,No coupon_used,0.0,0.0,22.5
R3985,P1556,D1724,2021-04-23 02:14:10,1,2021-04-23 02:35:03,Bhawarkuan,Silicon City (Rau),4,N,location not changed,0,4,2021-04-23 02:47:18,20,50,NA,NA,0,cash,cash,N,same mode,completed,4.3,V1340,Mid Night,5.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,75.0
R3986,P1898,D1368,2021-07-26 13:56:32,0,NA,Navlakha,Nipania,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1334,Noon,0.0,['C1141'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R3987,P2195,D1748,2021-01-27 11:43:06,0,NA,Bicholi Mardana],Bhawarkuan,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1413,Morning,0.0,['C0731'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R3988,P1848,D1476,2021-01-05 13:34:20,1,2021-01-05 14:01:26,Rau,Manorama Ganj,10,Y,Scheme No. 54,10,20,2021-01-05 14:43:16,100,10,NA,NA,0,online,wallet,N,same mode,completed,3.2,V1212,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R3989,P1281,D1515,2021-11-14 18:34:37,1,2021-11-14 19:00:25,Old Palasia,Bhawarkuan,14,N,location not changed,0,14,2021-11-14 19:36:42,70,50,NA,NA,0,online,upi,N,same mode,completed,4.0,V1109,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,120.0
R3990,P1260,D1133,2021-07-01 18:05:36,1,2021-07-01 18:25:38,Manorama Ganj,Annapurna Road,7,N,location not changed,0,7,2021-07-01 18:58:06,35,0,NA,NA,0,cash,cash,N,same mode,completed,2.4,V1081,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,35.0
R3991,P1530,D0996,2021-04-12 10:34:34,1,2021-04-12 11:01:10,Bicholi Mardana],Annapurna Road,7,Y,Scheme No. 54,14,21,2021-04-12 11:27:23,105,50,NA,NA,0,cash,cash,N,same mode,completed,1.3,V0867,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,155.0
R3992,P2052,D1195,2021-02-18 20:21:55,1,2021-02-18 20:37:16,Rau,Old Palasia,9,N,location not changed,0,9,2021-02-18 21:14:22,45,10,NA,NA,0,online,wallet,N,same mode,completed,4.1,V1444,Night,0.0,"['C1133', 'C1345']",N,No coupon_used,0.0,0.0,55.0
R3993,P1675,D1654,2021-03-23 18:47:49,1,2021-03-23 19:11:46,Navlakha,Old Palasia,16,Y,Palasia,5,21,2021-03-23 19:41:36,105,10,NA,NA,0,online,credit card,N,same mode,completed,3.4,V1683,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,115.0
R3994,P2009,D1556,2021-11-30 12:42:02,1,2021-11-30 12:59:37,New Palasia,Geeta Bhawan,4,Y,Annapurna Road,7,11,2021-11-30 13:41:45,55,50,NA,NA,0,cash,cash,N,same mode,completed,1.7,V1668,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,105.0
R3995,P1601,D1035,2021-08-12 20:55:46,1,2021-08-12 21:21:11,AB Road (Agra Bombay Road),Scheme No. 54,20,Y,Bhawarkuan,14,34,2021-08-12 22:18:40,170,10,NA,NA,0,online,debit card,N,same mode,pending,4.1,V1213,Night,0.0,"['C1198', 'C1303']",N,No coupon_used,0.0,0.0,180.0
R3996,P1864,D1177,2021-04-25 11:44:50,1,2021-04-25 12:00:46,Palasia,Navlakha,15,Y,Sudama Nagar,10,25,2021-04-25 12:49:13,125,50,NA,NA,0,online,credit card,N,same mode,completed,2.4,V1601,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,175.0
R3997,P1347,D1030,2021-01-21 19:04:31,1,2021-01-21 19:30:26,AB Road (Agra Bombay Road),Navlakha,5,Y,Bengali Square,4,9,2021-01-21 20:25:36,45,0,NA,NA,0,online,debit card,N,same mode,completed,2.7,V1072,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,45.0
R3998,P1393,D0921,2021-11-07 03:22:54,1,2021-11-07 03:49:52,Vijay Nagar,Khandwa Road,3,N,location not changed,0,3,2021-11-07 04:27:07,15,20,NA,NA,0,cash,cash,N,same mode,completed,1.1,V1611,Mid Night,3.75,['C1080'],N,No coupon_used,0.0,0.0,38.75
R3999,P2186,D0944,2021-08-07 13:56:33,1,2021-08-07 14:22:52,Rajendra Nagar,New Palasia,9,N,location not changed,0,9,2021-08-07 14:46:59,45,20,NA,NA,0,online,credit card,N,same mode,completed,3.2,V1214,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,65.0
R4000,P2146,D1481,2021-08-11 12:06:35,0,NA,Navlakha,Khandwa Road,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0984,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4001,P2153,D1228,2021-02-11 10:23:02,1,2021-02-11 10:39:21,Annapurna Road,Rau,4,N,location not changed,0,4,2021-02-11 11:30:13,20,50,NA,NA,0,online,upi,N,same mode,completed,4.7,V1351,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,70.0
R4002,P1220,D1252,2021-07-22 05:35:38,1,2021-07-22 06:04:56,South Tukoganj,Khandwa Road,9,N,location not changed,0,9,2021-07-22 07:02:41,45,50,NA,NA,0,online,upi,N,same mode,completed,2.7,V1089,Early Morning,11.25,['C1288'],Y,C1288,15.0,6.75,99.5
R4003,P1232,D1509,2021-01-08 19:12:52,1,2021-01-08 19:30:08,Scheme No. 54,Nipania,15,Y,Bhawarkuan,11,26,2021-01-08 20:18:12,130,50,NA,NA,0,online,debit card,N,same mode,failed,3.4,V1602,Evening,0.0,"['C0791', 'C1034', 'C1125']",N,No coupon_used,0.0,0.0,180.0
R4004,P1253,D0927,2021-01-03 20:36:27,0,NA,Rajendra Nagar,Sudama Nagar,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1268,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4005,P1984,D1204,2021-04-07 00:31:10,1,2021-04-07 00:53:07,Bhawarkuan,Navlakha,2,N,location not changed,0,2,2021-04-07 01:35:21,10,50,NA,NA,0,online,credit card,N,same mode,completed,3.5,V0995,Mid Night,2.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,62.5
R4006,P2185,D1077,2021-01-23 09:40:09,1,2021-01-23 10:08:24,Rau,Khandwa Road,11,N,location not changed,0,11,2021-01-23 10:26:46,55,50,NA,NA,0,online,wallet,N,same mode,completed,4.1,V1742,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,105.0
R4007,P1710,D1024,2021-06-15 00:46:24,1,2021-06-15 01:03:16,Annapurna Road,Navlakha,7,Y,Khandwa Road,18,25,2021-06-15 01:29:53,125,10,NA,NA,0,online,debit card,N,same mode,pending,2.3,V1384,Mid Night,31.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,166.25
R4008,P1158,D1025,2021-05-31 23:09:01,0,NA,Khandwa Road,New Palasia,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1063,Night,0.0,['C0672'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4009,P1326,D1749,2021-01-31 18:12:09,0,NA,Scheme No. 54,Bhawarkuan,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1448,Evening,0.0,"['C0853', 'C1394']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R4010,P1958,D1196,2021-11-13 10:23:18,1,2021-11-13 10:48:09,Palasia,Old Palasia,13,Y,Silicon City (Rau),2,15,2021-11-13 11:14:23,75,50,NA,NA,0,online,debit card,N,same mode,completed,1.8,V1282,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,125.0
R4011,P1136,D0953,2021-02-02 22:19:12,1,2021-02-02 22:34:51,Sudama Nagar,Khandwa Road,14,Y,South Tukoganj,16,30,2021-02-02 23:21:37,150,0,NA,NA,0,cash,cash,N,same mode,completed,3.3,V1276,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,150.0
R4012,P1118,D1654,2021-09-26 02:16:20,0,NA,Sudama Nagar,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1683,Mid Night,0.0,['C0743'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4013,P1916,D0897,2021-09-13 20:20:00,1,2021-09-13 20:44:34,Nipania,Scheme No. 54,18,N,location not changed,0,18,2021-09-13 21:30:26,90,20,NA,NA,0,online,upi,N,same mode,completed,2.2,V1479,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R4014,P1180,D1032,2021-11-22 16:11:43,1,2021-11-22 16:37:19,New Palasia,Annapurna Road,10,Y,Manorama Ganj,13,23,2021-11-22 17:28:16,115,20,NA,NA,0,cash,cash,N,same mode,completed,2.6,V1174,Evening,0.0,['C1240'],Y,C1240,15.0,17.25,117.75
R4015,P1016,D1570,2021-06-05 19:55:43,0,NA,Bhawarkuan,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0853,Evening,0.0,"['C0976', 'C1289']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R4016,P2044,D1637,2021-01-18 11:08:00,1,2021-01-18 11:36:05,South Tukoganj,Old Palasia,12,Y,Navlakha,20,32,2021-01-18 12:32:42,160,10,NA,NA,0,online,debit card,N,same mode,completed,1.3,V1286,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,170.0
R4017,P1612,D0855,2021-09-20 13:26:32,0,NA,Khandwa Road,AB Road (Agra Bombay Road),0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1481,Noon,0.0,['C1360'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4018,P1335,D1166,2021-03-19 13:48:25,1,2021-03-19 14:15:11,Bicholi Mardana],Annapurna Road,4,Y,Navlakha,5,9,2021-03-19 14:54:16,45,50,NA,NA,0,cash,cash,N,same mode,completed,3.7,V0872,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,95.0
R4019,P1614,D1655,2021-05-20 14:49:16,0,NA,South Tukoganj,Rajendra Nagar,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1591,Noon,0.0,['C1117'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4020,P1740,D1251,2021-07-03 12:53:40,0,NA,Navlakha,Rajendra Nagar,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1326,Noon,0.0,['C1095'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4021,P1020,D1646,2021-06-02 03:33:50,0,NA,Navlakha,Bengali Square,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0972,Mid Night,0.0,['C1225'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4022,P1788,D1276,2021-05-31 17:17:53,1,2021-05-31 17:42:15,Bengali Square,Khandwa Road,18,Y,Bicholi Mardana],17,35,2021-05-31 17:57:30,175,50,NA,NA,0,cash,cash,N,same mode,completed,3.6,V1436,Evening,0.0,"['C1192', 'C1245']",Y,C1192,5.0,8.75,216.25
R4023,P1703,D1742,2021-07-17 16:59:05,1,2021-07-17 17:22:13,Sudama Nagar,Vijay Nagar,12,N,location not changed,0,12,2021-07-17 18:17:40,60,20,NA,NA,0,online,credit card,N,same mode,completed,4.3,V1354,Evening,0.0,['C0661'],Y,C0661,20.0,12.0,68.0
R4024,P2157,D0923,2021-06-10 10:26:34,0,NA,South Tukoganj,Old Palasia,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1018,Morning,0.0,['C1252'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4025,P2015,D1166,2021-12-06 08:33:20,1,2021-12-06 08:51:42,Old Palasia,Palasia,3,Y,Rau,10,13,2021-12-06 09:19:02,65,0,NA,NA,0,online,wallet,N,same mode,completed,1.8,V0872,Morning,0.0,"['C0890', 'C1008']",N,No coupon_used,0.0,0.0,65.0
R4026,P1396,D1730,2021-01-18 08:41:50,1,2021-01-18 09:01:34,Geeta Bhawan,Navlakha,19,N,location not changed,0,19,2021-01-18 09:48:12,95,20,NA,NA,0,cash,cash,N,same mode,completed,4.0,V1427,Morning,0.0,['C1088'],N,No coupon_used,0.0,0.0,115.0
R4027,P1293,D1080,2021-08-24 10:06:27,1,2021-08-24 10:24:57,AB Road (Agra Bombay Road),Nipania,9,Y,South Tukoganj,16,25,2021-08-24 10:43:04,125,50,NA,NA,0,cash,cash,N,same mode,completed,1.5,V1658,Morning,0.0,['C0978'],N,No coupon_used,0.0,0.0,175.0
R4028,P1424,D1116,2021-01-02 05:05:50,0,NA,Navlakha,Khandwa Road,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1428,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4029,P1115,D1731,2021-07-18 17:29:28,1,2021-07-18 17:52:58,Bicholi Mardana],Scheme No. 54,10,N,location not changed,0,10,2021-07-18 18:28:48,50,0,NA,NA,0,online,upi,N,same mode,completed,1.0,V1006,Evening,0.0,"['C0681', 'C0781', 'C1268', 'C1298']",N,No coupon_used,0.0,0.0,50.0
R4030,P1429,D1187,2021-10-10 15:50:18,1,2021-10-10 16:19:14,Geeta Bhawan,Old Palasia,12,Y,Navlakha,11,23,2021-10-10 16:41:09,115,0,NA,NA,0,cash,cash,N,same mode,completed,4.7,V1151,Noon,0.0,['C0952'],N,No coupon_used,0.0,0.0,115.0
R4031,P1425,D1499,2021-08-03 14:25:49,0,NA,Silicon City (Rau),Old Palasia,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1160,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4032,P1465,D1024,2021-10-15 06:18:56,1,2021-10-15 06:47:43,AB Road (Agra Bombay Road),Vijay Nagar,13,N,location not changed,0,13,2021-10-15 07:14:34,65,10,NA,NA,0,online,credit card,N,same mode,completed,4.8,V1384,Early Morning,16.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,91.25
R4033,P1063,D1327,2021-04-29 02:46:19,1,2021-04-29 03:07:34,AB Road (Agra Bombay Road),Palasia,9,Y,Manorama Ganj,4,13,2021-04-29 03:37:47,65,0,NA,NA,0,online,upi,N,same mode,completed,2.9,V1630,Mid Night,16.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,81.25
R4034,P1830,D1714,2021-01-18 17:39:24,1,2021-01-18 18:08:48,Old Palasia,Rau,17,N,location not changed,0,17,2021-01-18 18:38:17,85,0,NA,NA,0,online,debit card,N,same mode,failed,3.2,V1488,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,85.0
R4035,P1781,D0986,2021-08-07 06:23:04,1,2021-08-07 06:40:33,Scheme No. 54,Geeta Bhawan,12,N,location not changed,0,12,2021-08-07 07:19:40,60,10,NA,NA,0,cash,cash,N,same mode,completed,4.6,V1129,Early Morning,15.0,"['C0624', 'C0858', 'C0897']",N,No coupon_used,0.0,0.0,85.0
R4036,P1833,D1286,2021-10-02 21:25:01,1,2021-10-02 21:53:17,Vijay Nagar,Bicholi Mardana],7,N,location not changed,0,7,2021-10-02 22:34:39,35,10,NA,NA,0,cash,cash,Y,online,completed,5.0,V1062,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,45.0
R4037,P1881,D1098,2021-05-02 09:49:03,1,2021-05-02 10:04:48,Bicholi Mardana],Navlakha,2,Y,Sudama Nagar,15,17,2021-05-02 10:30:51,85,20,NA,NA,0,cash,cash,N,same mode,completed,1.4,V1263,Morning,0.0,['C0909'],N,No coupon_used,0.0,0.0,105.0
R4038,P1142,D0855,2021-09-04 12:39:51,0,NA,Navlakha,Scheme No. 54,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V1481,Noon,0.0,"['C1130', 'C1237', 'C1315']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R4039,P1380,D1097,2021-11-27 05:49:07,1,2021-11-27 06:16:15,Bicholi Mardana],Old Palasia,9,Y,Khandwa Road,4,13,2021-11-27 07:10:17,65,0,NA,NA,0,online,debit card,N,same mode,completed,1.3,V0892,Early Morning,16.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,81.25
R4040,P1887,D1100,2021-03-20 19:28:07,1,2021-03-20 19:52:15,Silicon City (Rau),Scheme No. 54,14,N,location not changed,0,14,2021-03-20 20:51:52,70,50,NA,NA,0,cash,cash,N,same mode,completed,5.0,V1034,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,120.0
R4041,P2163,D1269,2021-01-09 00:56:59,1,2021-01-09 01:20:17,AB Road (Agra Bombay Road),Navlakha,17,N,location not changed,0,17,2021-01-09 01:32:57,85,50,NA,NA,0,cash,cash,Y,online,completed,1.1,V1569,Mid Night,21.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,156.25
R4042,P1231,D1538,2021-06-10 07:24:44,1,2021-06-10 07:42:36,Rau,Old Palasia,5,Y,Bhawarkuan,11,16,2021-06-10 08:38:53,80,50,NA,NA,0,cash,cash,N,same mode,completed,2.7,V1327,Early Morning,20.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,150.0
R4043,P2116,D1324,2021-05-05 09:54:56,1,2021-05-05 10:22:14,Bicholi Mardana],Silicon City (Rau),18,Y,Geeta Bhawan,4,22,2021-05-05 11:05:53,110,10,NA,NA,0,online,credit card,N,same mode,completed,1.1,V1029,Morning,0.0,['C0729'],Y,C0729,20.0,22.0,98.0
R4044,P1821,D1445,2021-08-03 08:09:58,1,2021-08-03 08:39:23,Scheme No. 54,Navlakha,15,Y,Manorama Ganj,2,17,2021-08-03 09:34:59,85,50,NA,NA,0,online,debit card,N,same mode,completed,4.3,V1748,Morning,0.0,['C0694'],N,No coupon_used,0.0,0.0,135.0
R4045,P1683,D0909,2021-06-16 04:13:47,0,NA,Navlakha,AB Road (Agra Bombay Road),0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1554,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4046,P1586,D0943,2021-02-15 20:01:06,1,2021-02-15 20:29:10,Silicon City (Rau),Sudama Nagar,3,N,location not changed,0,3,2021-02-15 21:01:22,15,10,NA,NA,0,online,wallet,N,same mode,completed,1.5,V1415,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,25.0
R4047,P1871,D1277,2021-04-07 16:48:46,1,2021-04-07 17:18:27,AB Road (Agra Bombay Road),Geeta Bhawan,13,N,location not changed,0,13,2021-04-07 18:01:21,65,20,NA,NA,0,online,debit card,N,same mode,pending,3.2,V1570,Evening,0.0,['C1108'],Y,C1108,5.0,3.25,81.75
R4048,P2175,D1041,2021-11-09 23:24:31,1,2021-11-09 23:52:06,Palasia,Sudama Nagar,18,Y,Manorama Ganj,5,23,2021-11-10 00:45:43,115,50,NA,NA,0,cash,cash,N,same mode,completed,4.9,V1303,Night,0.0,['C0880'],N,No coupon_used,0.0,0.0,165.0
R4049,P1483,D0880,2021-04-03 13:17:11,1,2021-04-03 13:45:06,Navlakha,AB Road (Agra Bombay Road),15,N,location not changed,0,15,2021-04-03 13:55:37,75,0,NA,NA,0,cash,cash,N,same mode,completed,1.9,V1541,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,75.0
R4050,P1163,D1741,2021-12-08 17:43:20,1,2021-12-08 18:12:28,South Tukoganj,Manorama Ganj,14,Y,Palasia,5,19,2021-12-08 18:24:04,95,0,NA,NA,0,cash,cash,N,same mode,completed,2.2,V1096,Evening,0.0,"['C0785', 'C1110', 'C1249']",Y,C0785,20.0,19.0,76.0
R4051,P1102,D1716,2021-09-04 09:35:39,0,NA,Scheme No. 54,Bhawarkuan,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1369,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4052,P1084,D1695,2021-07-31 07:57:26,1,2021-07-31 08:12:42,Rajendra Nagar,Silicon City (Rau),20,Y,South Tukoganj,5,25,2021-07-31 09:08:19,125,0,NA,NA,0,online,wallet,N,same mode,completed,3.4,V1643,Early Morning,31.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,156.25
R4053,P1145,D0937,2021-07-03 18:49:57,1,2021-07-03 19:18:36,Palasia,AB Road (Agra Bombay Road),2,N,location not changed,0,2,2021-07-03 19:31:32,10,50,NA,NA,0,online,credit card,N,same mode,completed,3.2,V1060,Evening,0.0,"['C0892', 'C0950', 'C1010']",Y,C0892,20.0,2.0,58.0
R4054,P1432,D1732,2021-04-02 03:13:48,1,2021-04-02 03:32:59,Annapurna Road,Bengali Square,8,Y,AB Road (Agra Bombay Road),19,27,2021-04-02 04:21:26,135,20,NA,NA,0,cash,cash,N,same mode,completed,4.8,V1306,Mid Night,33.75,"['C1219', 'C1319']",Y,C1319,15.0,20.25,168.5
R4055,P1763,D1635,2021-07-24 10:51:49,1,2021-07-24 11:18:43,Bengali Square,Geeta Bhawan,2,Y,Bengali Square,6,8,2021-07-24 12:04:04,40,50,NA,NA,0,online,wallet,N,same mode,completed,2.3,V0908,Morning,0.0,"['C0615', 'C0727']",N,No coupon_used,0.0,0.0,90.0
R4056,P1702,D1194,2021-08-23 00:10:03,1,2021-08-23 00:27:32,Bhawarkuan,Scheme No. 54,20,N,location not changed,0,20,2021-08-23 01:15:16,100,0,NA,NA,0,online,credit card,N,same mode,completed,3.4,V1548,Mid Night,25.0,"['C1146', 'C1362']",N,No coupon_used,0.0,0.0,125.0
R4057,P1503,D1342,2021-12-21 10:37:20,1,2021-12-21 10:54:03,South Tukoganj,Vijay Nagar,16,Y,Khandwa Road,16,32,2021-12-21 11:25:06,160,0,NA,NA,0,online,debit card,N,same mode,completed,3.0,V1409,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,160.0
R4058,P1562,D1232,2021-11-24 04:03:53,1,2021-11-24 04:26:49,New Palasia,South Tukoganj,3,Y,Bengali Square,8,11,2021-11-24 04:37:13,55,0,NA,NA,0,online,debit card,N,same mode,failed,1.3,V1699,Early Morning,13.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,68.75
R4059,P1911,D1383,2021-04-15 14:00:20,1,2021-04-15 14:18:47,Sudama Nagar,South Tukoganj,10,Y,Annapurna Road,19,29,2021-04-15 15:04:06,145,10,NA,NA,0,online,wallet,Y,cash,completed,1.4,V1311,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,155.0
R4060,P1236,D1566,2021-03-19 22:18:20,1,2021-03-19 22:45:03,Nipania,Palasia,8,N,location not changed,0,8,2021-03-19 23:22:05,40,20,NA,NA,0,online,credit card,N,same mode,completed,3.5,V1465,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,60.0
