r_id,feedback_id,v_id,v_type,questions,answers
R4224,F1824,V1310,Auto,rate the cleanliness of your cab,4
R4224,F1824,V1310,Auto,how was the drivers behavior,1
R4225,F1825,V0862,Four wheeler,rate the cleanliness of your cab,1
R4225,F1825,V0862,Four wheeler,how was the drivers behavior,2
R4228,F1828,V1150,Auto,rate the cleanliness of your cab,4
R4228,F1828,V1150,Auto,how was the drivers behavior,3
R4229,F1829,V1664,Four wheeler,rate the cleanliness of your cab,3
R4229,F1829,V1664,Four wheeler,how was the drivers behavior,4
R4230,F1830,V1471,Auto,rate the cleanliness of your cab,1
R4230,F1830,V1471,Auto,how was the drivers behavior,2
R4231,F1831,V1065,Auto,rate the cleanliness of your cab,3
R4231,F1831,V1065,Auto,how was the drivers behavior,1
R4232,F1832,V1131,Auto,rate the cleanliness of your cab,1
R4232,F1832,V1131,Auto,how was the drivers behavior,3
R4233,F1833,V1281,Auto,rate the cleanliness of your cab,3
R4233,F1833,V1281,Auto,how was the drivers behavior,3
R4234,F1834,V1094,Bike,rate the use of helmet of your driver,2
R4234,F1834,V1094,Bike,rate the friendliness of your driver,1
R4235,F1835,V1170,Four wheeler,rate the cleanliness of your cab,1
R4235,F1835,V1170,Four wheeler,how was the drivers behavior,1
R4236,F1836,V1532,Auto,rate the cleanliness of your cab,2
R4236,F1836,V1532,Auto,how was the drivers behavior,3
R4237,F1837,V1597,Auto,rate the cleanliness of your cab,1
R4237,F1837,V1597,Auto,how was the drivers behavior,1
R4242,F1842,V1368,Auto,rate the cleanliness of your cab,1
R4242,F1842,V1368,Auto,how was the drivers behavior,4
R4245,F1845,V1274,Four wheeler,rate the cleanliness of your cab,1
R4245,F1845,V1274,Four wheeler,how was the drivers behavior,1
R4246,F1846,V1493,Bike,rate the use of helmet of your driver,2
R4246,F1846,V1493,Bike,rate the friendliness of your driver,2
R4247,F1847,V1315,Auto,rate the cleanliness of your cab,2
R4247,F1847,V1315,Auto,how was the drivers behavior,1
R4249,F1849,V1170,Four wheeler,rate the cleanliness of your cab,4
R4249,F1849,V1170,Four wheeler,how was the drivers behavior,4
R4252,F1852,V1208,Four wheeler,rate the cleanliness of your cab,3
R4252,F1852,V1208,Four wheeler,how was the drivers behavior,1
R4254,F1854,V0886,Four wheeler,rate the cleanliness of your cab,3
R4254,F1854,V0886,Four wheeler,how was the drivers behavior,3
R4255,F1855,V1059,Auto,rate the cleanliness of your cab,4
R4255,F1855,V1059,Auto,how was the drivers behavior,2
R4256,F1856,V1682,Auto,rate the cleanliness of your cab,4
R4256,F1856,V1682,Auto,how was the drivers behavior,4
R4257,F1857,V1655,Auto,rate the cleanliness of your cab,4
R4257,F1857,V1655,Auto,how was the drivers behavior,2
R4258,F1858,V1687,Four wheeler,rate the cleanliness of your cab,4
R4258,F1858,V1687,Four wheeler,how was the drivers behavior,3
R4259,F1859,V1509,Four wheeler,rate the cleanliness of your cab,3
R4259,F1859,V1509,Four wheeler,how was the drivers behavior,2
R4260,F1860,V1175,Bike,rate the use of helmet of your driver,1
R4260,F1860,V1175,Bike,rate the friendliness of your driver,4
R4263,F1863,V1701,Bike,rate the use of helmet of your driver,1
R4263,F1863,V1701,Bike,rate the friendliness of your driver,3
R4264,F1864,V1697,Auto,rate the cleanliness of your cab,4
R4264,F1864,V1697,Auto,how was the drivers behavior,4
R4265,F1865,V0950,Auto,rate the cleanliness of your cab,2
R4265,F1865,V0950,Auto,how was the drivers behavior,2
R4266,F1866,V1062,Auto,rate the cleanliness of your cab,1
R4266,F1866,V1062,Auto,how was the drivers behavior,1
R4269,F1869,V1483,Auto,rate the cleanliness of your cab,1
R4269,F1869,V1483,Auto,how was the drivers behavior,2
R4270,F1870,V0927,Auto,rate the cleanliness of your cab,2
R4270,F1870,V0927,Auto,how was the drivers behavior,3
R4271,F1871,V1639,Four wheeler,rate the cleanliness of your cab,4
R4271,F1871,V1639,Four wheeler,how was the drivers behavior,2
R4272,F1872,V1010,Auto,rate the cleanliness of your cab,1
R4272,F1872,V1010,Auto,how was the drivers behavior,4
R4274,F1874,V1538,Bike,rate the use of helmet of your driver,1
R4274,F1874,V1538,Bike,rate the friendliness of your driver,2
R4276,F1876,V1068,Four wheeler,rate the cleanliness of your cab,4
R4276,F1876,V1068,Four wheeler,how was the drivers behavior,3
R4277,F1877,V0912,Auto,rate the cleanliness of your cab,3
R4277,F1877,V0912,Auto,how was the drivers behavior,1
R4278,F1878,V1454,Bike,rate the use of helmet of your driver,2
R4278,F1878,V1454,Bike,rate the friendliness of your driver,4
R4279,F1879,V1599,Auto,rate the cleanliness of your cab,2
R4279,F1879,V1599,Auto,how was the drivers behavior,3
R4281,F1881,V1258,Auto,rate the cleanliness of your cab,3
R4281,F1881,V1258,Auto,how was the drivers behavior,4
R4282,F1882,V1317,Four wheeler,rate the cleanliness of your cab,4
R4282,F1882,V1317,Four wheeler,how was the drivers behavior,1
R4284,F1884,V1624,Auto,rate the cleanliness of your cab,3
R4284,F1884,V1624,Auto,how was the drivers behavior,2
R4286,F1886,V1480,Auto,rate the cleanliness of your cab,2
R4286,F1886,V1480,Auto,how was the drivers behavior,4
R4287,F1887,V1430,Auto,rate the cleanliness of your cab,4
R4287,F1887,V1430,Auto,how was the drivers behavior,2
R4289,F1889,V1643,Auto,rate the cleanliness of your cab,1
R4289,F1889,V1643,Auto,how was the drivers behavior,4
R4291,F1891,V1592,Auto,rate the cleanliness of your cab,3
R4291,F1891,V1592,Auto,how was the drivers behavior,3
R4292,F1892,V1238,Auto,rate the cleanliness of your cab,1
R4292,F1892,V1238,Auto,how was the drivers behavior,4
R4293,F1893,V1066,Bike,rate the use of helmet of your driver,3
R4293,F1893,V1066,Bike,rate the friendliness of your driver,4
R4294,F1894,V1633,Four wheeler,rate the cleanliness of your cab,2
R4294,F1894,V1633,Four wheeler,how was the drivers behavior,4
R4295,F1895,V1050,Four wheeler,rate the cleanliness of your cab,3
R4295,F1895,V1050,Four wheeler,how was the drivers behavior,3
R4296,F1896,V0933,Auto,rate the cleanliness of your cab,2
R4296,F1896,V0933,Auto,how was the drivers behavior,2
R4297,F1897,V0881,Four wheeler,rate the cleanliness of your cab,4
R4297,F1897,V0881,Four wheeler,how was the drivers behavior,2
R4298,F1898,V1503,Auto,rate the cleanliness of your cab,2
R4298,F1898,V1503,Auto,how was the drivers behavior,1
R4300,F1900,V1081,Auto,rate the cleanliness of your cab,2
R4300,F1900,V1081,Auto,how was the drivers behavior,3
R4301,F1901,V1100,Auto,rate the cleanliness of your cab,2
R4301,F1901,V1100,Auto,how was the drivers behavior,4
R4302,F1902,V1303,Bike,rate the use of helmet of your driver,1
R4302,F1902,V1303,Bike,rate the friendliness of your driver,4
R4303,F1903,V1094,Bike,rate the use of helmet of your driver,3
R4303,F1903,V1094,Bike,rate the friendliness of your driver,4
R4304,F1904,V0901,Auto,rate the cleanliness of your cab,1
R4304,F1904,V0901,Auto,how was the drivers behavior,2
R4305,F1905,V1509,Four wheeler,rate the cleanliness of your cab,3
R4305,F1905,V1509,Four wheeler,how was the drivers behavior,3
R4306,F1906,V0937,Auto,rate the cleanliness of your cab,3
R4306,F1906,V0937,Auto,how was the drivers behavior,2
R4307,F1907,V1168,Bike,rate the use of helmet of your driver,3
R4307,F1907,V1168,Bike,rate the friendliness of your driver,1
R4308,F1908,V1077,Bike,rate the use of helmet of your driver,2
R4308,F1908,V1077,Bike,rate the friendliness of your driver,1
R4310,F1910,V0885,Four wheeler,rate the cleanliness of your cab,4
R4310,F1910,V0885,Four wheeler,how was the drivers behavior,4
R4311,F1911,V1233,Auto,rate the cleanliness of your cab,4
R4311,F1911,V1233,Auto,how was the drivers behavior,2
R4312,F1912,V1157,Auto,rate the cleanliness of your cab,3
R4312,F1912,V1157,Auto,how was the drivers behavior,4
R4314,F1914,V1114,Auto,rate the cleanliness of your cab,3
R4314,F1914,V1114,Auto,how was the drivers behavior,2
R4315,F1915,V1006,Auto,rate the cleanliness of your cab,3
R4315,F1915,V1006,Auto,how was the drivers behavior,3
R4316,F1916,V1290,Auto,rate the cleanliness of your cab,1
R4316,F1916,V1290,Auto,how was the drivers behavior,1
R4318,F1918,V1560,Bike,rate the use of helmet of your driver,4
R4318,F1918,V1560,Bike,rate the friendliness of your driver,4
R4319,F1919,V1477,Auto,rate the cleanliness of your cab,1
R4319,F1919,V1477,Auto,how was the drivers behavior,3
R4320,F1920,V0858,Auto,rate the cleanliness of your cab,1
R4320,F1920,V0858,Auto,how was the drivers behavior,4
R4321,F1921,V1180,Auto,rate the cleanliness of your cab,1
R4321,F1921,V1180,Auto,how was the drivers behavior,4
R4322,F1922,V1715,Auto,rate the cleanliness of your cab,4
R4322,F1922,V1715,Auto,how was the drivers behavior,1
R4323,F1923,V0979,Four wheeler,rate the cleanliness of your cab,1
R4323,F1923,V0979,Four wheeler,how was the drivers behavior,3
R4324,F1924,V1219,Four wheeler,rate the cleanliness of your cab,2
R4324,F1924,V1219,Four wheeler,how was the drivers behavior,1
R4325,F1925,V1156,Four wheeler,rate the cleanliness of your cab,2
R4325,F1925,V1156,Four wheeler,how was the drivers behavior,3
R4326,F1926,V1439,Auto,rate the cleanliness of your cab,1
R4326,F1926,V1439,Auto,how was the drivers behavior,1
R4327,F1927,V1008,Auto,rate the cleanliness of your cab,2
R4327,F1927,V1008,Auto,how was the drivers behavior,2
R4329,F1929,V1148,Auto,rate the cleanliness of your cab,1
R4329,F1929,V1148,Auto,how was the drivers behavior,4
R4331,F1931,V1249,Bike,rate the use of helmet of your driver,2
R4331,F1931,V1249,Bike,rate the friendliness of your driver,1
R4332,F1932,V1590,Four wheeler,rate the cleanliness of your cab,4
R4332,F1932,V1590,Four wheeler,how was the drivers behavior,2
R4333,F1933,V1271,Four wheeler,rate the cleanliness of your cab,3
R4333,F1933,V1271,Four wheeler,how was the drivers behavior,4
R4334,F1934,V1717,Four wheeler,rate the cleanliness of your cab,4
R4334,F1934,V1717,Four wheeler,how was the drivers behavior,2
R4335,F1935,V1152,Four wheeler,rate the cleanliness of your cab,2
R4335,F1935,V1152,Four wheeler,how was the drivers behavior,4
R4336,F1936,V1187,Four wheeler,rate the cleanliness of your cab,3
R4336,F1936,V1187,Four wheeler,how was the drivers behavior,1
R4337,F1937,V1449,Auto,rate the cleanliness of your cab,1
R4337,F1937,V1449,Auto,how was the drivers behavior,3
R4338,F1938,V1197,Auto,rate the cleanliness of your cab,3
R4338,F1938,V1197,Auto,how was the drivers behavior,2
R4339,F1939,V1065,Auto,rate the cleanliness of your cab,3
R4339,F1939,V1065,Auto,how was the drivers behavior,1
R4341,F1941,V0968,Auto,rate the cleanliness of your cab,4
R4341,F1941,V0968,Auto,how was the drivers behavior,3
R4342,F1942,V1529,Auto,rate the cleanliness of your cab,2
R4342,F1942,V1529,Auto,how was the drivers behavior,4
R4343,F1943,V1038,Bike,rate the use of helmet of your driver,2
R4343,F1943,V1038,Bike,rate the friendliness of your driver,4
R4344,F1944,V1656,Four wheeler,rate the cleanliness of your cab,4
R4344,F1944,V1656,Four wheeler,how was the drivers behavior,1
R4345,F1945,V0895,Auto,rate the cleanliness of your cab,1
R4345,F1945,V0895,Auto,how was the drivers behavior,4
R4346,F1946,V0954,Four wheeler,rate the cleanliness of your cab,3
R4346,F1946,V0954,Four wheeler,how was the drivers behavior,4
R4347,F1947,V1351,Auto,rate the cleanliness of your cab,1
R4347,F1947,V1351,Auto,how was the drivers behavior,4
R4349,F1949,V1328,Auto,rate the cleanliness of your cab,2
R4349,F1949,V1328,Auto,how was the drivers behavior,4
R4350,F1950,V1536,Four wheeler,rate the cleanliness of your cab,3
R4350,F1950,V1536,Four wheeler,how was the drivers behavior,3
R4352,F1952,V1434,Bike,rate the use of helmet of your driver,4
R4352,F1952,V1434,Bike,rate the friendliness of your driver,3
R4353,F1953,V1234,Auto,rate the cleanliness of your cab,3
R4353,F1953,V1234,Auto,how was the drivers behavior,1
R4354,F1954,V1725,Bike,rate the use of helmet of your driver,3
R4354,F1954,V1725,Bike,rate the friendliness of your driver,2
R4356,F1956,V0963,Auto,rate the cleanliness of your cab,1
R4356,F1956,V0963,Auto,how was the drivers behavior,4
R4357,F1957,V1093,Auto,rate the cleanliness of your cab,2
R4357,F1957,V1093,Auto,how was the drivers behavior,1
R4359,F1959,V1721,Auto,rate the cleanliness of your cab,2
R4359,F1959,V1721,Auto,how was the drivers behavior,4
R4360,F1960,V1339,Bike,rate the use of helmet of your driver,1
R4360,F1960,V1339,Bike,rate the friendliness of your driver,2
R4361,F1961,V1021,Auto,rate the cleanliness of your cab,3
R4361,F1961,V1021,Auto,how was the drivers behavior,1
R4362,F1962,V1320,Auto,rate the cleanliness of your cab,3
R4362,F1962,V1320,Auto,how was the drivers behavior,2
R4363,F1963,V1584,Auto,rate the cleanliness of your cab,4
R4363,F1963,V1584,Auto,how was the drivers behavior,2
R4364,F1964,V1303,Bike,rate the use of helmet of your driver,2
R4364,F1964,V1303,Bike,rate the friendliness of your driver,1
R4365,F1965,V1632,Bike,rate the use of helmet of your driver,4
R4365,F1965,V1632,Bike,rate the friendliness of your driver,1
R4366,F1966,V1229,Four wheeler,rate the cleanliness of your cab,3
R4366,F1966,V1229,Four wheeler,how was the drivers behavior,4
R4367,F1967,V1318,Four wheeler,rate the cleanliness of your cab,3
R4367,F1967,V1318,Four wheeler,how was the drivers behavior,1
R4369,F1969,V0949,Auto,rate the cleanliness of your cab,4
R4369,F1969,V0949,Auto,how was the drivers behavior,1
R4370,F1970,V1468,Auto,rate the cleanliness of your cab,2
R4370,F1970,V1468,Auto,how was the drivers behavior,2
R4371,F1971,V1593,Auto,rate the cleanliness of your cab,2
R4371,F1971,V1593,Auto,how was the drivers behavior,4
R4372,F1972,V1652,Four wheeler,rate the cleanliness of your cab,1
R4372,F1972,V1652,Four wheeler,how was the drivers behavior,3
R4377,F1977,V1187,Four wheeler,rate the cleanliness of your cab,4
R4377,F1977,V1187,Four wheeler,how was the drivers behavior,1
R4378,F1978,V1129,Auto,rate the cleanliness of your cab,1
R4378,F1978,V1129,Auto,how was the drivers behavior,2
R4379,F1979,V1539,Four wheeler,rate the cleanliness of your cab,1
R4379,F1979,V1539,Four wheeler,how was the drivers behavior,2
R4380,F1980,V1382,Auto,rate the cleanliness of your cab,4
R4380,F1980,V1382,Auto,how was the drivers behavior,1
R4382,F1982,V1262,Auto,rate the cleanliness of your cab,3
R4382,F1982,V1262,Auto,how was the drivers behavior,2
R4384,F1984,V0891,Auto,rate the cleanliness of your cab,1
R4384,F1984,V0891,Auto,how was the drivers behavior,4
R4387,F1987,V1738,Bike,rate the use of helmet of your driver,1
R4387,F1987,V1738,Bike,rate the friendliness of your driver,2
R4389,F1989,V1167,Auto,rate the cleanliness of your cab,1
R4389,F1989,V1167,Auto,how was the drivers behavior,2
R4391,F1991,V0870,Bike,rate the use of helmet of your driver,1
R4391,F1991,V0870,Bike,rate the friendliness of your driver,4
R4392,F1992,V0930,Auto,rate the cleanliness of your cab,2
R4392,F1992,V0930,Auto,how was the drivers behavior,3
R4393,F1993,V1155,Four wheeler,rate the cleanliness of your cab,3
R4393,F1993,V1155,Four wheeler,how was the drivers behavior,4
R4394,F1994,V1178,Auto,rate the cleanliness of your cab,2
R4394,F1994,V1178,Auto,how was the drivers behavior,4
R4396,F1996,V1223,Auto,rate the cleanliness of your cab,1
R4396,F1996,V1223,Auto,how was the drivers behavior,1
R4397,F1997,V1713,Four wheeler,rate the cleanliness of your cab,2
R4397,F1997,V1713,Four wheeler,how was the drivers behavior,4
R4399,F1999,V1347,Bike,rate the use of helmet of your driver,3
R4399,F1999,V1347,Bike,rate the friendliness of your driver,4
R4401,F2001,V1089,Four wheeler,rate the cleanliness of your cab,4
R4401,F2001,V1089,Four wheeler,how was the drivers behavior,3
R4402,F2002,V1663,Bike,rate the use of helmet of your driver,4
R4402,F2002,V1663,Bike,rate the friendliness of your driver,1
R4404,F2004,V1502,Auto,rate the cleanliness of your cab,4
R4404,F2004,V1502,Auto,how was the drivers behavior,1
R4406,F2006,V1003,Auto,rate the cleanliness of your cab,4
R4406,F2006,V1003,Auto,how was the drivers behavior,4
R4408,F2008,V1265,Auto,rate the cleanliness of your cab,4
R4408,F2008,V1265,Auto,how was the drivers behavior,4
R4409,F2009,V1574,Bike,rate the use of helmet of your driver,3
R4409,F2009,V1574,Bike,rate the friendliness of your driver,4
R4410,F2010,V1076,Auto,rate the cleanliness of your cab,1
R4410,F2010,V1076,Auto,how was the drivers behavior,4
R4411,F2011,V0852,Bike,rate the use of helmet of your driver,3
R4411,F2011,V0852,Bike,rate the friendliness of your driver,4
R4413,F2013,V1728,Bike,rate the use of helmet of your driver,4
R4413,F2013,V1728,Bike,rate the friendliness of your driver,1
R4414,F2014,V0982,Four wheeler,rate the cleanliness of your cab,4
R4414,F2014,V0982,Four wheeler,how was the drivers behavior,1
R4415,F2015,V1577,Bike,rate the use of helmet of your driver,4
R4415,F2015,V1577,Bike,rate the friendliness of your driver,2
R4417,F2017,V0900,Auto,rate the cleanliness of your cab,4
R4417,F2017,V0900,Auto,how was the drivers behavior,3
R4418,F2018,V0924,Four wheeler,rate the cleanliness of your cab,4
R4418,F2018,V0924,Four wheeler,how was the drivers behavior,1
R4421,F2021,V0913,Auto,rate the cleanliness of your cab,4
R4421,F2021,V0913,Auto,how was the drivers behavior,3
R4424,F2024,V1602,Auto,rate the cleanliness of your cab,1
R4424,F2024,V1602,Auto,how was the drivers behavior,4
R4425,F2025,V1111,Auto,rate the cleanliness of your cab,1
R4425,F2025,V1111,Auto,how was the drivers behavior,1
R4426,F2026,V1314,Four wheeler,rate the cleanliness of your cab,2
R4426,F2026,V1314,Four wheeler,how was the drivers behavior,3
R4427,F2027,V1148,Auto,rate the cleanliness of your cab,1
R4427,F2027,V1148,Auto,how was the drivers behavior,2
R4429,F2029,V1616,Auto,rate the cleanliness of your cab,3
R4429,F2029,V1616,Auto,how was the drivers behavior,4
R4430,F2030,V1173,Four wheeler,rate the cleanliness of your cab,1
R4430,F2030,V1173,Four wheeler,how was the drivers behavior,3
R4431,F2031,V1498,Four wheeler,rate the cleanliness of your cab,3
R4431,F2031,V1498,Four wheeler,how was the drivers behavior,3
R4432,F2032,V1608,Bike,rate the use of helmet of your driver,3
R4432,F2032,V1608,Bike,rate the friendliness of your driver,1
R4433,F2033,V1034,Four wheeler,rate the cleanliness of your cab,2
R4433,F2033,V1034,Four wheeler,how was the drivers behavior,2
R4434,F2034,V1146,Four wheeler,rate the cleanliness of your cab,2
R4434,F2034,V1146,Four wheeler,how was the drivers behavior,3
R4435,F2035,V0946,Four wheeler,rate the cleanliness of your cab,2
R4435,F2035,V0946,Four wheeler,how was the drivers behavior,4
R4440,F2040,V1555,Four wheeler,rate the cleanliness of your cab,2
R4440,F2040,V1555,Four wheeler,how was the drivers behavior,4
R4441,F2041,V1228,Four wheeler,rate the cleanliness of your cab,1
R4441,F2041,V1228,Four wheeler,how was the drivers behavior,4
R4442,F2042,V1460,Auto,rate the cleanliness of your cab,3
R4442,F2042,V1460,Auto,how was the drivers behavior,4
R4445,F2045,V1618,Four wheeler,rate the cleanliness of your cab,2
R4445,F2045,V1618,Four wheeler,how was the drivers behavior,2
R4447,F2047,V0879,Auto,rate the cleanliness of your cab,3
R4447,F2047,V0879,Auto,how was the drivers behavior,1
R4449,F2049,V1077,Bike,rate the use of helmet of your driver,2
R4449,F2049,V1077,Bike,rate the friendliness of your driver,2
R4450,F2050,V1576,Bike,rate the use of helmet of your driver,1
R4450,F2050,V1576,Bike,rate the friendliness of your driver,1
R4451,F2051,V1492,Auto,rate the cleanliness of your cab,1
R4451,F2051,V1492,Auto,how was the drivers behavior,2
R4452,F2052,V1209,Four wheeler,rate the cleanliness of your cab,2
R4452,F2052,V1209,Four wheeler,how was the drivers behavior,4
R4453,F2053,V0934,Four wheeler,rate the cleanliness of your cab,3
R4453,F2053,V0934,Four wheeler,how was the drivers behavior,4
R4456,F2056,V1216,Auto,rate the cleanliness of your cab,1
R4456,F2056,V1216,Auto,how was the drivers behavior,3
R4457,F2057,V1337,Auto,rate the cleanliness of your cab,3
R4457,F2057,V1337,Auto,how was the drivers behavior,3
R4458,F2058,V1297,Bike,rate the use of helmet of your driver,2
R4458,F2058,V1297,Bike,rate the friendliness of your driver,1
R4460,F2060,V1744,Four wheeler,rate the cleanliness of your cab,3
R4460,F2060,V1744,Four wheeler,how was the drivers behavior,3
R4462,F2062,V0957,Four wheeler,rate the cleanliness of your cab,1
R4462,F2062,V0957,Four wheeler,how was the drivers behavior,1
R4464,F2064,V1118,Auto,rate the cleanliness of your cab,4
R4464,F2064,V1118,Auto,how was the drivers behavior,2
R4467,F2067,V0904,Bike,rate the use of helmet of your driver,3
R4467,F2067,V0904,Bike,rate the friendliness of your driver,3
R4468,F2068,V1234,Auto,rate the cleanliness of your cab,1
R4468,F2068,V1234,Auto,how was the drivers behavior,2
R4469,F2069,V1579,Bike,rate the use of helmet of your driver,4
R4469,F2069,V1579,Bike,rate the friendliness of your driver,2
R4470,F2070,V1075,Auto,rate the cleanliness of your cab,1
R4470,F2070,V1075,Auto,how was the drivers behavior,4
R4471,F2071,V1264,Auto,rate the cleanliness of your cab,1
R4471,F2071,V1264,Auto,how was the drivers behavior,2
R4474,F2074,V1335,Bike,rate the use of helmet of your driver,1
R4474,F2074,V1335,Bike,rate the friendliness of your driver,3
R4475,F2075,V1731,Auto,rate the cleanliness of your cab,4
R4475,F2075,V1731,Auto,how was the drivers behavior,4
R4477,F2077,V0994,Auto,rate the cleanliness of your cab,2
R4477,F2077,V0994,Auto,how was the drivers behavior,1
R4478,F2078,V1404,Auto,rate the cleanliness of your cab,2
R4478,F2078,V1404,Auto,how was the drivers behavior,2
R4479,F2079,V1303,Bike,rate the use of helmet of your driver,3
R4479,F2079,V1303,Bike,rate the friendliness of your driver,3
R4480,F2080,V1565,Auto,rate the cleanliness of your cab,4
R4480,F2080,V1565,Auto,how was the drivers behavior,1
R4481,F2081,V1269,Auto,rate the cleanliness of your cab,4
R4481,F2081,V1269,Auto,how was the drivers behavior,4
R4482,F2082,V1708,Four wheeler,rate the cleanliness of your cab,4
R4482,F2082,V1708,Four wheeler,how was the drivers behavior,1
R4484,F2084,V1207,Bike,rate the use of helmet of your driver,4
R4484,F2084,V1207,Bike,rate the friendliness of your driver,4
R4485,F2085,V1621,Auto,rate the cleanliness of your cab,3
R4485,F2085,V1621,Auto,how was the drivers behavior,3
R4486,F2086,V1145,Auto,rate the cleanliness of your cab,3
R4486,F2086,V1145,Auto,how was the drivers behavior,2
R4487,F2087,V1601,Auto,rate the cleanliness of your cab,4
R4487,F2087,V1601,Auto,how was the drivers behavior,1
R4488,F2088,V1327,Four wheeler,rate the cleanliness of your cab,1
R4488,F2088,V1327,Four wheeler,how was the drivers behavior,2
R4489,F2089,V1406,Bike,rate the use of helmet of your driver,4
R4489,F2089,V1406,Bike,rate the friendliness of your driver,2
R4490,F2090,V1121,Auto,rate the cleanliness of your cab,4
R4490,F2090,V1121,Auto,how was the drivers behavior,1
R4491,F2091,V1498,Four wheeler,rate the cleanliness of your cab,1
R4491,F2091,V1498,Four wheeler,how was the drivers behavior,1
R4492,F2092,V1454,Bike,rate the use of helmet of your driver,1
R4492,F2092,V1454,Bike,rate the friendliness of your driver,4
R4493,F2093,V1596,Auto,rate the cleanliness of your cab,1
R4493,F2093,V1596,Auto,how was the drivers behavior,1
R4494,F2094,V1296,Auto,rate the cleanliness of your cab,3
R4494,F2094,V1296,Auto,how was the drivers behavior,2
R4495,F2095,V1503,Auto,rate the cleanliness of your cab,2
R4495,F2095,V1503,Auto,how was the drivers behavior,2
R4496,F2096,V0930,Auto,rate the cleanliness of your cab,1
R4496,F2096,V0930,Auto,how was the drivers behavior,3
R4497,F2097,V1743,Auto,rate the cleanliness of your cab,2
R4497,F2097,V1743,Auto,how was the drivers behavior,3
R4498,F2098,V1567,Auto,rate the cleanliness of your cab,4
R4498,F2098,V1567,Auto,how was the drivers behavior,3
R4499,F2099,V0914,Bike,rate the use of helmet of your driver,1
R4499,F2099,V0914,Bike,rate the friendliness of your driver,3
R4500,F2100,V1438,Auto,rate the cleanliness of your cab,2
R4500,F2100,V1438,Auto,how was the drivers behavior,1
R4502,F2102,V1139,Auto,rate the cleanliness of your cab,2
R4502,F2102,V1139,Auto,how was the drivers behavior,3
R4505,F2105,V0859,Auto,rate the cleanliness of your cab,2
R4505,F2105,V0859,Auto,how was the drivers behavior,4
R4506,F2106,V1375,Bike,rate the use of helmet of your driver,3
R4506,F2106,V1375,Bike,rate the friendliness of your driver,4
R4507,F2107,V1432,Four wheeler,rate the cleanliness of your cab,3
R4507,F2107,V1432,Four wheeler,how was the drivers behavior,1
R4508,F2108,V0855,Auto,rate the cleanliness of your cab,4
R4508,F2108,V0855,Auto,how was the drivers behavior,3
R4509,F2109,V1615,Four wheeler,rate the cleanliness of your cab,4
R4509,F2109,V1615,Four wheeler,how was the drivers behavior,3
R4511,F2111,V1084,Auto,rate the cleanliness of your cab,3
R4511,F2111,V1084,Auto,how was the drivers behavior,3
R4512,F2112,V0983,Bike,rate the use of helmet of your driver,1
R4512,F2112,V0983,Bike,rate the friendliness of your driver,4
R4514,F2114,V1180,Auto,rate the cleanliness of your cab,4
R4514,F2114,V1180,Auto,how was the drivers behavior,2
R4516,F2116,V1599,Auto,rate the cleanliness of your cab,3
R4516,F2116,V1599,Auto,how was the drivers behavior,4
R4517,F2117,V1636,Auto,rate the cleanliness of your cab,3
R4517,F2117,V1636,Auto,how was the drivers behavior,1
R4518,F2118,V1742,Auto,rate the cleanliness of your cab,4
R4518,F2118,V1742,Auto,how was the drivers behavior,1
R4520,F2120,V1208,Four wheeler,rate the cleanliness of your cab,2
R4520,F2120,V1208,Four wheeler,how was the drivers behavior,3
R4521,F2121,V1085,Bike,rate the use of helmet of your driver,2
R4521,F2121,V1085,Bike,rate the friendliness of your driver,2
R4523,F2123,V0907,Bike,rate the use of helmet of your driver,4
R4523,F2123,V0907,Bike,rate the friendliness of your driver,3
R4524,F2124,V0966,Auto,rate the cleanliness of your cab,4
R4524,F2124,V0966,Auto,how was the drivers behavior,1
R4525,F2125,V1245,Four wheeler,rate the cleanliness of your cab,3
R4525,F2125,V1245,Four wheeler,how was the drivers behavior,2
R4526,F2126,V1074,Auto,rate the cleanliness of your cab,3
R4526,F2126,V1074,Auto,how was the drivers behavior,2
R4530,F2130,V1617,Four wheeler,rate the cleanliness of your cab,2
R4530,F2130,V1617,Four wheeler,how was the drivers behavior,3
R4531,F2131,V1719,Bike,rate the use of helmet of your driver,1
R4531,F2131,V1719,Bike,rate the friendliness of your driver,1
R4532,F2132,V1081,Auto,rate the cleanliness of your cab,3
R4532,F2132,V1081,Auto,how was the drivers behavior,4
R4533,F2133,V0989,Bike,rate the use of helmet of your driver,4
R4533,F2133,V0989,Bike,rate the friendliness of your driver,1
R4534,F2134,V1599,Auto,rate the cleanliness of your cab,1
R4534,F2134,V1599,Auto,how was the drivers behavior,4
R4535,F2135,V1506,Auto,rate the cleanliness of your cab,1
R4535,F2135,V1506,Auto,how was the drivers behavior,2
R4536,F2136,V1228,Four wheeler,rate the cleanliness of your cab,4
R4536,F2136,V1228,Four wheeler,how was the drivers behavior,1
R4537,F2137,V1007,Auto,rate the cleanliness of your cab,3
R4537,F2137,V1007,Auto,how was the drivers behavior,3
R4538,F2138,V1110,Auto,rate the cleanliness of your cab,3
R4538,F2138,V1110,Auto,how was the drivers behavior,2
R4539,F2139,V0878,Auto,rate the cleanliness of your cab,2
R4539,F2139,V0878,Auto,how was the drivers behavior,3
R4540,F2140,V0863,Four wheeler,rate the cleanliness of your cab,3
R4540,F2140,V0863,Four wheeler,how was the drivers behavior,2
