c_id,c_code,c_discount%,c_pass_id,c_allocation_date,c_validity_date
C1056,NEWOFF,5,P1144,2021-01-22,2021-01-23
C1057,NEWOFF,5,P1967,2021-04-05,2021-04-06
C1058,CARDAXIS,15,P1037,2021-07-05,2021-07-12
C1059,OFF20,20,P1484,2021-10-18,2021-10-25
C1060,OFF20,20,P2013,2021-04-15,2021-04-25
C1061,NEWOFF,5,P1355,2021-04-28,2021-04-29
C1062,CARDAXIS,15,P1448,2021-03-05,2021-03-14
C1063,OFF20,20,P1143,2021-05-21,2021-06-02
C1064,NEWOFF,5,P1298,2021-09-05,2021-09-07
C1065,NEWOFF,5,P1225,2021-06-21,2021-06-23
C1066,OFF20,20,P1946,2021-02-18,2021-03-01
C1067,OFF20,20,P1837,2021-09-09,2021-09-21
C1068,NEWOFF,5,P2020,2021-10-18,2021-10-20
C1069,CARDAXIS,15,P1540,2021-06-02,2021-06-10
C1070,CARDAXIS,15,P1486,2021-02-22,2021-03-01
C1071,OFF20,20,P1920,2021-03-31,2021-04-06
C1072,CARDAXIS,15,P1708,2021-04-25,2021-04-28
C1073,NEWOFF,5,P1086,2021-03-14,2021-03-16
C1074,OFF20,20,P1510,2021-12-17,2021-12-28
C1075,NEWOFF,5,P1287,2021-12-13,2021-12-15
C1076,NEWOFF,5,P1345,2021-01-12,2021-01-13
C1077,NEWOFF,5,P1547,2021-02-23,2021-02-25
C1078,NEWOFF,5,P1513,2021-06-13,2021-06-14
C1079,OFF20,20,P1648,2021-03-16,2021-03-29
C1080,NEWOFF,5,P1393,2021-04-22,2021-04-24
C1081,NEWOFF,5,P1300,2021-07-31,2021-08-01
C1082,CARDAXIS,15,P1810,2021-01-23,2021-01-29
C1083,NEWOFF,5,P1817,2021-02-18,2021-02-19
C1084,OFF20,20,P2082,2021-06-19,2021-06-26
C1085,NEWOFF,5,P1764,2021-03-11,2021-03-12
C1086,NEWOFF,5,P1082,2021-10-26,2021-10-28
C1087,CARDAXIS,15,P1746,2021-09-26,2021-10-04
C1088,CARDAXIS,15,P1396,2021-05-23,2021-05-29
C1089,OFF20,20,P1094,2021-10-21,2021-10-30
C1090,NEWOFF,5,P1976,2021-11-29,2021-12-01
C1091,NEWOFF,5,P1803,2021-04-26,2021-04-27
C1092,CARDAXIS,15,P2118,2021-10-30,2021-11-04
C1093,NEWOFF,5,P2097,2021-02-21,2021-02-22
C1094,OFF20,20,P1678,2021-04-05,2021-04-16
C1095,OFF20,20,P1740,2021-01-27,2021-02-08
C1096,CARDAXIS,15,P1464,2021-12-09,2021-12-18
C1097,NEWOFF,5,P2066,2021-01-30,2021-02-01
C1098,NEWOFF,5,P1229,2021-04-13,2021-04-15
C1099,NEWOFF,5,P1182,2021-12-19,2021-12-21
C1100,NEWOFF,5,P1936,2021-05-30,2021-05-31
C1101,CARDAXIS,15,P1829,2021-11-16,2021-11-19
C1102,NEWOFF,5,P1042,2021-01-26,2021-01-28
C1103,OFF20,20,P1593,2021-09-18,2021-10-01
C1104,NEWOFF,5,P1929,2021-01-18,2021-01-19
C1105,CARDAXIS,15,P2112,2021-12-18,2021-12-25
C1106,OFF20,20,P1473,2021-08-09,2021-08-14
C1107,OFF20,20,P1336,2021-06-18,2021-06-27
C1108,NEWOFF,5,P1871,2021-10-30,2021-10-31
C1109,CARDAXIS,15,P1785,2021-07-28,2021-07-31
C1110,NEWOFF,5,P1163,2021-04-18,2021-04-19
C1111,NEWOFF,5,P2070,2021-12-07,2021-12-08
C1112,CARDAXIS,15,P1971,2021-02-07,2021-02-16
C1113,NEWOFF,5,P1405,2021-04-09,2021-04-10
C1114,CARDAXIS,15,P1652,2021-03-02,2021-03-10
C1115,CARDAXIS,15,P1315,2021-08-13,2021-08-16
C1116,OFF20,20,P1168,2021-10-08,2021-10-20
C1117,NEWOFF,5,P1614,2021-06-09,2021-06-11
C1118,NEWOFF,5,P1206,2021-01-05,2021-01-06
C1119,CARDAXIS,15,P1401,2021-07-03,2021-07-09
C1120,NEWOFF,5,P1731,2021-11-26,2021-11-28
C1121,CARDAXIS,15,P1923,2021-11-25,2021-12-03
C1122,OFF20,20,P1878,2021-10-23,2021-10-30
C1123,CARDAXIS,15,P1147,2021-04-05,2021-04-13
C1124,NEWOFF,5,P1603,2021-04-02,2021-04-03
C1125,OFF20,20,P1232,2021-08-09,2021-08-16
C1126,CARDAXIS,15,P2196,2021-06-27,2021-07-01
C1127,NEWOFF,5,P1517,2021-06-22,2021-06-23
C1128,OFF20,20,P2013,2021-03-22,2021-04-03
C1129,CARDAXIS,15,P1758,2021-08-26,2021-09-01
C1130,NEWOFF,5,P1142,2021-12-11,2021-12-13
C1131,CARDAXIS,15,P1886,2021-12-23,2021-12-27
C1132,CARDAXIS,15,P2053,2021-04-25,2021-04-29
C1133,OFF20,20,P2052,2021-12-23,2021-12-28
C1134,NEWOFF,5,P1278,2021-07-21,2021-07-23
C1135,NEWOFF,5,P1106,2021-05-24,2021-05-25
C1136,OFF20,20,P1287,2021-03-27,2021-04-08
C1137,CARDAXIS,15,P1337,2021-04-21,2021-04-29
C1138,OFF20,20,P1939,2021-02-07,2021-02-20
C1139,CARDAXIS,15,P1969,2021-01-10,2021-01-18
C1140,CARDAXIS,15,P2140,2021-06-24,2021-07-01
C1141,OFF20,20,P1898,2021-09-05,2021-09-18
C1142,OFF20,20,P1001,2021-07-31,2021-08-10
C1143,OFF20,20,P1410,2021-02-27,2021-03-10
C1144,NEWOFF,5,P1453,2021-10-21,2021-10-22
C1145,NEWOFF,5,P1832,2021-12-20,2021-12-22
C1146,OFF20,20,P1702,2021-10-22,2021-10-30
C1147,OFF20,20,P1070,2021-12-02,2021-12-14
C1148,NEWOFF,5,P1762,2021-10-03,2021-10-05
C1149,OFF20,20,P1381,2021-05-31,2021-06-05
C1150,NEWOFF,5,P1721,2021-01-04,2021-01-05
C1151,NEWOFF,5,P1668,2021-02-28,2021-03-01
C1152,NEWOFF,5,P1621,2021-08-01,2021-08-02
C1153,OFF20,20,P1713,2021-09-24,2021-09-29
C1154,NEWOFF,5,P1670,2021-03-22,2021-03-24
C1155,NEWOFF,5,P1288,2021-02-14,2021-02-16
C1156,OFF20,20,P1919,2021-07-06,2021-07-14
C1157,CARDAXIS,15,P1107,2021-10-22,2021-10-26
C1158,OFF20,20,P1376,2021-03-25,2021-04-03
C1159,OFF20,20,P1976,2021-02-06,2021-02-16
C1160,CARDAXIS,15,P1129,2021-11-06,2021-11-09
C1161,CARDAXIS,15,P2025,2021-12-26,2021-12-30
C1162,NEWOFF,5,P1812,2021-07-15,2021-07-17
C1163,NEWOFF,5,P1038,2021-11-11,2021-11-12
C1164,NEWOFF,5,P1600,2021-01-25,2021-01-27
C1165,NEWOFF,5,P1459,2021-02-24,2021-02-26
C1166,OFF20,20,P1122,2021-08-26,2021-09-05
C1167,NEWOFF,5,P1943,2021-01-29,2021-01-30
C1168,OFF20,20,P1938,2021-09-03,2021-09-12
C1169,NEWOFF,5,P1756,2021-01-16,2021-01-17
C1170,OFF20,20,P1752,2021-02-06,2021-02-12
C1171,NEWOFF,5,P2173,2021-05-22,2021-05-23
C1172,NEWOFF,5,P2059,2021-08-31,2021-09-01
C1173,OFF20,20,P1017,2021-06-20,2021-07-03
C1174,CARDAXIS,15,P1376,2021-03-26,2021-03-30
C1175,NEWOFF,5,P1610,2021-09-03,2021-09-04
C1176,OFF20,20,P1780,2021-03-09,2021-03-21
C1177,OFF20,20,P1539,2021-08-26,2021-09-05
C1178,OFF20,20,P1917,2021-03-27,2021-04-06
C1179,CARDAXIS,15,P2166,2021-10-27,2021-10-31
C1180,OFF20,20,P1212,2021-06-19,2021-07-01
C1181,OFF20,20,P1467,2021-07-31,2021-08-13
C1182,NEWOFF,5,P1785,2021-03-20,2021-03-22
C1183,CARDAXIS,15,P1033,2021-04-28,2021-05-04
C1184,NEWOFF,5,P1004,2021-01-02,2021-01-03
C1185,NEWOFF,5,P1752,2021-05-01,2021-05-03
C1186,OFF20,20,P1414,2021-05-08,2021-05-14
C1187,OFF20,20,P1227,2021-01-10,2021-01-19
C1188,NEWOFF,5,P1493,2021-01-09,2021-01-11
C1189,CARDAXIS,15,P2043,2021-02-22,2021-03-02
C1190,OFF20,20,P1561,2021-07-08,2021-07-18
C1191,CARDAXIS,15,P2036,2021-02-16,2021-02-19
C1192,NEWOFF,5,P1788,2021-12-10,2021-12-12
C1193,OFF20,20,P1992,2021-09-12,2021-09-18
C1194,CARDAXIS,15,P1589,2021-11-02,2021-11-06
C1195,CARDAXIS,15,P1469,2021-10-27,2021-11-05
C1196,NEWOFF,5,P1536,2021-06-01,2021-06-03
C1197,CARDAXIS,15,P1166,2021-11-13,2021-11-16
C1198,NEWOFF,5,P1601,2021-08-10,2021-08-11
C1199,NEWOFF,5,P1902,2021-04-07,2021-04-08
C1200,CARDAXIS,15,P1125,2021-03-13,2021-03-20
C1201,NEWOFF,5,P1771,2021-07-15,2021-07-16
C1202,CARDAXIS,15,P1724,2021-02-27,2021-03-02
C1203,CARDAXIS,15,P2091,2021-06-29,2021-07-06
C1204,OFF20,20,P1482,2021-09-04,2021-09-10
C1205,NEWOFF,5,P1234,2021-05-24,2021-05-26
C1206,CARDAXIS,15,P1276,2021-01-26,2021-02-01
C1207,OFF20,20,P1345,2021-04-09,2021-04-17
C1208,OFF20,20,P1567,2021-01-13,2021-01-21
C1209,OFF20,20,P2170,2021-09-13,2021-09-20
C1210,CARDAXIS,15,P1146,2021-05-04,2021-05-11
C1211,OFF20,20,P2110,2021-10-16,2021-10-30
C1212,OFF20,20,P1526,2021-09-24,2021-09-30
C1213,NEWOFF,5,P1623,2021-09-01,2021-09-03
C1214,NEWOFF,5,P1342,2021-06-17,2021-06-19
C1215,OFF20,20,P2141,2021-02-05,2021-02-16
C1216,CARDAXIS,15,P1790,2021-05-01,2021-05-10
C1217,OFF20,20,P1458,2021-06-11,2021-06-24
C1218,OFF20,20,P1921,2021-08-10,2021-08-18
C1219,OFF20,20,P1432,2021-06-05,2021-06-13
C1220,OFF20,20,P1469,2021-05-02,2021-05-11
C1221,CARDAXIS,15,P1313,2021-10-12,2021-10-18
C1222,OFF20,20,P1022,2021-03-16,2021-03-22
C1223,OFF20,20,P2144,2021-04-02,2021-04-14
C1224,CARDAXIS,15,P1324,2021-08-21,2021-08-28
C1225,OFF20,20,P1020,2021-09-16,2021-09-24
C1226,CARDAXIS,15,P1730,2021-05-23,2021-05-31
C1227,CARDAXIS,15,P2124,2021-02-16,2021-02-19
C1228,OFF20,20,P2082,2021-04-24,2021-05-08
C1229,CARDAXIS,15,P1451,2021-06-08,2021-06-15
C1230,OFF20,20,P1126,2021-07-13,2021-07-22
C1231,CARDAXIS,15,P1340,2021-06-20,2021-06-25
C1232,NEWOFF,5,P2165,2021-06-03,2021-06-04
C1233,CARDAXIS,15,P1368,2021-03-23,2021-03-27
C1234,CARDAXIS,15,P1392,2021-10-28,2021-11-03
C1235,OFF20,20,P1008,2021-05-21,2021-06-04
C1236,CARDAXIS,15,P2030,2021-07-20,2021-07-24
C1237,OFF20,20,P1142,2021-11-02,2021-11-13
C1238,CARDAXIS,15,P2036,2021-08-09,2021-08-12
C1239,OFF20,20,P1153,2021-03-14,2021-03-26
C1240,CARDAXIS,15,P1180,2021-09-14,2021-09-21
C1241,OFF20,20,P1626,2021-08-17,2021-08-24
C1242,CARDAXIS,15,P1625,2021-10-24,2021-10-28
C1243,CARDAXIS,15,P1912,2021-04-06,2021-04-09
C1244,CARDAXIS,15,P1303,2021-09-03,2021-09-07
C1245,CARDAXIS,15,P1788,2021-01-02,2021-01-10
C1246,OFF20,20,P1705,2021-01-21,2021-02-02
C1247,NEWOFF,5,P1861,2021-10-09,2021-10-11
C1248,CARDAXIS,15,P2132,2021-10-27,2021-11-05
C1249,CARDAXIS,15,P1163,2021-01-05,2021-01-10
C1250,OFF20,20,P1168,2021-03-01,2021-03-08
C1251,OFF20,20,P1480,2021-12-24,2021-12-29
C1252,NEWOFF,5,P2157,2021-11-25,2021-11-26
C1253,NEWOFF,5,P1023,2021-05-14,2021-05-16
C1254,OFF20,20,P1204,2021-09-16,2021-09-22
C1255,CARDAXIS,15,P1416,2021-03-30,2021-04-06
C1256,OFF20,20,P1789,2021-03-13,2021-03-24
C1257,NEWOFF,5,P1162,2021-09-09,2021-09-11
C1258,NEWOFF,5,P2054,2021-11-09,2021-11-11
C1259,OFF20,20,P1370,2021-01-08,2021-01-16
C1260,NEWOFF,5,P1789,2021-03-05,2021-03-07
C1261,OFF20,20,P1172,2021-11-06,2021-11-11
C1262,CARDAXIS,15,P1057,2021-03-18,2021-03-26
C1263,OFF20,20,P1794,2021-08-08,2021-08-19
C1264,OFF20,20,P1152,2021-10-31,2021-11-07
C1265,NEWOFF,5,P2102,2021-09-21,2021-09-23
C1266,NEWOFF,5,P1040,2021-06-05,2021-06-07
C1267,NEWOFF,5,P1839,2021-12-11,2021-12-12
C1268,NEWOFF,5,P1115,2021-10-15,2021-10-16
C1269,CARDAXIS,15,P2095,2021-08-04,2021-08-09
C1270,OFF20,20,P1669,2021-05-29,2021-06-12
C1271,OFF20,20,P1394,2021-03-17,2021-03-23
C1272,OFF20,20,P1171,2021-03-10,2021-03-19
C1273,OFF20,20,P1756,2021-01-28,2021-02-02
C1274,NEWOFF,5,P1591,2021-05-08,2021-05-09
C1275,OFF20,20,P1262,2021-11-15,2021-11-22
C1276,OFF20,20,P1353,2021-12-18,2021-12-25
C1277,OFF20,20,P1075,2021-05-22,2021-05-29
C1278,CARDAXIS,15,P1852,2021-02-06,2021-02-09
C1279,NEWOFF,5,P1066,2021-06-03,2021-06-04
C1280,OFF20,20,P1634,2021-10-07,2021-10-15
C1281,OFF20,20,P1919,2021-12-29,2022-01-06
C1282,CARDAXIS,15,P1520,2021-11-29,2021-12-03
C1283,NEWOFF,5,P2124,2021-02-24,2021-02-25
C1284,NEWOFF,5,P1766,2021-05-16,2021-05-17
C1285,NEWOFF,5,P1011,2021-06-27,2021-06-28
C1286,CARDAXIS,15,P2170,2021-06-04,2021-06-13
C1287,CARDAXIS,15,P1300,2021-07-07,2021-07-11
C1288,CARDAXIS,15,P1220,2021-07-24,2021-07-31
C1289,NEWOFF,5,P1016,2021-05-30,2021-05-31
C1290,OFF20,20,P2120,2021-04-28,2021-05-03
C1291,CARDAXIS,15,P2196,2021-09-05,2021-09-12
C1292,CARDAXIS,15,P1558,2021-08-07,2021-08-15
C1293,OFF20,20,P1001,2021-10-28,2021-11-04
C1294,OFF20,20,P1256,2021-03-28,2021-04-08
C1295,NEWOFF,5,P1406,2021-11-06,2021-11-08
C1296,CARDAXIS,15,P1247,2021-12-21,2021-12-28
C1297,CARDAXIS,15,P1327,2021-08-01,2021-08-07
C1298,CARDAXIS,15,P1115,2021-09-16,2021-09-21
C1299,NEWOFF,5,P1170,2021-05-12,2021-05-13
C1300,NEWOFF,5,P1721,2021-10-22,2021-10-24
C1301,OFF20,20,P1938,2021-09-05,2021-09-18
C1302,CARDAXIS,15,P1130,2021-02-07,2021-02-16
C1303,NEWOFF,5,P1601,2021-04-24,2021-04-25
C1304,CARDAXIS,15,P1079,2021-05-18,2021-05-26
C1305,OFF20,20,P1445,2021-05-03,2021-05-09
C1306,OFF20,20,P1441,2021-01-15,2021-01-21
C1307,OFF20,20,P1279,2021-03-10,2021-03-16
C1308,OFF20,20,P1140,2021-09-06,2021-09-16
C1309,CARDAXIS,15,P1639,2021-02-01,2021-02-09
C1310,CARDAXIS,15,P1793,2021-01-14,2021-01-18
C1311,CARDAXIS,15,P2135,2021-05-02,2021-05-11
C1312,NEWOFF,5,P1906,2021-04-10,2021-04-11
C1313,OFF20,20,P2047,2021-07-26,2021-08-07
C1314,NEWOFF,5,P1475,2021-07-22,2021-07-24
C1315,OFF20,20,P1142,2021-12-18,2021-12-31
C1316,CARDAXIS,15,P1109,2021-12-22,2021-12-28
C1317,NEWOFF,5,P1062,2021-12-09,2021-12-11
C1318,NEWOFF,5,P2118,2021-10-19,2021-10-21
C1319,CARDAXIS,15,P1432,2021-04-09,2021-04-17
C1320,NEWOFF,5,P1320,2021-07-13,2021-07-14
C1321,OFF20,20,P1459,2021-06-30,2021-07-06
C1322,NEWOFF,5,P1790,2021-09-28,2021-09-30
C1323,NEWOFF,5,P1307,2021-12-08,2021-12-10
C1324,CARDAXIS,15,P1863,2021-09-10,2021-09-19
C1325,OFF20,20,P1064,2021-06-07,2021-06-21
C1326,CARDAXIS,15,P2056,2021-12-10,2021-12-17
C1327,OFF20,20,P1557,2021-11-01,2021-11-09
C1328,OFF20,20,P1230,2021-04-12,2021-04-22
C1329,NEWOFF,5,P1306,2021-08-27,2021-08-29
C1330,CARDAXIS,15,P1611,2021-01-26,2021-01-29
C1331,OFF20,20,P1137,2021-05-15,2021-05-28
C1332,NEWOFF,5,P1825,2021-03-28,2021-03-29
C1333,OFF20,20,P1156,2021-06-25,2021-07-09
C1334,OFF20,20,P2060,2021-09-30,2021-10-14
C1335,OFF20,20,P2164,2021-12-02,2021-12-12
C1336,CARDAXIS,15,P1647,2021-01-04,2021-01-12
C1337,OFF20,20,P1378,2021-02-15,2021-02-24
C1338,NEWOFF,5,P1593,2021-04-08,2021-04-09
C1339,CARDAXIS,15,P1439,2021-07-30,2021-08-08
C1340,CARDAXIS,15,P1399,2021-09-10,2021-09-15
C1341,OFF20,20,P1698,2021-01-26,2021-02-02
C1342,OFF20,20,P1470,2021-11-25,2021-12-04
C1343,NEWOFF,5,P1240,2021-12-08,2021-12-09
C1344,CARDAXIS,15,P1047,2021-09-14,2021-09-17
C1345,CARDAXIS,15,P2052,2021-08-02,2021-08-07
C1346,CARDAXIS,15,P1385,2021-08-09,2021-08-17
C1347,NEWOFF,5,P1512,2021-11-23,2021-11-25
C1348,NEWOFF,5,P2026,2021-06-09,2021-06-11
C1349,CARDAXIS,15,P1942,2021-09-12,2021-09-18
C1350,OFF20,20,P1166,2021-11-09,2021-11-22
C1351,CARDAXIS,15,P1587,2021-11-30,2021-12-09
C1352,NEWOFF,5,P1818,2021-09-28,2021-09-30
C1353,NEWOFF,5,P1415,2021-11-30,2021-12-02
C1354,OFF20,20,P1832,2021-09-06,2021-09-16
C1355,OFF20,20,P1998,2021-10-15,2021-10-23
C1356,OFF20,20,P1319,2021-04-22,2021-05-05
C1357,CARDAXIS,15,P1038,2021-07-23,2021-07-26
C1358,CARDAXIS,15,P2100,2021-01-21,2021-01-25
C1359,NEWOFF,5,P1418,2021-09-06,2021-09-08
C1360,NEWOFF,5,P1612,2021-01-26,2021-01-28
C1361,OFF20,20,P1932,2021-10-14,2021-10-28
C1362,CARDAXIS,15,P1702,2021-07-18,2021-07-25
C1363,NEWOFF,5,P2155,2021-07-30,2021-07-31
C1364,CARDAXIS,15,P1448,2021-05-28,2021-06-04
C1365,CARDAXIS,15,P1931,2021-10-09,2021-10-15
C1366,CARDAXIS,15,P1548,2021-03-29,2021-04-02
C1367,NEWOFF,5,P1265,2021-09-18,2021-09-19
C1368,OFF20,20,P1995,2021-01-21,2021-01-31
C1369,NEWOFF,5,P1866,2021-01-26,2021-01-28
C1370,OFF20,20,P1402,2021-12-17,2021-12-30
C1371,CARDAXIS,15,P1261,2021-03-18,2021-03-24
C1372,NEWOFF,5,P1619,2021-06-03,2021-06-05
C1373,OFF20,20,P1691,2021-09-17,2021-09-26
C1374,NEWOFF,5,P1730,2021-05-01,2021-05-03
C1375,CARDAXIS,15,P1037,2021-08-01,2021-08-04
C1376,NEWOFF,5,P1402,2021-10-15,2021-10-16
C1377,NEWOFF,5,P1083,2021-07-04,2021-07-06
C1378,NEWOFF,5,P1810,2021-11-21,2021-11-22
C1379,CARDAXIS,15,P1896,2021-05-06,2021-05-14
C1380,CARDAXIS,15,P1166,2021-10-06,2021-10-15
C1381,NEWOFF,5,P1857,2021-05-26,2021-05-28
C1382,NEWOFF,5,P2145,2021-09-23,2021-09-25
C1383,CARDAXIS,15,P1304,2021-12-24,2022-01-02
C1384,CARDAXIS,15,P1704,2021-07-18,2021-07-24
C1385,NEWOFF,5,P1239,2021-07-28,2021-07-30
C1386,OFF20,20,P2041,2021-04-19,2021-04-24
C1387,OFF20,20,P2158,2021-03-18,2021-03-25
C1388,OFF20,20,P1418,2021-01-25,2021-02-01
C1389,OFF20,20,P1677,2021-10-22,2021-10-30
C1390,OFF20,20,P1690,2021-03-18,2021-04-01
C1391,NEWOFF,5,P1394,2021-04-13,2021-04-14
C1392,CARDAXIS,15,P1327,2021-02-02,2021-02-08
C1393,CARDAXIS,15,P2172,2021-12-13,2021-12-17
C1394,OFF20,20,P1326,2021-04-25,2021-05-03
C1395,CARDAXIS,15,P1725,2021-09-07,2021-09-15
C1396,NEWOFF,5,P2081,2021-10-09,2021-10-11
C1397,NEWOFF,5,P1783,2021-09-22,2021-09-24
C1398,CARDAXIS,15,P1358,2021-08-10,2021-08-18
C1399,CARDAXIS,15,P1650,2021-12-04,2021-12-12
C1400,NEWOFF,5,P2067,2021-03-24,2021-03-26
