c_id,c_code,c_discount%,c_pass_id,c_allocation_date,c_validity_date
C1853,CARDAXIS,15,P2899,2022-04-23,2022-05-02
C1854,NEWOFF,5,P2496,2022-03-22,2022-03-23
C1855,OFF20,20,P3433,2022-05-15,2022-05-22
C1856,CARDAXIS,15,P3134,2022-09-18,2022-09-24
C1857,NEWOFF,5,P2977,2022-11-14,2022-11-15
C1858,CARDAXIS,15,P2283,2022-03-08,2022-03-15
C1859,NEWOFF,5,P3299,2022-11-05,2022-11-06
C1860,CARDAXIS,15,P2595,2022-11-11,2022-11-18
C1861,CARDAXIS,15,P2326,2022-09-20,2022-09-28
C1862,OFF20,20,P2970,2022-01-08,2022-01-21
C1863,CARDAXIS,15,P3400,2022-06-26,2022-07-04
C1864,OFF20,20,P2815,2022-09-27,2022-10-09
C1865,NEWOFF,5,P2966,2022-12-06,2022-12-08
C1866,CARDAXIS,15,P3070,2022-12-31,2023-01-04
C1867,NEWOFF,5,P3001,2022-08-25,2022-08-26
C1868,NEWOFF,5,P3547,2022-08-11,2022-08-13
C1869,CARDAXIS,15,P2985,2022-06-15,2022-06-24
C1870,OFF20,20,P2304,2022-08-15,2022-08-21
C1871,NEWOFF,5,P2542,2022-10-30,2022-11-01
C1872,NEWOFF,5,P3099,2022-12-23,2022-12-24
C1873,CARDAXIS,15,P3071,2022-09-23,2022-10-02
C1874,CARDAXIS,15,P2422,2022-03-24,2022-03-27
C1875,NEWOFF,5,P3215,2022-10-14,2022-10-16
C1876,OFF20,20,P2336,2022-03-08,2022-03-22
C1877,CARDAXIS,15,P2233,2022-12-25,2022-12-29
C1878,NEWOFF,5,P3149,2022-02-18,2022-02-19
C1879,CARDAXIS,15,P2811,2022-10-17,2022-10-23
C1880,CARDAXIS,15,P3070,2022-06-27,2022-07-06
C1881,OFF20,20,P2733,2022-02-21,2022-03-03
C1882,OFF20,20,P2744,2022-06-03,2022-06-12
C1883,OFF20,20,P3014,2022-12-20,2022-12-26
C1884,CARDAXIS,15,P2621,2022-10-25,2022-11-02
C1885,OFF20,20,P3620,2022-05-01,2022-05-10
C1886,OFF20,20,P3118,2022-03-28,2022-04-06
C1887,OFF20,20,P3375,2022-06-26,2022-07-08
C1888,CARDAXIS,15,P3369,2022-07-02,2022-07-10
C1889,NEWOFF,5,P2316,2022-03-18,2022-03-20
C1890,CARDAXIS,15,P2752,2022-10-29,2022-11-06
C1891,NEWOFF,5,P3495,2022-12-15,2022-12-17
C1892,OFF20,20,P3234,2022-06-01,2022-06-14
C1893,CARDAXIS,15,P3225,2022-04-30,2022-05-09
C1894,CARDAXIS,15,P3535,2022-05-28,2022-06-05
C1895,CARDAXIS,15,P3385,2022-09-01,2022-09-05
C1896,OFF20,20,P2785,2022-12-10,2022-12-16
C1897,CARDAXIS,15,P2363,2022-03-21,2022-03-30
C1898,OFF20,20,P2902,2022-04-18,2022-05-01
C1899,NEWOFF,5,P2397,2022-08-15,2022-08-16
C1900,CARDAXIS,15,P3062,2022-01-12,2022-01-19
C1901,NEWOFF,5,P2283,2022-12-27,2022-12-28
C1902,NEWOFF,5,P2555,2022-01-29,2022-01-30
C1903,CARDAXIS,15,P2795,2022-11-30,2022-12-05
C1904,CARDAXIS,15,P3541,2022-05-08,2022-05-14
C1905,OFF20,20,P2945,2022-03-10,2022-03-16
C1906,NEWOFF,5,P2595,2022-05-03,2022-05-05
C1907,OFF20,20,P2238,2022-01-18,2022-01-24
C1908,CARDAXIS,15,P3204,2022-09-24,2022-10-03
C1909,OFF20,20,P2875,2022-03-04,2022-03-09
C1910,CARDAXIS,15,P2850,2022-08-09,2022-08-15
C1911,NEWOFF,5,P3685,2022-01-14,2022-01-15
C1912,NEWOFF,5,P2599,2022-04-01,2022-04-02
C1913,NEWOFF,5,P3512,2022-01-23,2022-01-24
C1914,NEWOFF,5,P2708,2022-03-29,2022-03-30
C1915,CARDAXIS,15,P2936,2022-01-05,2022-01-13
C1916,OFF20,20,P2674,2022-05-02,2022-05-15
C1917,NEWOFF,5,P2724,2022-11-26,2022-11-28
C1918,CARDAXIS,15,P3286,2022-04-14,2022-04-22
C1919,CARDAXIS,15,P2724,2022-04-25,2022-04-30
C1920,CARDAXIS,15,P2961,2022-05-11,2022-05-20
C1921,CARDAXIS,15,P2864,2022-09-12,2022-09-18
C1922,NEWOFF,5,P3220,2022-05-11,2022-05-13
C1923,OFF20,20,P3016,2022-01-02,2022-01-09
C1924,OFF20,20,P3157,2022-10-03,2022-10-10
C1925,OFF20,20,P3262,2022-07-03,2022-07-11
C1926,NEWOFF,5,P3469,2022-11-17,2022-11-19
C1927,NEWOFF,5,P2955,2022-05-16,2022-05-18
C1928,NEWOFF,5,P3485,2022-11-25,2022-11-27
C1929,NEWOFF,5,P2526,2022-10-31,2022-11-01
C1930,NEWOFF,5,P3191,2022-08-23,2022-08-25
C1931,NEWOFF,5,P2471,2022-10-14,2022-10-16
C1932,NEWOFF,5,P2207,2022-03-23,2022-03-25
C1933,NEWOFF,5,P3041,2022-08-19,2022-08-21
C1934,OFF20,20,P2236,2022-04-17,2022-04-28
C1935,CARDAXIS,15,P3195,2022-06-16,2022-06-22
C1936,CARDAXIS,15,P3140,2022-11-23,2022-12-02
C1937,OFF20,20,P3643,2022-10-01,2022-10-11
C1938,NEWOFF,5,P2801,2022-03-15,2022-03-16
C1939,OFF20,20,P2616,2022-07-19,2022-07-24
C1940,NEWOFF,5,P3363,2022-12-09,2022-12-10
C1941,NEWOFF,5,P3422,2022-02-19,2022-02-20
C1942,NEWOFF,5,P2670,2022-05-05,2022-05-06
C1943,OFF20,20,P3639,2022-12-26,2023-01-04
C1944,NEWOFF,5,P2208,2022-09-10,2022-09-11
C1945,CARDAXIS,15,P2461,2022-09-17,2022-09-26
C1946,CARDAXIS,15,P2613,2022-02-18,2022-02-22
C1947,OFF20,20,P2526,2022-03-20,2022-03-25
C1948,CARDAXIS,15,P3382,2022-10-17,2022-10-21
C1949,NEWOFF,5,P2517,2022-05-14,2022-05-16
C1950,OFF20,20,P3179,2022-03-24,2022-04-07
C1951,NEWOFF,5,P3562,2022-03-12,2022-03-13
C1952,CARDAXIS,15,P2721,2022-03-07,2022-03-12
C1953,OFF20,20,P3499,2022-05-03,2022-05-11
C1954,OFF20,20,P2713,2022-07-01,2022-07-11
C1955,OFF20,20,P3317,2022-04-14,2022-04-28
C1956,CARDAXIS,15,P2691,2022-10-20,2022-10-27
C1957,NEWOFF,5,P2524,2022-06-25,2022-06-27
C1958,CARDAXIS,15,P2538,2022-05-22,2022-05-29
C1959,NEWOFF,5,P3594,2022-02-14,2022-02-15
C1960,OFF20,20,P3038,2022-12-17,2022-12-24
C1961,CARDAXIS,15,P2871,2022-06-12,2022-06-21
C1962,OFF20,20,P2585,2022-02-05,2022-02-17
C1963,NEWOFF,5,P3646,2022-08-08,2022-08-10
C1964,CARDAXIS,15,P3408,2022-04-26,2022-04-29
C1965,CARDAXIS,15,P2255,2022-10-24,2022-11-01
C1966,NEWOFF,5,P3155,2022-07-24,2022-07-25
C1967,CARDAXIS,15,P3447,2022-10-31,2022-11-03
C1968,NEWOFF,5,P3522,2022-09-07,2022-09-08
C1969,NEWOFF,5,P3040,2022-08-01,2022-08-02
C1970,CARDAXIS,15,P3083,2022-01-22,2022-01-30
C1971,CARDAXIS,15,P2300,2022-08-05,2022-08-10
C1972,CARDAXIS,15,P2817,2022-12-18,2022-12-26
C1973,OFF20,20,P3672,2022-02-26,2022-03-05
C1974,OFF20,20,P3104,2022-08-16,2022-08-29
C1975,CARDAXIS,15,P3115,2022-02-11,2022-02-15
C1976,OFF20,20,P3261,2022-12-02,2022-12-16
C1977,OFF20,20,P2291,2022-12-12,2022-12-24
C1978,NEWOFF,5,P2519,2022-11-22,2022-11-23
C1979,OFF20,20,P3412,2022-08-04,2022-08-10
C1980,OFF20,20,P3021,2022-08-30,2022-09-08
C1981,NEWOFF,5,P2261,2022-09-28,2022-09-30
C1982,NEWOFF,5,P3247,2022-10-28,2022-10-30
C1983,OFF20,20,P2820,2022-06-11,2022-06-19
C1984,NEWOFF,5,P2544,2022-12-27,2022-12-28
C1985,CARDAXIS,15,P2728,2022-12-03,2022-12-10
C1986,OFF20,20,P2681,2022-05-07,2022-05-15
C1987,CARDAXIS,15,P3667,2022-01-28,2022-02-01
C1988,CARDAXIS,15,P3597,2022-07-02,2022-07-07
C1989,NEWOFF,5,P2868,2022-02-26,2022-02-28
C1990,NEWOFF,5,P3513,2022-01-02,2022-01-03
C1991,NEWOFF,5,P3653,2022-07-20,2022-07-21
C1992,NEWOFF,5,P3008,2022-06-18,2022-06-19
C1993,OFF20,20,P3436,2022-06-01,2022-06-14
C1994,OFF20,20,P2761,2022-11-03,2022-11-14
C1995,OFF20,20,P2805,2022-07-03,2022-07-08
C1996,OFF20,20,P2795,2022-05-03,2022-05-10
C1997,NEWOFF,5,P3644,2022-07-16,2022-07-18
C1998,OFF20,20,P2853,2022-04-19,2022-04-28
C1999,OFF20,20,P3321,2022-08-19,2022-09-01
C2000,CARDAXIS,15,P2258,2022-04-23,2022-04-26
C2001,OFF20,20,P2701,2022-04-10,2022-04-15
C2002,NEWOFF,5,P2802,2022-03-19,2022-03-21
C2003,OFF20,20,P3684,2022-01-01,2022-01-06
C2004,NEWOFF,5,P2671,2022-10-02,2022-10-03
C2005,CARDAXIS,15,P3150,2022-08-22,2022-08-25
C2006,CARDAXIS,15,P2480,2022-06-19,2022-06-25
C2007,NEWOFF,5,P3025,2022-04-10,2022-04-12
C2008,NEWOFF,5,P2649,2022-12-06,2022-12-08
C2009,NEWOFF,5,P3619,2022-09-28,2022-09-30
C2010,NEWOFF,5,P3022,2022-12-06,2022-12-07
C2011,NEWOFF,5,P3116,2022-10-20,2022-10-21
C2012,NEWOFF,5,P2856,2022-03-12,2022-03-13
C2013,OFF20,20,P2415,2022-12-16,2022-12-24
C2014,CARDAXIS,15,P2620,2022-04-07,2022-04-12
C2015,NEWOFF,5,P2456,2022-05-04,2022-05-06
C2016,NEWOFF,5,P3565,2022-09-23,2022-09-24
C2017,NEWOFF,5,P2568,2022-03-24,2022-03-25
C2018,CARDAXIS,15,P3454,2022-03-03,2022-03-09
C2019,NEWOFF,5,P2417,2022-03-12,2022-03-13
C2020,CARDAXIS,15,P3679,2022-05-22,2022-05-30
C2021,CARDAXIS,15,P2880,2022-05-24,2022-05-28
C2022,CARDAXIS,15,P2950,2022-11-20,2022-11-23
C2023,OFF20,20,P3289,2022-01-28,2022-02-07
C2024,CARDAXIS,15,P2387,2022-05-06,2022-05-09
C2025,NEWOFF,5,P2587,2022-10-04,2022-10-06
C2026,NEWOFF,5,P2980,2022-01-18,2022-01-20
C2027,CARDAXIS,15,P2846,2022-04-20,2022-04-25
C2028,CARDAXIS,15,P2383,2022-12-03,2022-12-08
C2029,NEWOFF,5,P2698,2022-03-13,2022-03-15
C2030,OFF20,20,P3443,2022-06-30,2022-07-10
C2031,NEWOFF,5,P2865,2022-06-06,2022-06-07
C2032,CARDAXIS,15,P3511,2022-06-15,2022-06-24
C2033,OFF20,20,P3635,2022-03-15,2022-03-21
C2034,CARDAXIS,15,P2502,2022-03-02,2022-03-07
C2035,NEWOFF,5,P2479,2022-11-20,2022-11-21
C2036,NEWOFF,5,P2706,2022-08-07,2022-08-09
C2037,OFF20,20,P2373,2022-11-09,2022-11-16
C2038,OFF20,20,P2693,2022-11-19,2022-11-24
C2039,CARDAXIS,15,P2743,2022-04-28,2022-05-02
C2040,CARDAXIS,15,P2846,2022-11-29,2022-12-05
C2041,CARDAXIS,15,P3445,2022-11-05,2022-11-08
C2042,NEWOFF,5,P3570,2022-06-07,2022-06-08
C2043,OFF20,20,P3265,2022-01-30,2022-02-09
C2044,OFF20,20,P2277,2022-02-01,2022-02-10
C2045,OFF20,20,P3391,2022-05-28,2022-06-03
C2046,NEWOFF,5,P2340,2022-01-19,2022-01-20
C2047,CARDAXIS,15,P2456,2022-10-06,2022-10-09
C2048,CARDAXIS,15,P2283,2022-12-12,2022-12-19
C2049,NEWOFF,5,P2985,2022-07-16,2022-07-17
C2050,OFF20,20,P3528,2022-07-17,2022-07-23
C2051,NEWOFF,5,P2381,2022-03-10,2022-03-11
C2052,OFF20,20,P2428,2022-07-22,2022-08-03
C2053,OFF20,20,P2930,2022-11-03,2022-11-13
C2054,NEWOFF,5,P2599,2022-01-31,2022-02-01
C2055,CARDAXIS,15,P2801,2022-02-18,2022-02-24
C2056,OFF20,20,P2365,2022-08-20,2022-08-27
C2057,NEWOFF,5,P2754,2022-04-05,2022-04-07
C2058,CARDAXIS,15,P3562,2022-09-27,2022-10-02
C2059,NEWOFF,5,P3578,2022-07-07,2022-07-08
C2060,NEWOFF,5,P3049,2022-09-27,2022-09-29
C2061,NEWOFF,5,P2730,2022-01-25,2022-01-26
C2062,CARDAXIS,15,P3206,2022-08-20,2022-08-28
C2063,NEWOFF,5,P3415,2022-10-15,2022-10-16
C2064,CARDAXIS,15,P2368,2022-08-07,2022-08-11
C2065,OFF20,20,P3259,2022-02-23,2022-02-28
C2066,NEWOFF,5,P2340,2022-10-30,2022-10-31
C2067,CARDAXIS,15,P3577,2022-11-13,2022-11-16
C2068,CARDAXIS,15,P3157,2022-06-12,2022-06-20
C2069,CARDAXIS,15,P3340,2022-01-23,2022-01-30
C2070,OFF20,20,P2294,2022-11-13,2022-11-26
C2071,NEWOFF,5,P2753,2022-01-09,2022-01-10
C2072,CARDAXIS,15,P3699,2022-04-03,2022-04-12
C2073,NEWOFF,5,P2300,2022-05-08,2022-05-10
C2074,NEWOFF,5,P3659,2022-09-04,2022-09-06
C2075,NEWOFF,5,P3399,2022-09-14,2022-09-16
C2076,NEWOFF,5,P2709,2022-01-19,2022-01-21
C2077,CARDAXIS,15,P3505,2022-07-16,2022-07-20
C2078,CARDAXIS,15,P2367,2022-05-05,2022-05-08
C2079,CARDAXIS,15,P2636,2022-09-14,2022-09-17
C2080,NEWOFF,5,P3562,2022-05-01,2022-05-03
C2081,OFF20,20,P2307,2022-09-27,2022-10-08
C2082,OFF20,20,P3025,2022-05-13,2022-05-22
C2083,NEWOFF,5,P2248,2022-12-28,2022-12-30
C2084,OFF20,20,P2520,2022-04-19,2022-04-26
C2085,OFF20,20,P3547,2022-07-10,2022-07-16
C2086,NEWOFF,5,P2472,2022-07-23,2022-07-24
C2087,OFF20,20,P2871,2022-02-21,2022-03-03
C2088,NEWOFF,5,P2749,2022-11-05,2022-11-07
C2089,CARDAXIS,15,P2461,2022-11-11,2022-11-14
C2090,OFF20,20,P3188,2022-09-27,2022-10-09
C2091,NEWOFF,5,P3273,2022-03-10,2022-03-11
C2092,OFF20,20,P2316,2022-11-17,2022-11-28
C2093,OFF20,20,P2558,2022-05-23,2022-05-28
C2094,OFF20,20,P2296,2022-05-11,2022-05-19
C2095,CARDAXIS,15,P2437,2022-10-19,2022-10-25
C2096,OFF20,20,P2252,2022-01-01,2022-01-08
C2097,OFF20,20,P2226,2022-03-13,2022-03-23
C2098,OFF20,20,P2878,2022-08-28,2022-09-04
C2099,NEWOFF,5,P3510,2022-04-01,2022-04-02
C2100,CARDAXIS,15,P2397,2022-09-10,2022-09-14
C2101,NEWOFF,5,P2673,2022-10-18,2022-10-20
C2102,OFF20,20,P2216,2022-12-21,2022-12-28
C2103,NEWOFF,5,P3295,2022-04-24,2022-04-25
C2104,NEWOFF,5,P2622,2022-11-05,2022-11-06
C2105,CARDAXIS,15,P3321,2022-04-07,2022-04-12
C2106,CARDAXIS,15,P3141,2022-04-17,2022-04-21
C2107,OFF20,20,P3122,2022-11-14,2022-11-20
C2108,NEWOFF,5,P3419,2022-12-04,2022-12-05
C2109,OFF20,20,P3292,2022-11-13,2022-11-26
C2110,CARDAXIS,15,P2882,2022-04-04,2022-04-08
C2111,CARDAXIS,15,P3661,2022-10-03,2022-10-09
C2112,CARDAXIS,15,P2593,2022-10-26,2022-11-01
C2113,NEWOFF,5,P3389,2022-01-23,2022-01-25
C2114,CARDAXIS,15,P3686,2022-04-05,2022-04-13
C2115,NEWOFF,5,P3151,2022-05-01,2022-05-02
C2116,OFF20,20,P3557,2022-03-30,2022-04-08
C2117,OFF20,20,P2946,2022-01-16,2022-01-23
C2118,CARDAXIS,15,P2993,2022-02-01,2022-02-06
C2119,NEWOFF,5,P2695,2022-11-30,2022-12-01
C2120,CARDAXIS,15,P2464,2022-05-19,2022-05-28
C2121,CARDAXIS,15,P2648,2022-07-13,2022-07-19
C2122,NEWOFF,5,P3225,2022-10-18,2022-10-20
C2123,CARDAXIS,15,P2213,2022-10-01,2022-10-04
C2124,CARDAXIS,15,P3592,2022-04-05,2022-04-13
C2125,CARDAXIS,15,P2562,2022-04-04,2022-04-13
C2126,CARDAXIS,15,P3664,2022-07-03,2022-07-11
C2127,OFF20,20,P3036,2022-03-13,2022-03-21
C2128,CARDAXIS,15,P3333,2022-03-01,2022-03-07
C2129,CARDAXIS,15,P3478,2022-12-24,2022-12-31
C2130,NEWOFF,5,P3235,2022-12-25,2022-12-26
C2131,NEWOFF,5,P2615,2022-05-20,2022-05-21
C2132,CARDAXIS,15,P3269,2022-08-31,2022-09-03
C2133,CARDAXIS,15,P3007,2022-09-16,2022-09-23
C2134,CARDAXIS,15,P3208,2022-01-21,2022-01-25
C2135,NEWOFF,5,P2681,2022-01-08,2022-01-10
C2136,CARDAXIS,15,P2666,2022-07-01,2022-07-09
C2137,OFF20,20,P2585,2022-03-28,2022-04-06
C2138,NEWOFF,5,P3692,2022-05-05,2022-05-06
C2139,CARDAXIS,15,P3045,2022-10-28,2022-10-31
C2140,CARDAXIS,15,P2671,2022-03-06,2022-03-12
C2141,CARDAXIS,15,P2714,2022-12-04,2022-12-13
C2142,OFF20,20,P2470,2022-04-26,2022-05-02
C2143,OFF20,20,P2962,2022-12-04,2022-12-13
C2144,NEWOFF,5,P3419,2022-03-13,2022-03-14
C2145,OFF20,20,P2551,2022-01-28,2022-02-03
C2146,CARDAXIS,15,P3310,2022-05-22,2022-05-25
C2147,NEWOFF,5,P3664,2022-01-09,2022-01-10
C2148,OFF20,20,P2830,2022-06-28,2022-07-04
C2149,OFF20,20,P2926,2022-07-04,2022-07-17
C2150,OFF20,20,P2526,2022-07-13,2022-07-26
C2151,NEWOFF,5,P2332,2022-03-17,2022-03-18
C2152,CARDAXIS,15,P3419,2022-05-30,2022-06-08
C2153,NEWOFF,5,P2495,2022-06-30,2022-07-01
C2154,OFF20,20,P3098,2022-05-21,2022-06-03
C2155,CARDAXIS,15,P3688,2022-05-14,2022-05-21
C2156,NEWOFF,5,P2681,2022-10-08,2022-10-09
C2157,OFF20,20,P2974,2022-05-20,2022-06-01
C2158,CARDAXIS,15,P3139,2022-06-15,2022-06-20
C2159,NEWOFF,5,P2472,2022-08-03,2022-08-04
C2160,CARDAXIS,15,P3341,2022-10-21,2022-10-27
C2161,OFF20,20,P2852,2022-01-13,2022-01-19
C2162,CARDAXIS,15,P2272,2022-06-09,2022-06-17
C2163,NEWOFF,5,P2699,2022-09-05,2022-09-06
C2164,CARDAXIS,15,P2520,2022-02-23,2022-03-03
C2165,NEWOFF,5,P2544,2022-10-02,2022-10-03
C2166,OFF20,20,P3456,2022-12-28,2023-01-10
C2167,CARDAXIS,15,P2267,2022-08-07,2022-08-12
C2168,CARDAXIS,15,P2763,2022-07-28,2022-08-04
C2169,NEWOFF,5,P3147,2022-05-10,2022-05-12
C2170,CARDAXIS,15,P2934,2022-06-29,2022-07-03
C2171,NEWOFF,5,P2938,2022-03-03,2022-03-04
C2172,CARDAXIS,15,P3300,2022-03-03,2022-03-08
C2173,CARDAXIS,15,P3627,2022-12-13,2022-12-21
C2174,CARDAXIS,15,P3526,2022-11-23,2022-12-02
C2175,CARDAXIS,15,P3057,2022-01-03,2022-01-10
C2176,CARDAXIS,15,P3118,2022-06-16,2022-06-22
C2177,CARDAXIS,15,P2968,2022-02-25,2022-03-01
C2178,CARDAXIS,15,P2439,2022-12-29,2023-01-01
C2179,NEWOFF,5,P3518,2022-11-02,2022-11-04
C2180,NEWOFF,5,P2273,2022-02-28,2022-03-01
C2181,NEWOFF,5,P2256,2022-01-22,2022-01-24
C2182,OFF20,20,P2384,2022-04-22,2022-04-30
C2183,NEWOFF,5,P3103,2022-05-26,2022-05-28
C2184,NEWOFF,5,P2520,2022-11-06,2022-11-08
C2185,CARDAXIS,15,P3609,2022-03-24,2022-04-01
C2186,OFF20,20,P3430,2022-08-22,2022-09-02
C2187,OFF20,20,P2640,2022-08-08,2022-08-13
C2188,OFF20,20,P3396,2022-09-11,2022-09-24
C2189,NEWOFF,5,P2863,2022-05-10,2022-05-11
C2190,CARDAXIS,15,P3353,2022-03-22,2022-03-31
C2191,NEWOFF,5,P2992,2022-01-30,2022-01-31
C2192,CARDAXIS,15,P3533,2022-05-19,2022-05-24
C2193,CARDAXIS,15,P3423,2022-02-16,2022-02-22
C2194,NEWOFF,5,P3664,2022-06-21,2022-06-22
C2195,NEWOFF,5,P3235,2022-08-01,2022-08-03
C2196,CARDAXIS,15,P3642,2022-12-29,2023-01-06
C2197,NEWOFF,5,P3685,2022-09-19,2022-09-20
C2198,NEWOFF,5,P3091,2022-05-29,2022-05-31
C2199,NEWOFF,5,P3083,2022-07-28,2022-07-29
C2200,CARDAXIS,15,P3016,2022-08-01,2022-08-06
C2201,NEWOFF,5,P3561,2022-09-05,2022-09-06
C2202,OFF20,20,P2564,2022-08-27,2022-09-05
C2203,CARDAXIS,15,P2337,2022-05-25,2022-06-03
C2204,OFF20,20,P3397,2022-01-01,2022-01-06
C2205,CARDAXIS,15,P2477,2022-07-23,2022-07-27
C2206,OFF20,20,P3036,2022-01-03,2022-01-11
C2207,CARDAXIS,15,P2760,2022-08-02,2022-08-06
C2208,NEWOFF,5,P2724,2022-09-19,2022-09-20
C2209,OFF20,20,P2695,2022-05-26,2022-06-07
C2210,OFF20,20,P3318,2022-02-02,2022-02-12
C2211,OFF20,20,P3115,2022-10-12,2022-10-20
C2212,OFF20,20,P2254,2022-08-08,2022-08-15
C2213,CARDAXIS,15,P2436,2022-04-01,2022-04-05
C2214,OFF20,20,P2235,2022-09-24,2022-10-01
C2215,CARDAXIS,15,P3469,2022-07-24,2022-08-02
C2216,CARDAXIS,15,P3408,2022-12-17,2022-12-25
C2217,NEWOFF,5,P2309,2022-01-08,2022-01-09
C2218,NEWOFF,5,P3138,2022-07-26,2022-07-27
C2219,NEWOFF,5,P2425,2022-05-31,2022-06-01
C2220,CARDAXIS,15,P2802,2022-03-05,2022-03-09
C2221,OFF20,20,P2344,2022-06-06,2022-06-17
C2222,CARDAXIS,15,P3656,2022-01-07,2022-01-10
C2223,OFF20,20,P3212,2022-06-11,2022-06-25
C2224,CARDAXIS,15,P3319,2022-03-22,2022-03-27
C2225,OFF20,20,P3286,2022-06-19,2022-07-01
C2226,CARDAXIS,15,P3422,2022-01-09,2022-01-17
C2227,NEWOFF,5,P2423,2022-02-22,2022-02-24
C2228,CARDAXIS,15,P2320,2022-06-05,2022-06-10
C2229,CARDAXIS,15,P2353,2022-07-17,2022-07-20
C2230,OFF20,20,P3543,2022-10-15,2022-10-29
C2231,CARDAXIS,15,P3519,2022-06-04,2022-06-10
C2232,CARDAXIS,15,P2899,2022-12-23,2022-12-28
C2233,OFF20,20,P3694,2022-03-07,2022-03-17
C2234,OFF20,20,P2779,2022-02-01,2022-02-10
C2235,CARDAXIS,15,P3111,2022-01-25,2022-01-30
C2236,OFF20,20,P3193,2022-09-02,2022-09-12
C2237,CARDAXIS,15,P2303,2022-11-06,2022-11-10
C2238,OFF20,20,P2773,2022-09-03,2022-09-16
C2239,OFF20,20,P3297,2022-11-25,2022-12-02
C2240,OFF20,20,P2865,2022-03-08,2022-03-22
C2241,CARDAXIS,15,P2628,2022-06-29,2022-07-06
C2242,CARDAXIS,15,P3245,2022-06-11,2022-06-20
C2243,NEWOFF,5,P2849,2022-01-24,2022-01-26
C2244,OFF20,20,P2325,2022-03-18,2022-03-27
C2245,OFF20,20,P3446,2022-03-04,2022-03-12
C2246,OFF20,20,P2930,2022-08-18,2022-08-29
C2247,CARDAXIS,15,P3086,2022-10-03,2022-10-09
C2248,CARDAXIS,15,P2959,2022-05-26,2022-05-29
C2249,OFF20,20,P2752,2022-05-10,2022-05-17
C2250,OFF20,20,P3086,2022-03-03,2022-03-10
C2251,OFF20,20,P3036,2022-11-18,2022-12-02
C2252,CARDAXIS,15,P2643,2022-08-18,2022-08-24
C2253,OFF20,20,P3021,2022-09-23,2022-10-02
C2254,CARDAXIS,15,P3113,2022-12-30,2023-01-05
C2255,OFF20,20,P2577,2022-04-28,2022-05-03
C2256,CARDAXIS,15,P2750,2022-07-11,2022-07-15
C2257,CARDAXIS,15,P2248,2022-11-12,2022-11-19
C2258,OFF20,20,P3014,2022-04-23,2022-04-28
C2259,OFF20,20,P2904,2022-05-02,2022-05-15
C2260,CARDAXIS,15,P2943,2022-07-28,2022-08-03
C2261,CARDAXIS,15,P3384,2022-06-13,2022-06-19
C2262,OFF20,20,P3073,2022-06-11,2022-06-16
C2263,OFF20,20,P2430,2022-10-17,2022-10-29
C2264,OFF20,20,P2769,2022-03-18,2022-03-28
C2265,OFF20,20,P2561,2022-09-16,2022-09-25
C2266,CARDAXIS,15,P2986,2022-07-12,2022-07-21
C2267,CARDAXIS,15,P2633,2022-01-20,2022-01-26
C2268,OFF20,20,P3441,2022-02-25,2022-03-09
C2269,NEWOFF,5,P2584,2022-02-18,2022-02-19
C2270,CARDAXIS,15,P2639,2022-02-20,2022-02-27
C2271,OFF20,20,P2457,2022-02-16,2022-03-02
C2272,NEWOFF,5,P3143,2022-09-19,2022-09-20
C2273,CARDAXIS,15,P2918,2022-10-25,2022-10-31
C2274,OFF20,20,P2866,2022-05-01,2022-05-11
C2275,CARDAXIS,15,P3301,2022-07-17,2022-07-20
C2276,CARDAXIS,15,P3201,2022-01-26,2022-02-03
C2277,NEWOFF,5,P2996,2022-08-12,2022-08-13
C2278,OFF20,20,P2614,2022-07-20,2022-08-01
C2279,OFF20,20,P3531,2022-05-15,2022-05-22
C2280,OFF20,20,P2685,2022-10-01,2022-10-10
C2281,CARDAXIS,15,P2247,2022-10-16,2022-10-21
C2282,NEWOFF,5,P2729,2022-10-23,2022-10-25
C2283,CARDAXIS,15,P2915,2022-10-10,2022-10-19
C2284,OFF20,20,P2846,2022-01-19,2022-01-30
C2285,NEWOFF,5,P2581,2022-05-08,2022-05-10
C2286,NEWOFF,5,P2314,2022-09-02,2022-09-03
C2287,OFF20,20,P3090,2022-02-08,2022-02-13
C2288,OFF20,20,P2247,2022-03-01,2022-03-10
C2289,OFF20,20,P3518,2022-07-19,2022-08-01
C2290,OFF20,20,P2774,2022-11-17,2022-11-27
C2291,CARDAXIS,15,P3341,2022-03-28,2022-04-02
C2292,CARDAXIS,15,P3464,2022-12-06,2022-12-11
C2293,NEWOFF,5,P2337,2022-02-03,2022-02-04
C2294,CARDAXIS,15,P2238,2022-02-12,2022-02-21
C2295,NEWOFF,5,P3063,2022-09-23,2022-09-24
C2296,CARDAXIS,15,P3583,2022-04-02,2022-04-06
C2297,NEWOFF,5,P2264,2022-10-26,2022-10-27
C2298,CARDAXIS,15,P2828,2022-08-25,2022-09-01
C2299,OFF20,20,P3171,2022-09-15,2022-09-26
C2300,CARDAXIS,15,P3453,2022-08-17,2022-08-24
C2301,OFF20,20,P2492,2022-09-11,2022-09-19
C2302,OFF20,20,P3472,2022-03-28,2022-04-04
C2303,NEWOFF,5,P3335,2022-06-13,2022-06-14
C2304,CARDAXIS,15,P2485,2022-04-27,2022-05-06
C2305,NEWOFF,5,P2896,2022-11-07,2022-11-08
C2306,CARDAXIS,15,P2662,2022-04-07,2022-04-14
