r_id,feedback_id,v_id,v_type,questions,answers
R0742,F0742,V0267,Four wheeler,rate the cleanliness of your cab,4
R0742,F0742,V0267,Four wheeler,how was the drivers behavior,2
R0743,F0743,V0591,Four wheeler,rate the cleanliness of your cab,1
R0743,F0743,V0591,Four wheeler,how was the drivers behavior,2
R0745,F0745,V0705,Auto,rate the cleanliness of your cab,2
R0745,F0745,V0705,Auto,how was the drivers behavior,1
R0746,F0746,V0443,Four wheeler,rate the cleanliness of your cab,4
R0746,F0746,V0443,Four wheeler,how was the drivers behavior,2
R0747,F0747,V0096,Auto,rate the cleanliness of your cab,4
R0747,F0747,V0096,Auto,how was the drivers behavior,1
R0748,F0748,V0205,Four wheeler,rate the cleanliness of your cab,1
R0748,F0748,V0205,Four wheeler,how was the drivers behavior,3
R0750,F0750,V0056,Auto,rate the cleanliness of your cab,4
R0750,F0750,V0056,Auto,how was the drivers behavior,4
R0751,F0751,V0196,Four wheeler,rate the cleanliness of your cab,4
R0751,F0751,V0196,Four wheeler,how was the drivers behavior,4
R0752,F0752,V0365,Auto,rate the cleanliness of your cab,3
R0752,F0752,V0365,Auto,how was the drivers behavior,2
R0753,F0753,V0581,Auto,rate the cleanliness of your cab,2
R0753,F0753,V0581,Auto,how was the drivers behavior,1
R0754,F0754,V0675,Auto,rate the cleanliness of your cab,4
R0754,F0754,V0675,Auto,how was the drivers behavior,4
R0756,F0756,V0710,Auto,rate the cleanliness of your cab,3
R0756,F0756,V0710,Auto,how was the drivers behavior,4
R0758,F0758,V0692,Auto,rate the cleanliness of your cab,3
R0758,F0758,V0692,Auto,how was the drivers behavior,1
R0759,F0759,V0704,Auto,rate the cleanliness of your cab,3
R0759,F0759,V0704,Auto,how was the drivers behavior,2
R0761,F0761,V0551,Four wheeler,rate the cleanliness of your cab,3
R0761,F0761,V0551,Four wheeler,how was the drivers behavior,3
R0762,F0762,V0507,Auto,rate the cleanliness of your cab,4
R0762,F0762,V0507,Auto,how was the drivers behavior,2
R0763,F0763,V0432,Auto,rate the cleanliness of your cab,4
R0763,F0763,V0432,Auto,how was the drivers behavior,4
R0765,F0765,V0245,Auto,rate the cleanliness of your cab,2
R0765,F0765,V0245,Auto,how was the drivers behavior,1
R0767,F0767,V0561,Auto,rate the cleanliness of your cab,3
R0767,F0767,V0561,Auto,how was the drivers behavior,1
R0768,F0768,V0208,Auto,rate the cleanliness of your cab,2
R0768,F0768,V0208,Auto,how was the drivers behavior,4
R0770,F0770,V0337,Auto,rate the cleanliness of your cab,4
R0770,F0770,V0337,Auto,how was the drivers behavior,3
R0771,F0771,V0483,Auto,rate the cleanliness of your cab,2
R0771,F0771,V0483,Auto,how was the drivers behavior,4
R0772,F0772,V0744,Four wheeler,rate the cleanliness of your cab,2
R0772,F0772,V0744,Four wheeler,how was the drivers behavior,2
R0773,F0773,V0190,Auto,rate the cleanliness of your cab,3
R0773,F0773,V0190,Auto,how was the drivers behavior,2
R0775,F0775,V0627,Auto,rate the cleanliness of your cab,1
R0775,F0775,V0627,Auto,how was the drivers behavior,1
R0776,F0776,V0240,Auto,rate the cleanliness of your cab,2
R0776,F0776,V0240,Auto,how was the drivers behavior,4
R0777,F0777,V0385,Auto,rate the cleanliness of your cab,3
R0777,F0777,V0385,Auto,how was the drivers behavior,1
R0778,F0778,V0636,Four wheeler,rate the cleanliness of your cab,4
R0778,F0778,V0636,Four wheeler,how was the drivers behavior,1
R0780,F0780,V0612,Auto,rate the cleanliness of your cab,1
R0780,F0780,V0612,Auto,how was the drivers behavior,1
R0781,F0781,V0841,Four wheeler,rate the cleanliness of your cab,2
R0781,F0781,V0841,Four wheeler,how was the drivers behavior,3
R0782,F0782,V0088,Auto,rate the cleanliness of your cab,2
R0782,F0782,V0088,Auto,how was the drivers behavior,2
R0784,F0784,V0385,Auto,rate the cleanliness of your cab,3
R0784,F0784,V0385,Auto,how was the drivers behavior,4
R0785,F0785,V0009,Auto,rate the cleanliness of your cab,1
R0785,F0785,V0009,Auto,how was the drivers behavior,1
R0787,F0787,V0376,Four wheeler,rate the cleanliness of your cab,3
R0787,F0787,V0376,Four wheeler,how was the drivers behavior,4
R0788,F0788,V0139,Four wheeler,rate the cleanliness of your cab,2
R0788,F0788,V0139,Four wheeler,how was the drivers behavior,2
R0789,F0789,V0825,Auto,rate the cleanliness of your cab,2
R0789,F0789,V0825,Auto,how was the drivers behavior,2
R0791,F0791,V0181,Auto,rate the cleanliness of your cab,3
R0791,F0791,V0181,Auto,how was the drivers behavior,2
R0792,F0792,V0484,Four wheeler,rate the cleanliness of your cab,2
R0792,F0792,V0484,Four wheeler,how was the drivers behavior,4
R0793,F0793,V0412,Four wheeler,rate the cleanliness of your cab,2
R0793,F0793,V0412,Four wheeler,how was the drivers behavior,3
R0794,F0794,V0515,Auto,rate the cleanliness of your cab,2
R0794,F0794,V0515,Auto,how was the drivers behavior,2
R0795,F0795,V0377,Auto,rate the cleanliness of your cab,4
R0795,F0795,V0377,Auto,how was the drivers behavior,2
R0796,F0796,V0426,Auto,rate the cleanliness of your cab,2
R0796,F0796,V0426,Auto,how was the drivers behavior,4
R0797,F0797,V0127,Auto,rate the cleanliness of your cab,1
R0797,F0797,V0127,Auto,how was the drivers behavior,3
R0798,F0798,V0092,Auto,rate the cleanliness of your cab,2
R0798,F0798,V0092,Auto,how was the drivers behavior,3
R0799,F0799,V0345,Four wheeler,rate the cleanliness of your cab,2
R0799,F0799,V0345,Four wheeler,how was the drivers behavior,1
R0800,F0800,V0748,Four wheeler,rate the cleanliness of your cab,3
R0800,F0800,V0748,Four wheeler,how was the drivers behavior,2
R0801,F0801,V0418,Auto,rate the cleanliness of your cab,2
R0801,F0801,V0418,Auto,how was the drivers behavior,1
R0803,F0803,V0261,Auto,rate the cleanliness of your cab,2
R0803,F0803,V0261,Auto,how was the drivers behavior,2
R0805,F0805,V0534,Auto,rate the cleanliness of your cab,1
R0805,F0805,V0534,Auto,how was the drivers behavior,2
R0806,F0806,V0439,Auto,rate the cleanliness of your cab,4
R0806,F0806,V0439,Auto,how was the drivers behavior,4
R0807,F0807,V0514,Auto,rate the cleanliness of your cab,3
R0807,F0807,V0514,Auto,how was the drivers behavior,3
R0808,F0808,V0453,Auto,rate the cleanliness of your cab,1
R0808,F0808,V0453,Auto,how was the drivers behavior,1
R0809,F0809,V0701,Four wheeler,rate the cleanliness of your cab,2
R0809,F0809,V0701,Four wheeler,how was the drivers behavior,3
R0810,F0810,V0305,Auto,rate the cleanliness of your cab,2
R0810,F0810,V0305,Auto,how was the drivers behavior,1
R0811,F0811,V0718,Auto,rate the cleanliness of your cab,3
R0811,F0811,V0718,Auto,how was the drivers behavior,2
R0812,F0812,V0584,Auto,rate the cleanliness of your cab,2
R0812,F0812,V0584,Auto,how was the drivers behavior,4
R0813,F0813,V0409,Auto,rate the cleanliness of your cab,3
R0813,F0813,V0409,Auto,how was the drivers behavior,4
R0814,F0814,V0289,Auto,rate the cleanliness of your cab,3
R0814,F0814,V0289,Auto,how was the drivers behavior,2
R0815,F0815,V0839,Auto,rate the cleanliness of your cab,4
R0815,F0815,V0839,Auto,how was the drivers behavior,1
R0816,F0816,V0389,Auto,rate the cleanliness of your cab,2
R0816,F0816,V0389,Auto,how was the drivers behavior,1
R0817,F0817,V0241,Four wheeler,rate the cleanliness of your cab,4
R0817,F0817,V0241,Four wheeler,how was the drivers behavior,4
R0820,F0820,V0104,Auto,rate the cleanliness of your cab,1
R0820,F0820,V0104,Auto,how was the drivers behavior,3
R0821,F0821,V0107,Four wheeler,rate the cleanliness of your cab,3
R0821,F0821,V0107,Four wheeler,how was the drivers behavior,3
R0822,F0822,V0411,Auto,rate the cleanliness of your cab,1
R0822,F0822,V0411,Auto,how was the drivers behavior,4
R0824,F0824,V0204,Auto,rate the cleanliness of your cab,1
R0824,F0824,V0204,Auto,how was the drivers behavior,1
R0825,F0825,V0122,Four wheeler,rate the cleanliness of your cab,1
R0825,F0825,V0122,Four wheeler,how was the drivers behavior,1
R0826,F0826,V0673,Auto,rate the cleanliness of your cab,1
R0826,F0826,V0673,Auto,how was the drivers behavior,1
R0828,F0828,V0531,Auto,rate the cleanliness of your cab,2
R0828,F0828,V0531,Auto,how was the drivers behavior,4
R0829,F0829,V0340,Four wheeler,rate the cleanliness of your cab,1
R0829,F0829,V0340,Four wheeler,how was the drivers behavior,4
R0830,F0830,V0567,Four wheeler,rate the cleanliness of your cab,2
R0830,F0830,V0567,Four wheeler,how was the drivers behavior,4
R0833,F0833,V0306,Auto,rate the cleanliness of your cab,3
R0833,F0833,V0306,Auto,how was the drivers behavior,3
R0834,F0834,V0557,Auto,rate the cleanliness of your cab,1
R0834,F0834,V0557,Auto,how was the drivers behavior,4
R0835,F0835,V0158,Auto,rate the cleanliness of your cab,3
R0835,F0835,V0158,Auto,how was the drivers behavior,4
R0836,F0836,V0390,Auto,rate the cleanliness of your cab,2
R0836,F0836,V0390,Auto,how was the drivers behavior,1
R0837,F0837,V0250,Auto,rate the cleanliness of your cab,1
R0837,F0837,V0250,Auto,how was the drivers behavior,3
R0839,F0839,V0793,Auto,rate the cleanliness of your cab,2
R0839,F0839,V0793,Auto,how was the drivers behavior,2
R0841,F0841,V0695,Four wheeler,rate the cleanliness of your cab,2
R0841,F0841,V0695,Four wheeler,how was the drivers behavior,4
R0842,F0842,V0409,Auto,rate the cleanliness of your cab,3
R0842,F0842,V0409,Auto,how was the drivers behavior,3
R0843,F0843,V0752,Four wheeler,rate the cleanliness of your cab,1
R0843,F0843,V0752,Four wheeler,how was the drivers behavior,4
R0844,F0844,V0843,Four wheeler,rate the cleanliness of your cab,2
R0844,F0844,V0843,Four wheeler,how was the drivers behavior,2
R0845,F0845,V0548,Four wheeler,rate the cleanliness of your cab,2
R0845,F0845,V0548,Four wheeler,how was the drivers behavior,4
R0847,F0847,V0726,Auto,rate the cleanliness of your cab,2
R0847,F0847,V0726,Auto,how was the drivers behavior,2
R0849,F0849,V0014,Auto,rate the cleanliness of your cab,4
R0849,F0849,V0014,Auto,how was the drivers behavior,4
R0851,F0851,V0564,Auto,rate the cleanliness of your cab,3
R0851,F0851,V0564,Auto,how was the drivers behavior,1
R0852,F0852,V0027,Auto,rate the cleanliness of your cab,3
R0852,F0852,V0027,Auto,how was the drivers behavior,2
R0853,F0853,V0018,Auto,rate the cleanliness of your cab,4
R0853,F0853,V0018,Auto,how was the drivers behavior,3
R0854,F0854,V0737,Auto,rate the cleanliness of your cab,1
R0854,F0854,V0737,Auto,how was the drivers behavior,3
R0856,F0856,V0317,Auto,rate the cleanliness of your cab,2
R0856,F0856,V0317,Auto,how was the drivers behavior,1
R0857,F0857,V0828,Auto,rate the cleanliness of your cab,4
R0857,F0857,V0828,Auto,how was the drivers behavior,3
R0858,F0858,V0728,Four wheeler,rate the cleanliness of your cab,4
R0858,F0858,V0728,Four wheeler,how was the drivers behavior,3
R0859,F0859,V0160,Auto,rate the cleanliness of your cab,3
R0859,F0859,V0160,Auto,how was the drivers behavior,1
R0860,F0860,V0045,Auto,rate the cleanliness of your cab,4
R0860,F0860,V0045,Auto,how was the drivers behavior,4
R0861,F0861,V0227,Auto,rate the cleanliness of your cab,2
R0861,F0861,V0227,Auto,how was the drivers behavior,1
R0863,F0863,V0177,Auto,rate the cleanliness of your cab,4
R0863,F0863,V0177,Auto,how was the drivers behavior,3
R0865,F0865,V0157,Four wheeler,rate the cleanliness of your cab,1
R0865,F0865,V0157,Four wheeler,how was the drivers behavior,1
R0866,F0866,V0220,Auto,rate the cleanliness of your cab,4
R0866,F0866,V0220,Auto,how was the drivers behavior,2
R0868,F0868,V0039,Four wheeler,rate the cleanliness of your cab,3
R0868,F0868,V0039,Four wheeler,how was the drivers behavior,1
R0869,F0869,V0004,Auto,rate the cleanliness of your cab,3
R0869,F0869,V0004,Auto,how was the drivers behavior,3
R0870,F0870,V0680,Auto,rate the cleanliness of your cab,3
R0870,F0870,V0680,Auto,how was the drivers behavior,1
R0872,F0872,V0107,Four wheeler,rate the cleanliness of your cab,1
R0872,F0872,V0107,Four wheeler,how was the drivers behavior,2
R0873,F0873,V0774,Four wheeler,rate the cleanliness of your cab,1
R0873,F0873,V0774,Four wheeler,how was the drivers behavior,3
R0874,F0874,V0217,Four wheeler,rate the cleanliness of your cab,4
R0874,F0874,V0217,Four wheeler,how was the drivers behavior,1
R0875,F0875,V0668,Four wheeler,rate the cleanliness of your cab,4
R0875,F0875,V0668,Four wheeler,how was the drivers behavior,1
R0876,F0876,V0705,Auto,rate the cleanliness of your cab,4
R0876,F0876,V0705,Auto,how was the drivers behavior,4
R0877,F0877,V0842,Auto,rate the cleanliness of your cab,2
R0877,F0877,V0842,Auto,how was the drivers behavior,4
R0878,F0878,V0757,Auto,rate the cleanliness of your cab,2
R0878,F0878,V0757,Auto,how was the drivers behavior,3
R0879,F0879,V0113,Auto,rate the cleanliness of your cab,1
R0879,F0879,V0113,Auto,how was the drivers behavior,1
R0880,F0880,V0472,Auto,rate the cleanliness of your cab,1
R0880,F0880,V0472,Auto,how was the drivers behavior,3
R0881,F0881,V0636,Four wheeler,rate the cleanliness of your cab,4
R0881,F0881,V0636,Four wheeler,how was the drivers behavior,2
R0883,F0883,V0295,Auto,rate the cleanliness of your cab,2
R0883,F0883,V0295,Auto,how was the drivers behavior,4
R0884,F0884,V0499,Auto,rate the cleanliness of your cab,2
R0884,F0884,V0499,Auto,how was the drivers behavior,2
R0885,F0885,V0486,Four wheeler,rate the cleanliness of your cab,1
R0885,F0885,V0486,Four wheeler,how was the drivers behavior,2
R0886,F0886,V0543,Auto,rate the cleanliness of your cab,4
R0886,F0886,V0543,Auto,how was the drivers behavior,4
R0888,F0888,V0459,Auto,rate the cleanliness of your cab,2
R0888,F0888,V0459,Auto,how was the drivers behavior,2
R0889,F0889,V0059,Auto,rate the cleanliness of your cab,3
R0889,F0889,V0059,Auto,how was the drivers behavior,1
R0890,F0890,V0464,Auto,rate the cleanliness of your cab,4
R0890,F0890,V0464,Auto,how was the drivers behavior,3
R0891,F0891,V0335,Auto,rate the cleanliness of your cab,1
R0891,F0891,V0335,Auto,how was the drivers behavior,3
R0893,F0893,V0116,Auto,rate the cleanliness of your cab,3
R0893,F0893,V0116,Auto,how was the drivers behavior,1
R0894,F0894,V0401,Auto,rate the cleanliness of your cab,2
R0894,F0894,V0401,Auto,how was the drivers behavior,3
R0896,F0896,V0241,Four wheeler,rate the cleanliness of your cab,4
R0896,F0896,V0241,Four wheeler,how was the drivers behavior,3
R0897,F0897,V0305,Auto,rate the cleanliness of your cab,1
R0897,F0897,V0305,Auto,how was the drivers behavior,2
R0898,F0898,V0267,Four wheeler,rate the cleanliness of your cab,2
R0898,F0898,V0267,Four wheeler,how was the drivers behavior,1
R0899,F0899,V0380,Auto,rate the cleanliness of your cab,2
R0899,F0899,V0380,Auto,how was the drivers behavior,4
R0900,F0900,V0371,Auto,rate the cleanliness of your cab,2
R0900,F0900,V0371,Auto,how was the drivers behavior,3
R0901,F0901,V0833,Four wheeler,rate the cleanliness of your cab,2
R0901,F0901,V0833,Four wheeler,how was the drivers behavior,3
R0903,F0903,V0178,Four wheeler,rate the cleanliness of your cab,4
R0903,F0903,V0178,Four wheeler,how was the drivers behavior,3
R0904,F0904,V0528,Auto,rate the cleanliness of your cab,2
R0904,F0904,V0528,Auto,how was the drivers behavior,3
R0905,F0905,V0433,Auto,rate the cleanliness of your cab,2
R0905,F0905,V0433,Auto,how was the drivers behavior,2
R0906,F0906,V0684,Auto,rate the cleanliness of your cab,4
R0906,F0906,V0684,Auto,how was the drivers behavior,1
R0907,F0907,V0436,Auto,rate the cleanliness of your cab,3
R0907,F0907,V0436,Auto,how was the drivers behavior,4
R0908,F0908,V0324,Four wheeler,rate the cleanliness of your cab,2
R0908,F0908,V0324,Four wheeler,how was the drivers behavior,3
R0909,F0909,V0398,Auto,rate the cleanliness of your cab,2
R0909,F0909,V0398,Auto,how was the drivers behavior,1
R0911,F0911,V0419,Auto,rate the cleanliness of your cab,2
R0911,F0911,V0419,Auto,how was the drivers behavior,3
R0913,F0913,V0554,Auto,rate the cleanliness of your cab,1
R0913,F0913,V0554,Auto,how was the drivers behavior,2
R0914,F0914,V0638,Auto,rate the cleanliness of your cab,1
R0914,F0914,V0638,Auto,how was the drivers behavior,3
R0915,F0915,V0265,Four wheeler,rate the cleanliness of your cab,1
R0915,F0915,V0265,Four wheeler,how was the drivers behavior,3
R0916,F0916,V0549,Auto,rate the cleanliness of your cab,4
R0916,F0916,V0549,Auto,how was the drivers behavior,3
R0919,F0919,V0050,Auto,rate the cleanliness of your cab,1
R0919,F0919,V0050,Auto,how was the drivers behavior,2
R0920,F0920,V0343,Auto,rate the cleanliness of your cab,1
R0920,F0920,V0343,Auto,how was the drivers behavior,3
R0921,F0921,V0654,Auto,rate the cleanliness of your cab,1
R0921,F0921,V0654,Auto,how was the drivers behavior,3
R0922,F0922,V0146,Auto,rate the cleanliness of your cab,1
R0922,F0922,V0146,Auto,how was the drivers behavior,1
R0923,F0923,V0687,Auto,rate the cleanliness of your cab,3
R0923,F0923,V0687,Auto,how was the drivers behavior,4
R0924,F0924,V0361,Four wheeler,rate the cleanliness of your cab,1
R0924,F0924,V0361,Four wheeler,how was the drivers behavior,2
R0926,F0926,V0730,Auto,rate the cleanliness of your cab,2
R0926,F0926,V0730,Auto,how was the drivers behavior,4
R0927,F0927,V0512,Auto,rate the cleanliness of your cab,4
R0927,F0927,V0512,Auto,how was the drivers behavior,4
R0928,F0928,V0704,Auto,rate the cleanliness of your cab,3
R0928,F0928,V0704,Auto,how was the drivers behavior,3
R0930,F0930,V0577,Four wheeler,rate the cleanliness of your cab,3
R0930,F0930,V0577,Four wheeler,how was the drivers behavior,4
R0932,F0932,V0077,Auto,rate the cleanliness of your cab,3
R0932,F0932,V0077,Auto,how was the drivers behavior,1
R0933,F0933,V0590,Auto,rate the cleanliness of your cab,1
R0933,F0933,V0590,Auto,how was the drivers behavior,1
R0934,F0934,V0030,Auto,rate the cleanliness of your cab,1
R0934,F0934,V0030,Auto,how was the drivers behavior,2
R0935,F0935,V0146,Auto,rate the cleanliness of your cab,4
R0935,F0935,V0146,Auto,how was the drivers behavior,3
R0936,F0936,V0819,Four wheeler,rate the cleanliness of your cab,2
R0936,F0936,V0819,Four wheeler,how was the drivers behavior,2
R0937,F0937,V0163,Auto,rate the cleanliness of your cab,2
R0937,F0937,V0163,Auto,how was the drivers behavior,2
R0938,F0938,V0212,Auto,rate the cleanliness of your cab,1
R0938,F0938,V0212,Auto,how was the drivers behavior,3
R0939,F0939,V0174,Auto,rate the cleanliness of your cab,1
R0939,F0939,V0174,Auto,how was the drivers behavior,3
R0942,F0942,V0430,Auto,rate the cleanliness of your cab,2
R0942,F0942,V0430,Auto,how was the drivers behavior,1
R0943,F0943,V0130,Auto,rate the cleanliness of your cab,4
R0943,F0943,V0130,Auto,how was the drivers behavior,1
R0944,F0944,V0805,Auto,rate the cleanliness of your cab,1
R0944,F0944,V0805,Auto,how was the drivers behavior,1
R0947,F0947,V0787,Auto,rate the cleanliness of your cab,2
R0947,F0947,V0787,Auto,how was the drivers behavior,1
R0949,F0949,V0558,Four wheeler,rate the cleanliness of your cab,4
R0949,F0949,V0558,Four wheeler,how was the drivers behavior,4
R0950,F0950,V0141,Auto,rate the cleanliness of your cab,3
R0950,F0950,V0141,Auto,how was the drivers behavior,2
R0951,F0951,V0175,Four wheeler,rate the cleanliness of your cab,3
R0951,F0951,V0175,Four wheeler,how was the drivers behavior,2
R0953,F0953,V0399,Auto,rate the cleanliness of your cab,3
R0953,F0953,V0399,Auto,how was the drivers behavior,3
R0954,F0954,V0006,Auto,rate the cleanliness of your cab,3
R0954,F0954,V0006,Auto,how was the drivers behavior,3
R0955,F0955,V0631,Auto,rate the cleanliness of your cab,4
R0955,F0955,V0631,Auto,how was the drivers behavior,4
R0956,F0956,V0191,Auto,rate the cleanliness of your cab,2
R0956,F0956,V0191,Auto,how was the drivers behavior,4
R0957,F0957,V0469,Auto,rate the cleanliness of your cab,3
R0957,F0957,V0469,Auto,how was the drivers behavior,4
R0958,F0958,V0586,Four wheeler,rate the cleanliness of your cab,3
R0958,F0958,V0586,Four wheeler,how was the drivers behavior,1
R0959,F0959,V0814,Auto,rate the cleanliness of your cab,3
R0959,F0959,V0814,Auto,how was the drivers behavior,1
R0960,F0960,V0299,Auto,rate the cleanliness of your cab,3
R0960,F0960,V0299,Auto,how was the drivers behavior,3
R0962,F0962,V0373,Four wheeler,rate the cleanliness of your cab,3
R0962,F0962,V0373,Four wheeler,how was the drivers behavior,1
R0964,F0964,V0333,Auto,rate the cleanliness of your cab,1
R0964,F0964,V0333,Auto,how was the drivers behavior,1
R0965,F0965,V0181,Auto,rate the cleanliness of your cab,1
R0965,F0965,V0181,Auto,how was the drivers behavior,4
R0966,F0966,V0806,Auto,rate the cleanliness of your cab,3
R0966,F0966,V0806,Auto,how was the drivers behavior,4
R0967,F0967,V0709,Auto,rate the cleanliness of your cab,1
R0967,F0967,V0709,Auto,how was the drivers behavior,4
R0968,F0968,V0645,Auto,rate the cleanliness of your cab,1
R0968,F0968,V0645,Auto,how was the drivers behavior,1
R0969,F0969,V0035,Auto,rate the cleanliness of your cab,4
R0969,F0969,V0035,Auto,how was the drivers behavior,4
R0970,F0970,V0169,Four wheeler,rate the cleanliness of your cab,3
R0970,F0970,V0169,Four wheeler,how was the drivers behavior,4
R0971,F0971,V0428,Auto,rate the cleanliness of your cab,3
R0971,F0971,V0428,Auto,how was the drivers behavior,2
R0972,F0972,V0495,Auto,rate the cleanliness of your cab,2
R0972,F0972,V0495,Auto,how was the drivers behavior,3
R0973,F0973,V0595,Auto,rate the cleanliness of your cab,3
R0973,F0973,V0595,Auto,how was the drivers behavior,4
R0974,F0974,V0269,Auto,rate the cleanliness of your cab,1
R0974,F0974,V0269,Auto,how was the drivers behavior,2
R0976,F0976,V0396,Auto,rate the cleanliness of your cab,4
R0976,F0976,V0396,Auto,how was the drivers behavior,1
R0981,F0981,V0756,Four wheeler,rate the cleanliness of your cab,3
R0981,F0981,V0756,Four wheeler,how was the drivers behavior,1
R0983,F0983,V0491,Auto,rate the cleanliness of your cab,4
R0983,F0983,V0491,Auto,how was the drivers behavior,1
R0984,F0984,V0444,Four wheeler,rate the cleanliness of your cab,3
R0984,F0984,V0444,Four wheeler,how was the drivers behavior,1
R0985,F0985,V0461,Auto,rate the cleanliness of your cab,3
R0985,F0985,V0461,Auto,how was the drivers behavior,2
R0986,F0986,V0834,Auto,rate the cleanliness of your cab,4
R0986,F0986,V0834,Auto,how was the drivers behavior,1
R0988,F0988,V0092,Auto,rate the cleanliness of your cab,4
R0988,F0988,V0092,Auto,how was the drivers behavior,2
R0989,F0989,V0836,Four wheeler,rate the cleanliness of your cab,3
R0989,F0989,V0836,Four wheeler,how was the drivers behavior,4
R0990,F0990,V0039,Four wheeler,rate the cleanliness of your cab,3
R0990,F0990,V0039,Four wheeler,how was the drivers behavior,3
R0992,F0992,V0842,Auto,rate the cleanliness of your cab,3
R0992,F0992,V0842,Auto,how was the drivers behavior,4
R0993,F0993,V0638,Auto,rate the cleanliness of your cab,3
R0993,F0993,V0638,Auto,how was the drivers behavior,1
R0994,F0994,V0242,Auto,rate the cleanliness of your cab,4
R0994,F0994,V0242,Auto,how was the drivers behavior,1
R0995,F0995,V0507,Auto,rate the cleanliness of your cab,1
R0995,F0995,V0507,Auto,how was the drivers behavior,2
R0996,F0996,V0037,Four wheeler,rate the cleanliness of your cab,2
R0996,F0996,V0037,Four wheeler,how was the drivers behavior,4
R0997,F0997,V0652,Four wheeler,rate the cleanliness of your cab,2
R0997,F0997,V0652,Four wheeler,how was the drivers behavior,3
R0998,F0998,V0490,Auto,rate the cleanliness of your cab,4
R0998,F0998,V0490,Auto,how was the drivers behavior,2
R0999,F0999,V0817,Four wheeler,rate the cleanliness of your cab,4
R0999,F0999,V0817,Four wheeler,how was the drivers behavior,2
R1000,F1000,V0697,Auto,rate the cleanliness of your cab,3
R1000,F1000,V0697,Auto,how was the drivers behavior,2
R1001,F1001,V0790,Auto,rate the cleanliness of your cab,3
R1001,F1001,V0790,Auto,how was the drivers behavior,3
R1002,F1002,V0708,Auto,rate the cleanliness of your cab,2
R1002,F1002,V0708,Auto,how was the drivers behavior,3
R1004,F1004,V0095,Auto,rate the cleanliness of your cab,4
R1004,F1004,V0095,Auto,how was the drivers behavior,3
R1005,F1005,V0770,Auto,rate the cleanliness of your cab,4
R1005,F1005,V0770,Auto,how was the drivers behavior,4
R1006,F1006,V0678,Auto,rate the cleanliness of your cab,1
R1006,F1006,V0678,Auto,how was the drivers behavior,4
R1008,F1008,V0035,Auto,rate the cleanliness of your cab,3
R1008,F1008,V0035,Auto,how was the drivers behavior,1
R1009,F1009,V0613,Auto,rate the cleanliness of your cab,4
R1009,F1009,V0613,Auto,how was the drivers behavior,4
R1010,F1010,V0001,Four wheeler,rate the cleanliness of your cab,1
R1010,F1010,V0001,Four wheeler,how was the drivers behavior,1
R1011,F1011,V0480,Auto,rate the cleanliness of your cab,1
R1011,F1011,V0480,Auto,how was the drivers behavior,3
R1012,F1012,V0025,Four wheeler,rate the cleanliness of your cab,1
R1012,F1012,V0025,Four wheeler,how was the drivers behavior,1
R1013,F1013,V0114,Four wheeler,rate the cleanliness of your cab,4
R1013,F1013,V0114,Four wheeler,how was the drivers behavior,3
R1015,F1015,V0398,Auto,rate the cleanliness of your cab,1
R1015,F1015,V0398,Auto,how was the drivers behavior,3
R1016,F1016,V0097,Four wheeler,rate the cleanliness of your cab,4
R1016,F1016,V0097,Four wheeler,how was the drivers behavior,3
R1018,F1018,V0216,Four wheeler,rate the cleanliness of your cab,4
R1018,F1018,V0216,Four wheeler,how was the drivers behavior,4
R1019,F1019,V0683,Auto,rate the cleanliness of your cab,4
R1019,F1019,V0683,Auto,how was the drivers behavior,3
R1020,F1020,V0159,Auto,rate the cleanliness of your cab,1
R1020,F1020,V0159,Auto,how was the drivers behavior,3
R1021,F1021,V0813,Four wheeler,rate the cleanliness of your cab,4
R1021,F1021,V0813,Four wheeler,how was the drivers behavior,4
R1023,F1023,V0033,Four wheeler,rate the cleanliness of your cab,1
R1023,F1023,V0033,Four wheeler,how was the drivers behavior,2
R1024,F1024,V0455,Four wheeler,rate the cleanliness of your cab,2
R1024,F1024,V0455,Four wheeler,how was the drivers behavior,4
R1025,F1025,V0454,Four wheeler,rate the cleanliness of your cab,4
R1025,F1025,V0454,Four wheeler,how was the drivers behavior,1
R1027,F1027,V0063,Four wheeler,rate the cleanliness of your cab,3
R1027,F1027,V0063,Four wheeler,how was the drivers behavior,4
R1028,F1028,V0564,Auto,rate the cleanliness of your cab,3
R1028,F1028,V0564,Auto,how was the drivers behavior,2
R1030,F1030,V0386,Auto,rate the cleanliness of your cab,4
R1030,F1030,V0386,Auto,how was the drivers behavior,2
R1031,F1031,V0564,Auto,rate the cleanliness of your cab,2
R1031,F1031,V0564,Auto,how was the drivers behavior,3
R1032,F1032,V0685,Auto,rate the cleanliness of your cab,3
R1032,F1032,V0685,Auto,how was the drivers behavior,4
R1033,F1033,V0352,Auto,rate the cleanliness of your cab,1
R1033,F1033,V0352,Auto,how was the drivers behavior,3
R1034,F1034,V0131,Auto,rate the cleanliness of your cab,3
R1034,F1034,V0131,Auto,how was the drivers behavior,3
R1035,F1035,V0146,Auto,rate the cleanliness of your cab,1
R1035,F1035,V0146,Auto,how was the drivers behavior,3
R1036,F1036,V0345,Four wheeler,rate the cleanliness of your cab,1
R1036,F1036,V0345,Four wheeler,how was the drivers behavior,3
R1038,F1038,V0812,Auto,rate the cleanliness of your cab,4
R1038,F1038,V0812,Auto,how was the drivers behavior,1
