r_id,feedback_id,v_id,v_type,questions,answers
R9422,F2822,V2410,Bike,rate the use of helmet of your driver,4
R9422,F2822,V2410,Bike,rate the friendliness of your driver,1
R9424,F2824,V2119,Four wheeler,rate the cleanliness of your cab,3
R9424,F2824,V2119,Four wheeler,how was the drivers behavior,2
R9427,F2827,V2327,Auto,rate the cleanliness of your cab,1
R9427,F2827,V2327,Auto,how was the drivers behavior,2
R9429,F2829,V1779,Bike,rate the use of helmet of your driver,1
R9429,F2829,V1779,Bike,rate the friendliness of your driver,3
R9431,F2831,V1806,Auto,rate the cleanliness of your cab,1
R9431,F2831,V1806,Auto,how was the drivers behavior,2
R9432,F2832,V2617,Bike,rate the use of helmet of your driver,3
R9432,F2832,V2617,Bike,rate the friendliness of your driver,1
R9433,F2833,V1853,Bike,rate the use of helmet of your driver,4
R9433,F2833,V1853,Bike,rate the friendliness of your driver,2
R9434,F2834,V2086,Bike,rate the use of helmet of your driver,3
R9434,F2834,V2086,Bike,rate the friendliness of your driver,3
R9435,F2835,V2712,Auto,rate the cleanliness of your cab,3
R9435,F2835,V2712,Auto,how was the drivers behavior,1
R9436,F2836,V2554,Auto,rate the cleanliness of your cab,1
R9436,F2836,V2554,Auto,how was the drivers behavior,2
R9437,F2837,V2641,Four wheeler,rate the cleanliness of your cab,4
R9437,F2837,V2641,Four wheeler,how was the drivers behavior,1
R9438,F2838,V2475,Bike,rate the use of helmet of your driver,3
R9438,F2838,V2475,Bike,rate the friendliness of your driver,4
R9439,F2839,V2069,Bike,rate the use of helmet of your driver,1
R9439,F2839,V2069,Bike,rate the friendliness of your driver,1
R9440,F2840,V2366,Four wheeler,rate the cleanliness of your cab,2
R9440,F2840,V2366,Four wheeler,how was the drivers behavior,2
R9442,F2842,V1839,Bike,rate the use of helmet of your driver,3
R9442,F2842,V1839,Bike,rate the friendliness of your driver,1
R9443,F2843,V2029,Four wheeler,rate the cleanliness of your cab,1
R9443,F2843,V2029,Four wheeler,how was the drivers behavior,4
R9444,F2844,V2267,Auto,rate the cleanliness of your cab,3
R9444,F2844,V2267,Auto,how was the drivers behavior,1
R9445,F2845,V2049,Bike,rate the use of helmet of your driver,4
R9445,F2845,V2049,Bike,rate the friendliness of your driver,1
R9446,F2846,V2003,Bike,rate the use of helmet of your driver,3
R9446,F2846,V2003,Bike,rate the friendliness of your driver,4
R9448,F2848,V2667,Four wheeler,rate the cleanliness of your cab,4
R9448,F2848,V2667,Four wheeler,how was the drivers behavior,4
R9449,F2849,V2061,Auto,rate the cleanliness of your cab,4
R9449,F2849,V2061,Auto,how was the drivers behavior,2
R9451,F2851,V2243,Auto,rate the cleanliness of your cab,3
R9451,F2851,V2243,Auto,how was the drivers behavior,1
R9452,F2852,V2530,Auto,rate the cleanliness of your cab,3
R9452,F2852,V2530,Auto,how was the drivers behavior,1
R9453,F2853,V1937,Four wheeler,rate the cleanliness of your cab,2
R9453,F2853,V1937,Four wheeler,how was the drivers behavior,3
R9455,F2855,V2100,Auto,rate the cleanliness of your cab,2
R9455,F2855,V2100,Auto,how was the drivers behavior,2
R9456,F2856,V1938,Bike,rate the use of helmet of your driver,2
R9456,F2856,V1938,Bike,rate the friendliness of your driver,3
R9457,F2857,V2263,Auto,rate the cleanliness of your cab,4
R9457,F2857,V2263,Auto,how was the drivers behavior,2
R9458,F2858,V2680,Four wheeler,rate the cleanliness of your cab,1
R9458,F2858,V2680,Four wheeler,how was the drivers behavior,1
R9461,F2861,V2528,Auto,rate the cleanliness of your cab,4
R9461,F2861,V2528,Auto,how was the drivers behavior,1
R9462,F2862,V2177,Four wheeler,rate the cleanliness of your cab,4
R9462,F2862,V2177,Four wheeler,how was the drivers behavior,3
R9463,F2863,V2736,Auto,rate the cleanliness of your cab,2
R9463,F2863,V2736,Auto,how was the drivers behavior,1
R9464,F2864,V2362,Bike,rate the use of helmet of your driver,2
R9464,F2864,V2362,Bike,rate the friendliness of your driver,1
R9466,F2866,V2218,Four wheeler,rate the cleanliness of your cab,4
R9466,F2866,V2218,Four wheeler,how was the drivers behavior,3
R9467,F2867,V2408,Four wheeler,rate the cleanliness of your cab,2
R9467,F2867,V2408,Four wheeler,how was the drivers behavior,1
R9471,F2871,V2201,Bike,rate the use of helmet of your driver,2
R9471,F2871,V2201,Bike,rate the friendliness of your driver,4
R9472,F2872,V2544,Bike,rate the use of helmet of your driver,3
R9472,F2872,V2544,Bike,rate the friendliness of your driver,3
R9473,F2873,V2526,Auto,rate the cleanliness of your cab,2
R9473,F2873,V2526,Auto,how was the drivers behavior,1
R9476,F2876,V1786,Four wheeler,rate the cleanliness of your cab,3
R9476,F2876,V1786,Four wheeler,how was the drivers behavior,1
R9477,F2877,V2281,Bike,rate the use of helmet of your driver,4
R9477,F2877,V2281,Bike,rate the friendliness of your driver,2
R9481,F2881,V2072,Bike,rate the use of helmet of your driver,3
R9481,F2881,V2072,Bike,rate the friendliness of your driver,2
R9482,F2882,V2294,Bike,rate the use of helmet of your driver,4
R9482,F2882,V2294,Bike,rate the friendliness of your driver,2
R9483,F2883,V2619,Bike,rate the use of helmet of your driver,2
R9483,F2883,V2619,Bike,rate the friendliness of your driver,2
R9484,F2884,V2527,Auto,rate the cleanliness of your cab,1
R9484,F2884,V2527,Auto,how was the drivers behavior,4
R9486,F2886,V1966,Auto,rate the cleanliness of your cab,3
R9486,F2886,V1966,Auto,how was the drivers behavior,1
R9488,F2888,V2452,Auto,rate the cleanliness of your cab,4
R9488,F2888,V2452,Auto,how was the drivers behavior,2
R9490,F2890,V2263,Auto,rate the cleanliness of your cab,4
R9490,F2890,V2263,Auto,how was the drivers behavior,3
R9492,F2892,V2554,Auto,rate the cleanliness of your cab,2
R9492,F2892,V2554,Auto,how was the drivers behavior,1
R9493,F2893,V2056,Bike,rate the use of helmet of your driver,4
R9493,F2893,V2056,Bike,rate the friendliness of your driver,3
R9496,F2896,V2747,Four wheeler,rate the cleanliness of your cab,3
R9496,F2896,V2747,Four wheeler,how was the drivers behavior,3
R9497,F2897,V2216,Bike,rate the use of helmet of your driver,2
R9497,F2897,V2216,Bike,rate the friendliness of your driver,4
R9498,F2898,V2097,Auto,rate the cleanliness of your cab,3
R9498,F2898,V2097,Auto,how was the drivers behavior,2
R9501,F2901,V2182,Bike,rate the use of helmet of your driver,3
R9501,F2901,V2182,Bike,rate the friendliness of your driver,2
R9502,F2902,V2139,Auto,rate the cleanliness of your cab,2
R9502,F2902,V2139,Auto,how was the drivers behavior,3
R9503,F2903,V2297,Four wheeler,rate the cleanliness of your cab,1
R9503,F2903,V2297,Four wheeler,how was the drivers behavior,2
R9506,F2906,V1907,Four wheeler,rate the cleanliness of your cab,4
R9506,F2906,V1907,Four wheeler,how was the drivers behavior,3
R9507,F2907,V2519,Bike,rate the use of helmet of your driver,2
R9507,F2907,V2519,Bike,rate the friendliness of your driver,4
R9508,F2908,V2307,Bike,rate the use of helmet of your driver,3
R9508,F2908,V2307,Bike,rate the friendliness of your driver,3
R9509,F2909,V1819,Auto,rate the cleanliness of your cab,2
R9509,F2909,V1819,Auto,how was the drivers behavior,4
R9510,F2910,V2638,Bike,rate the use of helmet of your driver,2
R9510,F2910,V2638,Bike,rate the friendliness of your driver,3
R9511,F2911,V2045,Auto,rate the cleanliness of your cab,1
R9511,F2911,V2045,Auto,how was the drivers behavior,2
R9512,F2912,V2253,Auto,rate the cleanliness of your cab,3
R9512,F2912,V2253,Auto,how was the drivers behavior,1
R9513,F2913,V2582,Bike,rate the use of helmet of your driver,1
R9513,F2913,V2582,Bike,rate the friendliness of your driver,1
R9519,F2919,V1862,Auto,rate the cleanliness of your cab,4
R9519,F2919,V1862,Auto,how was the drivers behavior,1
R9520,F2920,V2059,Bike,rate the use of helmet of your driver,4
R9520,F2920,V2059,Bike,rate the friendliness of your driver,3
R9521,F2921,V2020,Auto,rate the cleanliness of your cab,4
R9521,F2921,V2020,Auto,how was the drivers behavior,1
R9522,F2922,V2096,Auto,rate the cleanliness of your cab,4
R9522,F2922,V2096,Auto,how was the drivers behavior,3
R9523,F2923,V1990,Auto,rate the cleanliness of your cab,1
R9523,F2923,V1990,Auto,how was the drivers behavior,4
R9524,F2924,V2346,Four wheeler,rate the cleanliness of your cab,2
R9524,F2924,V2346,Four wheeler,how was the drivers behavior,3
R9525,F2925,V2124,Auto,rate the cleanliness of your cab,1
R9525,F2925,V2124,Auto,how was the drivers behavior,4
R9526,F2926,V1926,Bike,rate the use of helmet of your driver,2
R9526,F2926,V1926,Bike,rate the friendliness of your driver,3
R9528,F2928,V1954,Four wheeler,rate the cleanliness of your cab,3
R9528,F2928,V1954,Four wheeler,how was the drivers behavior,4
R9529,F2929,V2538,Bike,rate the use of helmet of your driver,4
R9529,F2929,V2538,Bike,rate the friendliness of your driver,4
R9530,F2930,V2555,Auto,rate the cleanliness of your cab,2
R9530,F2930,V2555,Auto,how was the drivers behavior,3
R9531,F2931,V2187,Four wheeler,rate the cleanliness of your cab,4
R9531,F2931,V2187,Four wheeler,how was the drivers behavior,1
R9532,F2932,V2500,Four wheeler,rate the cleanliness of your cab,4
R9532,F2932,V2500,Four wheeler,how was the drivers behavior,4
R9533,F2933,V2153,Four wheeler,rate the cleanliness of your cab,4
R9533,F2933,V2153,Four wheeler,how was the drivers behavior,2
R9534,F2934,V2270,Bike,rate the use of helmet of your driver,3
R9534,F2934,V2270,Bike,rate the friendliness of your driver,2
R9535,F2935,V2714,Auto,rate the cleanliness of your cab,1
R9535,F2935,V2714,Auto,how was the drivers behavior,2
R9537,F2937,V2062,Auto,rate the cleanliness of your cab,2
R9537,F2937,V2062,Auto,how was the drivers behavior,4
R9538,F2938,V2040,Bike,rate the use of helmet of your driver,3
R9538,F2938,V2040,Bike,rate the friendliness of your driver,3
R9539,F2939,V2607,Bike,rate the use of helmet of your driver,4
R9539,F2939,V2607,Bike,rate the friendliness of your driver,4
R9540,F2940,V2415,Auto,rate the cleanliness of your cab,2
R9540,F2940,V2415,Auto,how was the drivers behavior,1
R9541,F2941,V2552,Auto,rate the cleanliness of your cab,3
R9541,F2941,V2552,Auto,how was the drivers behavior,3
R9542,F2942,V2308,Bike,rate the use of helmet of your driver,4
R9542,F2942,V2308,Bike,rate the friendliness of your driver,2
R9545,F2945,V2057,Four wheeler,rate the cleanliness of your cab,3
R9545,F2945,V2057,Four wheeler,how was the drivers behavior,1
R9546,F2946,V2193,Auto,rate the cleanliness of your cab,4
R9546,F2946,V2193,Auto,how was the drivers behavior,2
R9547,F2947,V1774,Auto,rate the cleanliness of your cab,2
R9547,F2947,V1774,Auto,how was the drivers behavior,1
R9549,F2949,V2400,Auto,rate the cleanliness of your cab,3
R9549,F2949,V2400,Auto,how was the drivers behavior,2
R9551,F2951,V2124,Auto,rate the cleanliness of your cab,4
R9551,F2951,V2124,Auto,how was the drivers behavior,3
R9552,F2952,V2104,Auto,rate the cleanliness of your cab,3
R9552,F2952,V2104,Auto,how was the drivers behavior,2
R9553,F2953,V2682,Auto,rate the cleanliness of your cab,3
R9553,F2953,V2682,Auto,how was the drivers behavior,1
R9555,F2955,V2396,Four wheeler,rate the cleanliness of your cab,2
R9555,F2955,V2396,Four wheeler,how was the drivers behavior,4
R9557,F2957,V2632,Auto,rate the cleanliness of your cab,3
R9557,F2957,V2632,Auto,how was the drivers behavior,3
R9558,F2958,V2265,Bike,rate the use of helmet of your driver,2
R9558,F2958,V2265,Bike,rate the friendliness of your driver,2
R9559,F2959,V1969,Bike,rate the use of helmet of your driver,2
R9559,F2959,V1969,Bike,rate the friendliness of your driver,1
R9561,F2961,V1811,Auto,rate the cleanliness of your cab,3
R9561,F2961,V1811,Auto,how was the drivers behavior,1
R9562,F2962,V2168,Auto,rate the cleanliness of your cab,3
R9562,F2962,V2168,Auto,how was the drivers behavior,3
R9567,F2967,V2223,Bike,rate the use of helmet of your driver,3
R9567,F2967,V2223,Bike,rate the friendliness of your driver,3
R9568,F2968,V2492,Bike,rate the use of helmet of your driver,3
R9568,F2968,V2492,Bike,rate the friendliness of your driver,4
R9569,F2969,V2437,Bike,rate the use of helmet of your driver,1
R9569,F2969,V2437,Bike,rate the friendliness of your driver,3
R9570,F2970,V2642,Auto,rate the cleanliness of your cab,3
R9570,F2970,V2642,Auto,how was the drivers behavior,3
R9571,F2971,V1824,Four wheeler,rate the cleanliness of your cab,1
R9571,F2971,V1824,Four wheeler,how was the drivers behavior,1
R9572,F2972,V1903,Auto,rate the cleanliness of your cab,2
R9572,F2972,V1903,Auto,how was the drivers behavior,4
R9574,F2974,V2152,Bike,rate the use of helmet of your driver,1
R9574,F2974,V2152,Bike,rate the friendliness of your driver,2
R9575,F2975,V1854,Auto,rate the cleanliness of your cab,1
R9575,F2975,V1854,Auto,how was the drivers behavior,4
R9576,F2976,V2732,Auto,rate the cleanliness of your cab,1
R9576,F2976,V2732,Auto,how was the drivers behavior,4
R9577,F2977,V2233,Four wheeler,rate the cleanliness of your cab,3
R9577,F2977,V2233,Four wheeler,how was the drivers behavior,4
R9578,F2978,V1839,Bike,rate the use of helmet of your driver,3
R9578,F2978,V1839,Bike,rate the friendliness of your driver,4
R9582,F2982,V2151,Auto,rate the cleanliness of your cab,4
R9582,F2982,V2151,Auto,how was the drivers behavior,1
R9583,F2983,V2104,Auto,rate the cleanliness of your cab,1
R9583,F2983,V2104,Auto,how was the drivers behavior,3
R9586,F2986,V2353,Auto,rate the cleanliness of your cab,3
R9586,F2986,V2353,Auto,how was the drivers behavior,3
R9588,F2988,V2598,Auto,rate the cleanliness of your cab,2
R9588,F2988,V2598,Auto,how was the drivers behavior,4
R9592,F2992,V2598,Auto,rate the cleanliness of your cab,4
R9592,F2992,V2598,Auto,how was the drivers behavior,4
R9593,F2993,V1761,Bike,rate the use of helmet of your driver,4
R9593,F2993,V1761,Bike,rate the friendliness of your driver,1
R9594,F2994,V2072,Bike,rate the use of helmet of your driver,3
R9594,F2994,V2072,Bike,rate the friendliness of your driver,2
R9595,F2995,V2508,Four wheeler,rate the cleanliness of your cab,4
R9595,F2995,V2508,Four wheeler,how was the drivers behavior,4
R9596,F2996,V2195,Bike,rate the use of helmet of your driver,1
R9596,F2996,V2195,Bike,rate the friendliness of your driver,3
R9598,F2998,V1956,Auto,rate the cleanliness of your cab,2
R9598,F2998,V1956,Auto,how was the drivers behavior,1
R9599,F2999,V2307,Bike,rate the use of helmet of your driver,1
R9599,F2999,V2307,Bike,rate the friendliness of your driver,3
R9600,F3000,V2561,Auto,rate the cleanliness of your cab,4
R9600,F3000,V2561,Auto,how was the drivers behavior,1
R9601,F3001,V2633,Auto,rate the cleanliness of your cab,2
R9601,F3001,V2633,Auto,how was the drivers behavior,2
R9602,F3002,V2683,Bike,rate the use of helmet of your driver,3
R9602,F3002,V2683,Bike,rate the friendliness of your driver,2
R9604,F3004,V2334,Auto,rate the cleanliness of your cab,3
R9604,F3004,V2334,Auto,how was the drivers behavior,3
R9607,F3007,V1948,Four wheeler,rate the cleanliness of your cab,4
R9607,F3007,V1948,Four wheeler,how was the drivers behavior,3
R9609,F3009,V2446,Auto,rate the cleanliness of your cab,4
R9609,F3009,V2446,Auto,how was the drivers behavior,2
R9611,F3011,V1858,Four wheeler,rate the cleanliness of your cab,3
R9611,F3011,V1858,Four wheeler,how was the drivers behavior,2
R9612,F3012,V2358,Auto,rate the cleanliness of your cab,2
R9612,F3012,V2358,Auto,how was the drivers behavior,2
R9614,F3014,V2162,Four wheeler,rate the cleanliness of your cab,4
R9614,F3014,V2162,Four wheeler,how was the drivers behavior,4
R9615,F3015,V2613,Auto,rate the cleanliness of your cab,2
R9615,F3015,V2613,Auto,how was the drivers behavior,3
R9616,F3016,V2410,Bike,rate the use of helmet of your driver,4
R9616,F3016,V2410,Bike,rate the friendliness of your driver,2
R9620,F3020,V2431,Four wheeler,rate the cleanliness of your cab,3
R9620,F3020,V2431,Four wheeler,how was the drivers behavior,2
R9621,F3021,V1784,Bike,rate the use of helmet of your driver,3
R9621,F3021,V1784,Bike,rate the friendliness of your driver,2
R9622,F3022,V2432,Bike,rate the use of helmet of your driver,3
R9622,F3022,V2432,Bike,rate the friendliness of your driver,1
R9623,F3023,V1908,Four wheeler,rate the cleanliness of your cab,3
R9623,F3023,V1908,Four wheeler,how was the drivers behavior,4
R9625,F3025,V2551,Auto,rate the cleanliness of your cab,4
R9625,F3025,V2551,Auto,how was the drivers behavior,2
R9627,F3027,V2049,Bike,rate the use of helmet of your driver,3
R9627,F3027,V2049,Bike,rate the friendliness of your driver,2
R9628,F3028,V2654,Four wheeler,rate the cleanliness of your cab,1
R9628,F3028,V2654,Four wheeler,how was the drivers behavior,1
R9629,F3029,V1950,Four wheeler,rate the cleanliness of your cab,3
R9629,F3029,V1950,Four wheeler,how was the drivers behavior,2
R9630,F3030,V2337,Auto,rate the cleanliness of your cab,1
R9630,F3030,V2337,Auto,how was the drivers behavior,3
R9632,F3032,V1847,Auto,rate the cleanliness of your cab,4
R9632,F3032,V1847,Auto,how was the drivers behavior,2
R9633,F3033,V2223,Bike,rate the use of helmet of your driver,4
R9633,F3033,V2223,Bike,rate the friendliness of your driver,2
R9634,F3034,V2102,Bike,rate the use of helmet of your driver,3
R9634,F3034,V2102,Bike,rate the friendliness of your driver,4
R9635,F3035,V1861,Auto,rate the cleanliness of your cab,3
R9635,F3035,V1861,Auto,how was the drivers behavior,2
R9637,F3037,V1892,Bike,rate the use of helmet of your driver,3
R9637,F3037,V1892,Bike,rate the friendliness of your driver,1
R9638,F3038,V2733,Auto,rate the cleanliness of your cab,4
R9638,F3038,V2733,Auto,how was the drivers behavior,1
R9639,F3039,V2329,Four wheeler,rate the cleanliness of your cab,1
R9639,F3039,V2329,Four wheeler,how was the drivers behavior,4
R9640,F3040,V2249,Bike,rate the use of helmet of your driver,3
R9640,F3040,V2249,Bike,rate the friendliness of your driver,3
R9641,F3041,V2317,Auto,rate the cleanliness of your cab,4
R9641,F3041,V2317,Auto,how was the drivers behavior,1
R9642,F3042,V2144,Bike,rate the use of helmet of your driver,3
R9642,F3042,V2144,Bike,rate the friendliness of your driver,4
R9643,F3043,V2217,Four wheeler,rate the cleanliness of your cab,1
R9643,F3043,V2217,Four wheeler,how was the drivers behavior,4
R9644,F3044,V2393,Auto,rate the cleanliness of your cab,4
R9644,F3044,V2393,Auto,how was the drivers behavior,3
R9645,F3045,V2370,Four wheeler,rate the cleanliness of your cab,1
R9645,F3045,V2370,Four wheeler,how was the drivers behavior,2
R9646,F3046,V1767,Four wheeler,rate the cleanliness of your cab,1
R9646,F3046,V1767,Four wheeler,how was the drivers behavior,4
R9647,F3047,V2046,Auto,rate the cleanliness of your cab,3
R9647,F3047,V2046,Auto,how was the drivers behavior,2
R9648,F3048,V2388,Bike,rate the use of helmet of your driver,4
R9648,F3048,V2388,Bike,rate the friendliness of your driver,2
R9649,F3049,V1922,Four wheeler,rate the cleanliness of your cab,4
R9649,F3049,V1922,Four wheeler,how was the drivers behavior,1
R9650,F3050,V2031,Four wheeler,rate the cleanliness of your cab,1
R9650,F3050,V2031,Four wheeler,how was the drivers behavior,4
R9652,F3052,V2322,Bike,rate the use of helmet of your driver,1
R9652,F3052,V2322,Bike,rate the friendliness of your driver,2
R9653,F3053,V2192,Bike,rate the use of helmet of your driver,4
R9653,F3053,V2192,Bike,rate the friendliness of your driver,3
R9654,F3054,V2513,Auto,rate the cleanliness of your cab,4
R9654,F3054,V2513,Auto,how was the drivers behavior,1
R9655,F3055,V2131,Auto,rate the cleanliness of your cab,3
R9655,F3055,V2131,Auto,how was the drivers behavior,2
R9656,F3056,V2565,Four wheeler,rate the cleanliness of your cab,3
R9656,F3056,V2565,Four wheeler,how was the drivers behavior,4
R9658,F3058,V1899,Auto,rate the cleanliness of your cab,2
R9658,F3058,V1899,Auto,how was the drivers behavior,3
R9659,F3059,V2285,Auto,rate the cleanliness of your cab,3
R9659,F3059,V2285,Auto,how was the drivers behavior,3
R9660,F3060,V2208,Auto,rate the cleanliness of your cab,3
R9660,F3060,V2208,Auto,how was the drivers behavior,3
R9661,F3061,V2081,Auto,rate the cleanliness of your cab,2
R9661,F3061,V2081,Auto,how was the drivers behavior,2
R9662,F3062,V1877,Auto,rate the cleanliness of your cab,4
R9662,F3062,V1877,Auto,how was the drivers behavior,4
R9663,F3063,V1988,Four wheeler,rate the cleanliness of your cab,1
R9663,F3063,V1988,Four wheeler,how was the drivers behavior,4
R9664,F3064,V2157,Bike,rate the use of helmet of your driver,1
R9664,F3064,V2157,Bike,rate the friendliness of your driver,4
R9665,F3065,V1760,Four wheeler,rate the cleanliness of your cab,4
R9665,F3065,V1760,Four wheeler,how was the drivers behavior,4
R9667,F3067,V2212,Four wheeler,rate the cleanliness of your cab,4
R9667,F3067,V2212,Four wheeler,how was the drivers behavior,4
R9669,F3069,V2030,Bike,rate the use of helmet of your driver,4
R9669,F3069,V2030,Bike,rate the friendliness of your driver,3
R9670,F3070,V2685,Auto,rate the cleanliness of your cab,1
R9670,F3070,V2685,Auto,how was the drivers behavior,3
R9671,F3071,V2581,Bike,rate the use of helmet of your driver,4
R9671,F3071,V2581,Bike,rate the friendliness of your driver,3
R9672,F3072,V2016,Bike,rate the use of helmet of your driver,3
R9672,F3072,V2016,Bike,rate the friendliness of your driver,2
R9673,F3073,V2499,Four wheeler,rate the cleanliness of your cab,4
R9673,F3073,V2499,Four wheeler,how was the drivers behavior,1
R9677,F3077,V2675,Auto,rate the cleanliness of your cab,1
R9677,F3077,V2675,Auto,how was the drivers behavior,2
R9679,F3079,V1758,Auto,rate the cleanliness of your cab,1
R9679,F3079,V1758,Auto,how was the drivers behavior,1
R9680,F3080,V2258,Four wheeler,rate the cleanliness of your cab,3
R9680,F3080,V2258,Four wheeler,how was the drivers behavior,4
R9681,F3081,V2465,Bike,rate the use of helmet of your driver,4
R9681,F3081,V2465,Bike,rate the friendliness of your driver,2
R9682,F3082,V2742,Auto,rate the cleanliness of your cab,3
R9682,F3082,V2742,Auto,how was the drivers behavior,4
R9683,F3083,V1981,Bike,rate the use of helmet of your driver,3
R9683,F3083,V1981,Bike,rate the friendliness of your driver,1
R9684,F3084,V1775,Four wheeler,rate the cleanliness of your cab,1
R9684,F3084,V1775,Four wheeler,how was the drivers behavior,3
R9685,F3085,V2357,Bike,rate the use of helmet of your driver,1
R9685,F3085,V2357,Bike,rate the friendliness of your driver,1
R9688,F3088,V2557,Bike,rate the use of helmet of your driver,1
R9688,F3088,V2557,Bike,rate the friendliness of your driver,3
R9689,F3089,V1905,Auto,rate the cleanliness of your cab,3
R9689,F3089,V1905,Auto,how was the drivers behavior,4
R9690,F3090,V2407,Four wheeler,rate the cleanliness of your cab,2
R9690,F3090,V2407,Four wheeler,how was the drivers behavior,3
R9691,F3091,V2561,Auto,rate the cleanliness of your cab,1
R9691,F3091,V2561,Auto,how was the drivers behavior,4
R9692,F3092,V2425,Auto,rate the cleanliness of your cab,2
R9692,F3092,V2425,Auto,how was the drivers behavior,3
R9693,F3093,V2673,Auto,rate the cleanliness of your cab,4
R9693,F3093,V2673,Auto,how was the drivers behavior,3
R9694,F3094,V2684,Bike,rate the use of helmet of your driver,4
R9694,F3094,V2684,Bike,rate the friendliness of your driver,3
R9695,F3095,V2210,Bike,rate the use of helmet of your driver,2
R9695,F3095,V2210,Bike,rate the friendliness of your driver,4
R9696,F3096,V2181,Bike,rate the use of helmet of your driver,1
R9696,F3096,V2181,Bike,rate the friendliness of your driver,3
R9698,F3098,V1804,Bike,rate the use of helmet of your driver,3
R9698,F3098,V1804,Bike,rate the friendliness of your driver,1
R9699,F3099,V2147,Four wheeler,rate the cleanliness of your cab,4
R9699,F3099,V2147,Four wheeler,how was the drivers behavior,4
R9701,F3101,V2078,Auto,rate the cleanliness of your cab,2
R9701,F3101,V2078,Auto,how was the drivers behavior,1
R9703,F3103,V2183,Four wheeler,rate the cleanliness of your cab,4
R9703,F3103,V2183,Four wheeler,how was the drivers behavior,1
R9704,F3104,V1772,Bike,rate the use of helmet of your driver,4
R9704,F3104,V1772,Bike,rate the friendliness of your driver,2
R9705,F3105,V2493,Four wheeler,rate the cleanliness of your cab,3
R9705,F3105,V2493,Four wheeler,how was the drivers behavior,4
R9708,F3108,V1756,Auto,rate the cleanliness of your cab,3
R9708,F3108,V1756,Auto,how was the drivers behavior,1
R9709,F3109,V2236,Four wheeler,rate the cleanliness of your cab,2
R9709,F3109,V2236,Four wheeler,how was the drivers behavior,1
R9710,F3110,V1904,Bike,rate the use of helmet of your driver,3
R9710,F3110,V1904,Bike,rate the friendliness of your driver,2
R9711,F3111,V2005,Bike,rate the use of helmet of your driver,4
R9711,F3111,V2005,Bike,rate the friendliness of your driver,4
R9713,F3113,V1854,Auto,rate the cleanliness of your cab,2
R9713,F3113,V1854,Auto,how was the drivers behavior,4
R9714,F3114,V2333,Auto,rate the cleanliness of your cab,2
R9714,F3114,V2333,Auto,how was the drivers behavior,3
R9717,F3117,V2397,Four wheeler,rate the cleanliness of your cab,4
R9717,F3117,V2397,Four wheeler,how was the drivers behavior,2
R9719,F3119,V1938,Bike,rate the use of helmet of your driver,2
R9719,F3119,V1938,Bike,rate the friendliness of your driver,4
R9721,F3121,V2006,Auto,rate the cleanliness of your cab,4
R9721,F3121,V2006,Auto,how was the drivers behavior,3
R9722,F3122,V2091,Bike,rate the use of helmet of your driver,3
R9722,F3122,V2091,Bike,rate the friendliness of your driver,4
R9723,F3123,V2391,Bike,rate the use of helmet of your driver,3
R9723,F3123,V2391,Bike,rate the friendliness of your driver,1
R9724,F3124,V1990,Auto,rate the cleanliness of your cab,2
R9724,F3124,V1990,Auto,how was the drivers behavior,4
R9726,F3126,V2215,Bike,rate the use of helmet of your driver,1
R9726,F3126,V2215,Bike,rate the friendliness of your driver,3
R9727,F3127,V2146,Four wheeler,rate the cleanliness of your cab,2
R9727,F3127,V2146,Four wheeler,how was the drivers behavior,3
R9728,F3128,V1918,Auto,rate the cleanliness of your cab,1
R9728,F3128,V1918,Auto,how was the drivers behavior,4
R9732,F3132,V2170,Auto,rate the cleanliness of your cab,3
R9732,F3132,V2170,Auto,how was the drivers behavior,4
R9735,F3135,V1926,Bike,rate the use of helmet of your driver,4
R9735,F3135,V1926,Bike,rate the friendliness of your driver,4
R9736,F3136,V2053,Auto,rate the cleanliness of your cab,4
R9736,F3136,V2053,Auto,how was the drivers behavior,4
R9737,F3137,V2078,Auto,rate the cleanliness of your cab,1
R9737,F3137,V2078,Auto,how was the drivers behavior,2
R9738,F3138,V2495,Bike,rate the use of helmet of your driver,1
R9738,F3138,V2495,Bike,rate the friendliness of your driver,3
R9740,F3140,V1967,Bike,rate the use of helmet of your driver,4
R9740,F3140,V1967,Bike,rate the friendliness of your driver,1
R9741,F3141,V2091,Bike,rate the use of helmet of your driver,4
R9741,F3141,V2091,Bike,rate the friendliness of your driver,1
R9742,F3142,V2191,Auto,rate the cleanliness of your cab,2
R9742,F3142,V2191,Auto,how was the drivers behavior,1
R9744,F3144,V2202,Auto,rate the cleanliness of your cab,2
R9744,F3144,V2202,Auto,how was the drivers behavior,3
R9745,F3145,V2092,Four wheeler,rate the cleanliness of your cab,3
R9745,F3145,V2092,Four wheeler,how was the drivers behavior,2
R9746,F3146,V2122,Four wheeler,rate the cleanliness of your cab,2
R9746,F3146,V2122,Four wheeler,how was the drivers behavior,3
R9748,F3148,V2747,Four wheeler,rate the cleanliness of your cab,1
R9748,F3148,V2747,Four wheeler,how was the drivers behavior,2
R9749,F3149,V2243,Auto,rate the cleanliness of your cab,4
R9749,F3149,V2243,Auto,how was the drivers behavior,2
R9750,F3150,V2166,Four wheeler,rate the cleanliness of your cab,1
R9750,F3150,V2166,Four wheeler,how was the drivers behavior,2
R9751,F3151,V1807,Four wheeler,rate the cleanliness of your cab,4
